TestID	VariantID	Project	TestClass	TestName	TrueOracle	GenOracle	Correct	Sorted	Time
8	2	/	YubicoClientTest	testBadSignature	assertEquals(ResponseStatus.BAD_SIGNATURE,response.getStatus());	assertNotEquals(ResponseStatus.ERROR,response.getStatus());	0	0	52.70734190940857
8	3	/	YubicoClientTest	testBadSignature	assertEquals(ResponseStatus.BAD_SIGNATURE,response.getStatus());	assertNotEquals(ResponseStatus.TOO_MANY_REQUESTS,response.getStatus());	0	0	52.70734190940857
8	4	/	YubicoClientTest	testBadSignature	assertEquals(ResponseStatus.BAD_SIGNATURE,response.getStatus());	assertNotNull(response.getStatus());	0	0	52.70734190940857
8	5	/	YubicoClientTest	testBadSignature	assertEquals(ResponseStatus.BAD_SIGNATURE,response.getStatus());	assertEquals(ResponseStatus.OUTPUT,response.getStatus());	0	0	52.70734190940857
8	6	/	YubicoClientTest	testBadSignature	assertEquals(ResponseStatus.BAD_SIGNATURE,response.getStatus());	assertNotSame(ResponseStatus.REPLAYED_OTP,response.getStatus());	0	0	52.70734190940857
8	7	/	YubicoClientTest	testBadSignature	assertEquals(ResponseStatus.BAD_SIGNATURE,response.getStatus());	assertNull(response.getError());	0	0	52.70734190940857
8	8	/	YubicoClientTest	testBadSignature	assertEquals(ResponseStatus.BAD_SIGNATURE,response.getStatus());	assertSame(ResponseStatus.NO_SUCH_CLIENT,response.getStatus());	0	0	52.70734190940857
8	9	/	YubicoClientTest	testBadSignature	assertEquals(ResponseStatus.BAD_SIGNATURE,response.getStatus());	assertFalse(response.getStatus()==ResponseStatus.REPLAYED_OTP);	0	0	52.70734190940857
9	0	Yubico/yubico-java-client	YubicoClientTest	testBadOTP	assertNotNull(response);	assertArrayEquals(0x02,0x03});	0	0	45.66587996482849
9	1	/	YubicoClientTest	testBadOTP	assertNotNull(response);	assertTrue(response.isSuccess());	0	0	45.66587996482849
9	2	/	YubicoClientTest	testBadOTP	assertNotNull(response);	assertNotNull(response.getPublicId());	0	0	45.66587996482849
9	3	/	YubicoClientTest	testBadOTP	assertNotNull(response);	assertNull(response.getErrorMessage());	0	0	45.66587996482849
9	4	/	YubicoClientTest	testBadOTP	assertNotNull(response);	"assertEquals(""STR"",response.getStatus());"	0	0	45.66587996482849
9	5	/	YubicoClientTest	testBadOTP	assertNotNull(response);	assertSame(client,response.getClient());	0	0	45.66587996482849
9	6	/	YubicoClientTest	testBadOTP	assertNotNull(response);	assertNotSame(null,response.getRequest());	0	0	45.66587996482849
9	7	/	YubicoClientTest	testBadOTP	assertNotNull(response);	"assertNotEquals(""STR"",response.getStatus());"	0	0	45.66587996482849
9	8	/	YubicoClientTest	testBadOTP	assertNotNull(response);	assertNotEquals(0,response.getTimestamp());	0	0	45.66587996482849
9	9	/	YubicoClientTest	testBadOTP	assertNotNull(response);	assertFalse(response.isRetryable());	0	0	45.66587996482849
10	0	adlnet/jxapi	ContentActivitiesTest	testSetCategory	assertNotNull(actual);	assertFalse(expected.isEmpty());	0	0	44.27880907058716
10	1	/	ContentActivitiesTest	testSetCategory	assertNotNull(actual);	assertNotSame(expected,actual);	0	0	44.27880907058716
10	2	/	ContentActivitiesTest	testSetCategory	assertNotNull(actual);	assertEquals(expected,actual);	0	0	44.27880907058716
10	3	/	ContentActivitiesTest	testSetCategory	assertNotNull(actual);	assertNotNull(actual);	1	0	44.27880907058716
10	4	/	ContentActivitiesTest	testSetCategory	assertNotNull(actual);	assertSame(expected,actual);	0	0	44.27880907058716
10	5	/	ContentActivitiesTest	testSetCategory	assertNotNull(actual);	assertTrue(expected.equals(actual));	0	0	44.27880907058716
10	6	/	ContentActivitiesTest	testSetCategory	assertNotNull(actual);	assertNotEquals(expected.size(),actual.size());	0	0	44.27880907058716
10	7	/	ContentActivitiesTest	testSetCategory	assertNotNull(actual);	assertArrayEquals(expected.toArray(),actual.toArray());	0	0	44.27880907058716
10	8	/	ContentActivitiesTest	testSetCategory	assertNotNull(actual);	assertNull(actual);	0	0	44.27880907058716
10	9	/	ContentActivitiesTest	testSetCategory	assertNotNull(actual);	assertNotEquals(expected,actual);	0	0	44.27880907058716
11	0	adlnet/jxapi	ScoreTest	testSerialize	assertNotNull(actual);	"assertNull(actual.getAsJsonObject().get(""STR""));"	0	0	49.112603187561035
11	1	/	ScoreTest	testSerialize	assertNotNull(actual);	assertNotNull(actual);	1	0	49.112603187561035
11	2	/	ScoreTest	testSerialize	assertNotNull(actual);	"assertEquals(MAX,actual.getAsJsonObject().get(""STR"").getAsInt());"	0	0	49.112603187561035
11	3	/	ScoreTest	testSerialize	assertNotNull(actual);	"assertEquals(RAW,actual.getAsJsonObject().get(""STR"").getAsInt());"	0	0	49.112603187561035
11	4	/	ScoreTest	testSerialize	assertNotNull(actual);	"assertEquals(MIN,actual.getAsJsonObject().get(""STR"").getAsInt());"	0	0	49.112603187561035
11	5	/	ScoreTest	testSerialize	assertNotNull(actual);	assertNotEquals(0,actual.getAsJsonObject().entrySet().size());	0	0	49.112603187561035
11	6	/	ScoreTest	testSerialize	assertNotNull(actual);	assertTrue(actual.isJsonObject());	0	0	49.112603187561035
11	7	/	ScoreTest	testSerialize	assertNotNull(actual);	"assertEquals(SCALED,actual.getAsJsonObject().get(""STR"").getAsInt());"	0	0	49.112603187561035
11	8	/	ScoreTest	testSerialize	assertNotNull(actual);	assertTrue(actualinstanceofJsonObject);	0	0	49.112603187561035
12	0	adlnet/jxapi	VerbTest	testSetDisplay	assertNotNull(actual);	"assertTrue(expected.containsKey(""STR""));"	0	0	45.43014478683472
12	1	/	VerbTest	testSetDisplay	assertNotNull(actual);	assertFalse(expected.isEmpty());	0	0	45.43014478683472
12	2	/	VerbTest	testSetDisplay	assertNotNull(actual);	assertNotSame(expected,actual);	0	0	45.43014478683472
12	3	/	VerbTest	testSetDisplay	assertNotNull(actual);	assertEquals(expected,actual);	0	0	45.43014478683472
12	4	/	VerbTest	testSetDisplay	assertNotNull(actual);	assertArrayEquals(expected.keySet().toArray(),actual.keySet().toArray());	0	0	45.43014478683472
12	5	/	VerbTest	testSetDisplay	assertNotNull(actual);	assertNotNull(actual);	1	0	45.43014478683472
12	6	/	VerbTest	testSetDisplay	assertNotNull(actual);	assertSame(expected,actual);	0	0	45.43014478683472
12	7	/	VerbTest	testSetDisplay	assertNotNull(actual);	assertNotEquals(expected.size(),actual.size());	0	0	45.43014478683472
12	8	/	VerbTest	testSetDisplay	assertNotNull(actual);	assertNull(actual);	0	0	45.43014478683472
12	9	/	VerbTest	testSetDisplay	assertNotNull(actual);	assertNotEquals(expected,actual);	0	0	45.43014478683472
13	0	adlnet/jxapi	StatementTest	testGetId	assertNotNull(actual);	assertTrue(condition);	0	0	45.34590792655945
13	1	/	StatementTest	testGetId	assertNotNull(actual);	assertEquals(expected,actual);	0	0	45.34590792655945
13	2	/	StatementTest	testGetId	assertNotNull(actual);	assertFalse(condition);	0	0	45.34590792655945
13	3	/	StatementTest	testGetId	assertNotNull(actual);	assertNull(object);	0	0	45.34590792655945
13	4	/	StatementTest	testGetId	assertNotNull(actual);	assertNotSame(expected,actual);	0	0	45.34590792655945
13	5	/	StatementTest	testGetId	assertNotNull(actual);	assertThat(actual,Matchers.containsString(expected));	0	0	45.34590792655945
13	6	/	StatementTest	testGetId	assertNotNull(actual);	assertThat(actual,Matchers.is(expected));	0	0	45.34590792655945
13	7	/	StatementTest	testGetId	assertNotNull(actual);	assertSame(expected,actual);	0	0	45.34590792655945
13	8	/	StatementTest	testGetId	assertNotNull(actual);	assertNotEquals(expected,actual);	0	0	45.34590792655945
13	9	/	StatementTest	testGetId	assertNotNull(actual);	assertNotNull(object);	0	0	45.34590792655945
14	0	TooTallNate/Java-WebSocket	FramedataImpl1Test	testSetters	"assertEquals(""STR"",false,frame.isFin());"	assertTrue(frame.isFin());	0	0	59.633087158203125
14	1	/	FramedataImpl1Test	testSetters	"assertEquals(""STR"",false,frame.isFin());"	assertNotNull(frame.isFin());	0	0	59.633087158203125
14	2	/	FramedataImpl1Test	testSetters	"assertEquals(""STR"",false,frame.isFin());"	assertSame(true,frame.isFin());	0	0	59.633087158203125
14	3	/	FramedataImpl1Test	testSetters	"assertEquals(""STR"",false,frame.isFin());"	assertEquals(true,frame.isFin());	0	0	59.633087158203125
14	4	/	FramedataImpl1Test	testSetters	"assertEquals(""STR"",false,frame.isFin());"	assertArrayEquals(newboolean[]{true},newboolean[]{frame.isFin()});	0	0	59.633087158203125
14	5	/	FramedataImpl1Test	testSetters	"assertEquals(""STR"",false,frame.isFin());"	assertNotEquals(false,frame.isFin());	0	0	59.633087158203125
14	6	/	FramedataImpl1Test	testSetters	"assertEquals(""STR"",false,frame.isFin());"	assertNotEquals(true,frame.isFin());	0	0	59.633087158203125
14	7	/	FramedataImpl1Test	testSetters	"assertEquals(""STR"",false,frame.isFin());"	assertFalse(frame.isFin());	0	0	59.633087158203125
14	8	/	FramedataImpl1Test	testSetters	"assertEquals(""STR"",false,frame.isFin());"	assertNull(frame.isFin());	0	0	59.633087158203125
14	9	/	FramedataImpl1Test	testSetters	"assertEquals(""STR"",false,frame.isFin());"	assertNotSame(false,frame.isFin());	0	0	59.633087158203125
15	0	orientechnologies/orientdb	OMatchStatementExecutionTest	testAliasesWithSubquery	assertEquals(1,qResult.size());	assertFalse(qResult.isEmpty());	0	0	213.20542287826538
15	1	/	OMatchStatementExecutionTest	testAliasesWithSubquery	assertEquals(1,qResult.size());	assertNotNull(qResult);	0	0	213.20542287826538
15	2	/	OMatchStatementExecutionTest	testAliasesWithSubquery	assertEquals(1,qResult.size());	assertArrayEquals(newODocument[0],qResult.toArray());	0	0	213.20542287826538
15	3	/	OMatchStatementExecutionTest	testAliasesWithSubquery	assertEquals(1,qResult.size());	"assertNotEquals(""STR"",qResult.get(0).field(""STR""));"	0	0	213.20542287826538
15	4	/	OMatchStatementExecutionTest	testAliasesWithSubquery	assertEquals(1,qResult.size());	assertEquals(1,qResult.size());	1	0	213.20542287826538
15	5	/	OMatchStatementExecutionTest	testAliasesWithSubquery	assertEquals(1,qResult.size());	"assertEquals(1,qResult.get(0).field(""STR""));"	0	0	213.20542287826538
15	6	/	OMatchStatementExecutionTest	testAliasesWithSubquery	assertEquals(1,qResult.size());	assertNotEquals(0,qResult.size());	0	0	213.20542287826538
15	7	/	OMatchStatementExecutionTest	testAliasesWithSubquery	assertEquals(1,qResult.size());	"assertSame(qResult,db.command(newOCommandSQL(""STR"")).execute());"	0	0	213.20542287826538
15	8	/	OMatchStatementExecutionTest	testAliasesWithSubquery	assertEquals(1,qResult.size());	assertTrue(!qResult.isEmpty());	0	0	213.20542287826538
15	9	/	OMatchStatementExecutionTest	testAliasesWithSubquery	assertEquals(1,qResult.size());	"assertNotSame(db.command(newOCommandSQL(""STR"")).execute(),qResult);"	0	0	213.20542287826538
16	0	orientechnologies/orientdb	OElementTest	testGetSetProperty	"assertTrue(names.contains(""STR""));"	"assertTrue(names.contains(""STR""));"	1	0	380.01163697242737
16	1	/	OElementTest	testGetSetProperty	"assertTrue(names.contains(""STR""));"	assertNotNull(names);	0	0	380.01163697242737
16	2	/	OElementTest	testGetSetProperty	"assertTrue(names.contains(""STR""));"	assertNotEquals(2,names.size());	0	0	380.01163697242737
16	3	/	OElementTest	testGetSetProperty	"assertTrue(names.contains(""STR""));"	"assertArrayEquals(""foo.bar"",""""});"	0	0	380.01163697242737
16	4	/	OElementTest	testGetSetProperty	"assertTrue(names.contains(""STR""));"	"assertFalse(names.contains(""STR""));"	0	0	380.01163697242737
16	5	/	OElementTest	testGetSetProperty	"assertTrue(names.contains(""STR""));"	assertNull(names);	0	0	380.01163697242737
16	6	/	OElementTest	testGetSetProperty	"assertTrue(names.contains(""STR""));"	assertEquals(3,names.size());	0	0	380.01163697242737
16	7	/	OElementTest	testGetSetProperty	"assertTrue(names.contains(""STR""));"	assertNotEquals(4,names.size());	0	0	380.01163697242737
17	0	orientechnologies/orientdb	HttpCommandTest	commandWithPosParams	"assertEquals(post(""STR""+getDatabaseName()+""STR"").payload(""STR"",CONTENT.TEXT).setUserName(""STR"").setUserPassword(""STR"").getResponse().getStatusLine().getStatusCode(),200);"	assertTrue(condition);	0	0	80.8984968662262
17	1	/	HttpCommandTest	commandWithPosParams	"assertEquals(post(""STR""+getDatabaseName()+""STR"").payload(""STR"",CONTENT.TEXT).setUserName(""STR"").setUserPassword(""STR"").getResponse().getStatusLine().getStatusCode(),200);"	"assertEquals(""STR"",value);"	0	0	80.8984968662262
17	2	/	HttpCommandTest	commandWithPosParams	"assertEquals(post(""STR""+getDatabaseName()+""STR"").payload(""STR"",CONTENT.TEXT).setUserName(""STR"").setUserPassword(""STR"").getResponse().getStatusLine().getStatusCode(),200);"	assertFalse(condition);	0	0	80.8984968662262
17	3	/	HttpCommandTest	commandWithPosParams	"assertEquals(post(""STR""+getDatabaseName()+""STR"").payload(""STR"",CONTENT.TEXT).setUserName(""STR"").setUserPassword(""STR"").getResponse().getStatusLine().getStatusCode(),200);"	assertThat(actualValue,Matchers.equalTo(expectedValue));	0	0	80.8984968662262
17	4	/	HttpCommandTest	commandWithPosParams	"assertEquals(post(""STR""+getDatabaseName()+""STR"").payload(""STR"",CONTENT.TEXT).setUserName(""STR"").setUserPassword(""STR"").getResponse().getStatusLine().getStatusCode(),200);"	assertSame(expectedObject,actualObject);	0	0	80.8984968662262
17	5	/	HttpCommandTest	commandWithPosParams	"assertEquals(post(""STR""+getDatabaseName()+""STR"").payload(""STR"",CONTENT.TEXT).setUserName(""STR"").setUserPassword(""STR"").getResponse().getStatusLine().getStatusCode(),200);"	"assertNotEquals(""STR"",value);"	0	0	80.8984968662262
