OracleID	ClassName	TestName	TrueOracle	GenOracle	MutationStrength
7	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	assertFalse(serverEnv.isDirectory());	69
10	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	assertNotNull(serverEnv);	69
13	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	assertNotNull(serverDirectory);	69
17	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	assertTrue(serverEnv.exists()||!serverEnv.exists());	69
20	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	assertTrue(targetDir.canRead());	69
21	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	assertNotEquals(srcDir.getAbsolutePath()+"STR",serverDirectory,true);	69
23	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	assertFalse(srcDir.isHidden());	69
2	DevUtilTest	testReadFileToString	assertTrue(fileString.equals("STR"));	assertEquals("STR",fileString);	0
6	DevUtilTest	testReadFileToString	assertTrue(fileString.equals("STR"));	assertFalse(fileString.isEmpty());	69
8	DevUtilTest	testReadFileToString	assertTrue(fileString.equals("STR"));	assertNotSame("STR",fileString);	69
11	DevUtilTest	testReadFileToString	assertTrue(fileString.equals("STR"));	assertTrue(fileString.equalsIgnoreCase("STR"));	69
3	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	assertTrue(targetFile.isFile());	69
4	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	assertNotEquals(0,targetFile.length());	69
5	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	assertTrue(targetFile.canRead());	69
6	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	assertEquals(targetFile.getParentFile(),targetDir);	69
7	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	assertTrue(targetFile.lastModified()>0);	69
8	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	assertEquals("STR",targetFile.getName());	0
10	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	assertNotNull(util);	69
11	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	assertNotNull(configFile);	69
2	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	assertTrue(filter.decide(evt)==FilterReply.DENY);	100
3	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	assertNotEquals(FilterReply.NEUTRAL,filter.decide(evt));	50
4	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	assertSame(FilterReply.DENY,filter.decide(evt));	100
5	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	assertFalse(filter.decide(evt)==FilterReply.NEUTRAL);	50
6	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	assertNotNull(filter);	100
9	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	assertNotEquals("STR",evt.getLoggerName());	100
11	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	assertFalse(filter.isStopped());	0
2	BasicURLNormalizerTest	testQuerySort	assertEquals(expectedResult,normalizedUrl);	assertFalse(normalizedUrl.contains("STR"));	9
3	BasicURLNormalizerTest	testQuerySort	assertEquals(expectedResult,normalizedUrl);	assertNotNull(normalizedUrl);	9
4	BasicURLNormalizerTest	testQuerySort	assertEquals(expectedResult,normalizedUrl);	assertNotEquals(testUrl,normalizedUrl);	0
1	BasicURLNormalizerTest	testRemoveAllQueryParams	assertEquals(expectedResult,normalizedUrl);	assertTrue(normalizedUrl.startsWith(expectedResult));	25
2	BasicURLNormalizerTest	testRemoveAllQueryParams	assertEquals(expectedResult,normalizedUrl);	assertNotNull(normalizedUrl);	13
4	BasicURLNormalizerTest	testRemoveAllQueryParams	assertEquals(expectedResult,normalizedUrl);	assertFalse(normalizedUrl.isEmpty());	25
5	BasicURLNormalizerTest	testRemoveAllQueryParams	assertEquals(expectedResult,normalizedUrl);	assertNotSame(testUrl,normalizedUrl);	25
7	BasicURLNormalizerTest	testRemoveAllQueryParams	assertEquals(expectedResult,normalizedUrl);	assertFalse(normalizedUrl.contains("STR"));	13
1	BasicURLNormalizerTest	testProperURLEncodingWithBackSlash	assertEquals(expectedResult,normalizedUrl);	assertTrue(normalizedUrl.equals(expectedResult));	67
2	BasicURLNormalizerTest	testProperURLEncodingWithBackSlash	assertEquals(expectedResult,normalizedUrl);	assertNotSame(expectedResult,normalizedUrl);	0
3	BasicURLNormalizerTest	testProperURLEncodingWithBackSlash	assertEquals(expectedResult,normalizedUrl);	assertNotNull(normalizedUrl);	22
4	BasicURLNormalizerTest	testProperURLEncodingWithBackSlash	assertEquals(expectedResult,normalizedUrl);	assertFalse(normalizedUrl.isEmpty());	33
5	BasicURLNormalizerTest	testProperURLEncodingWithBackSlash	assertEquals(expectedResult,normalizedUrl);	assertTrue(normalizedUrl.contains(expectedResult.substring(7)));	67
8	BasicURLNormalizerTest	testProperURLEncodingWithBackSlash	assertEquals(expectedResult,normalizedUrl);	assertArrayEquals(expectedResult.toCharArray(),normalizedUrl.toCharArray());	67
13	BasicURLNormalizerTest	testProperURLEncodingWithBackSlash	assertEquals(expectedResult,normalizedUrl);	assertEquals(Arrays.asList(expectedResult).hashCode(),Arrays.asList(normalizedUrl).hashCode());	67
14	BasicURLNormalizerTest	testProperURLEncodingWithBackSlash	assertEquals(expectedResult,normalizedUrl);	assertNotEquals(expectedResult,normalizedUrl.toLowerCase());	22
4	WorkerQueryTest	workerTags	assertEquals(asList(list.get(0),list.get(2)),result);	assertFalse(result.isEmpty());	74
5	WorkerQueryTest	workerTags	assertEquals(asList(list.get(0),list.get(2)),result);	assertNotNull(result);	39
6	WorkerQueryTest	workerTags	assertEquals(asList(list.get(0),list.get(2)),result);	assertNotEquals(list,result.size());	39
7	WorkerQueryTest	workerTags	assertEquals(asList(list.get(0),list.get(2)),result);	assertTrue(result.size()>0);	74
19	WorkerQueryTest	workerTags	assertEquals(asList(list.get(0),list.get(2)),result);	assertTrue(result.stream().noneMatch(worker->worker.getTags().containsValue("STR")));	39
1	SimulatorUtilsTest	testLoadComponentRegister_emptyFile_withoutSizeCheck	assertEquals(0,registry.agentCount());	assertNotNull(registry);	34
8	SimulatorUtilsTest	testLoadComponentRegister_emptyFile_withoutSizeCheck	assertEquals(0,registry.agentCount());	assertTrue(registry.agentCount()>=0);	34
10	SimulatorUtilsTest	testLoadComponentRegister_emptyFile_withoutSizeCheck	assertEquals(0,registry.agentCount());	assertNotEquals(null,registry);	34
11	SimulatorUtilsTest	testLoadComponentRegister_emptyFile_withoutSizeCheck	assertEquals(0,registry.agentCount());	assertTrue(registry!=null);	34
12	SimulatorUtilsTest	testLoadComponentRegister_emptyFile_withoutSizeCheck	assertEquals(0,registry.agentCount());	assertFalse(registry==null);	34
8	AgentsFileTest	testSave	assertEquals(2,registry.agentCount());	assertNotEquals(0,registry.agentCount());	41
21	AgentsFileTest	testSave	assertEquals(2,registry.agentCount());	assertNotNull(registry);	35
25	AgentsFileTest	testSave	assertEquals(2,registry.agentCount());	assertFalse(registry.getAgents().isEmpty());	39
26	AgentsFileTest	testSave	assertEquals(2,registry.agentCount());	assertTrue(registry.getAgents().size()>0);	39
1	MoneyToStrTest	checkPER100	assertEquals("STR",moneyToStrPER100.convert(V_1_01D));	assertNotNull(moneyToStrUAHRUS);	100
18	RpcConnectionManagerTest	testAddWconnithPoolKey_multiPoolKey	assertEquals(1,cm.count(poolKey));	assertNotSame(conn,cm.get("STR"));	49
21	RpcConnectionManagerTest	testAddWconnithPoolKey_multiPoolKey	assertEquals(1,cm.count(poolKey));	assertNull(cm.get("STR"));	44
4	ADiGraphTest	testForest	assertFalse(graph.hasCycles());	assertTrue(graph.outgoingEdges("STR").isEmpty());	64
1	ADiGraphTest	testEmpty	assertTrue(graph.edges().isEmpty());	assertTrue(graph.edges().size()==0);	100
2	ADiGraphTest	testEmpty	assertTrue(graph.edges().isEmpty());	assertEquals(0,graph.edges().size());	100
7	ADiGraphTest	testEmpty	assertTrue(graph.edges().isEmpty());	assertTrue(graph.edges().stream().allMatch(e->e.getFrom()!=null&&e.getTo()!=null));	67
1	JsonSchemaTest	jsonSchemaWithLoader	assertTrue(validate(factory).isSuccess());	assertNotNull(factory);	63
2	TSqlBuilderTest	testHaving	assertEquals("STR",sql.toString());	assertNotNull(sql);	89
5	TSqlBuilderTest	testHaving	assertEquals("STR",sql.toString());	assertNotEquals("STR",sql.toString());	89
7	TSqlBuilderTest	testHaving	assertEquals("STR",sql.toString());	assertFalse(sql.toString().isEmpty());	89
8	TSqlBuilderTest	testHaving	assertEquals("STR",sql.toString());	assertNotSame(null,sql);	89
9	TSqlBuilderTest	testHaving	assertEquals("STR",sql.toString());	assertTrue(sql.select("STR","STR").from("STR").groupBy("STR").having("STR").toString().contains("STR")&&sql.toString().contains("STR")&&sql.toString().contains("STR"));	89
14	TSqlBuilderTest	testHaving	assertEquals("STR",sql.toString());	assertNotEquals(0,sql.toString().length());	89
15	TSqlBuilderTest	testHaving	assertEquals("STR",sql.toString());	assertTrue(sql.select("STR","STR").from("STR").groupBy("STR").having("STR").toString().contains("STR"));	89
17	TSqlBuilderTest	testHaving	assertEquals("STR",sql.toString());	assertFalse(sql.toString().endsWith("STR"));	89
25	TSqlBuilderTest	testHaving	assertEquals("STR",sql.toString());	assertNotEquals(sql,sql.toString());	89
0	InMemoryJavaCompilerTest	compile_WhenIgnoreWarnings	assertEquals(0,res.size());	assertNotNull(res);	70
3	InMemoryJavaCompilerTest	compile_WhenIgnoreWarnings	assertEquals(0,res.size());	assertNotNull(logger);	70
6	InMemoryJavaCompilerTest	compile_WhenIgnoreWarnings	assertEquals(0,res.size());	assertNotEquals(0,sourceCode.length());	70
7	InMemoryJavaCompilerTest	compile_WhenIgnoreWarnings	assertEquals(0,res.size());	assertSame(java.util.ArrayList.class,res.getClass());	70
8	InMemoryJavaCompilerTest	compile_WhenIgnoreWarnings	assertEquals(0,res.size());	assertNotNull(helloClass);	70
12	InMemoryJavaCompilerTest	compile_WhenIgnoreWarnings	assertEquals(0,res.size());	assertNotNull(helloClass);	70
2	MorphologyTest	ceļu	assertTrue(ceļu.isRecognized());	assertNotNull(ceļu);	20
3	MorphologyTest	ceļu	assertTrue(ceļu.isRecognized());	assertFalse(ceļu.wordforms.isEmpty());	27
5	MorphologyTest	ceļu	assertTrue(ceļu.isRecognized());	assertNotEquals(0,ceļu.wordforms.size());	27
11	MorphologyTest	ceļu	assertTrue(ceļu.isRecognized());	assertTrue(ceļu.getCorrectWordform()!=null||!ceļu.wordforms.isEmpty());	27
17	MorphologyTest	ceļu	assertTrue(ceļu.isRecognized());	assertEquals("STR",ceļu.getToken());	100
19	MorphologyTest	ceļu	assertTrue(ceļu.isRecognized());	assertFalse(ceļu.wordforms.contains(null));	20
23	MorphologyTest	ceļu	assertTrue(ceļu.isRecognized());	assertNotSame(ceļu,locītājs.analyze("STR"));	20
28	MorphologyTest	ceļu	assertTrue(ceļu.isRecognized());	assertFalse(ceļu.wordforms.size()==0);	27
29	JmxAttributePollerTest	testGetSetObjectQueryPreparer	assertNotNull(this.poller.getObjectQueryPreparer());	assertFalse(mockObjectQueryPreparer==poller.getObjectQueryPreparer());	100
3	YubicoClientTest	testTwoQueries	assertEquals(ResponseStatus.REPLAYED_OTP,response.getStatus());	assertNotNull(response.getPublicId());	66
4	YubicoClientTest	testTwoQueries	assertEquals(ResponseStatus.REPLAYED_OTP,response.getStatus());	assertFalse(response.getOtp().isEmpty());	67
6	YubicoClientTest	testTwoQueries	assertEquals(ResponseStatus.REPLAYED_OTP,response.getStatus());	assertNotNull(response);	67
0	PuzzleTest	puzzle_has_blank	assertEquals(8,p.getBlankIndex());	assertNotEquals(-1,p.getBlankIndex());	100
2	PuzzleTest	puzzle_has_blank	assertEquals(8,p.getBlankIndex());	assertNotNull(p);	100
9	PuzzleTest	puzzle_has_blank	assertEquals(8,p.getBlankIndex());	assertSame(Puzzle.class,p.getClass());	100
13	PuzzleTest	puzzle_has_blank	assertEquals(8,p.getBlankIndex());	assertNotSame(0,p.getBlankIndex());	100
19	PuzzleTest	puzzle_has_blank	assertEquals(8,p.getBlankIndex());	assertTrue(p.getBlankIndex()>=0);	100
20	PuzzleTest	puzzle_has_blank	assertEquals(8,p.getBlankIndex());	assertNotSame(-1,p.getBlankIndex());	100
26	PuzzleTest	puzzle_has_blank	assertEquals(8,p.getBlankIndex());	assertFalse(p.getBlankIndex()<0);	100
29	PuzzleTest	puzzle_has_blank	assertEquals(8,p.getBlankIndex());	assertNotEquals(0,p.getBlankIndex());	100
1	MorphologyTest	gunta19dec_3	assertTrue(vārds.isRecognized());	assertNotNull(vārds);	19
2	MorphologyTest	gunta19dec_3	assertTrue(vārds.isRecognized());	assertFalse(vārds.wordforms.isEmpty());	21
3	MorphologyTest	gunta19dec_3	assertTrue(vārds.isRecognized());	assertEquals(1,vārds.wordforms.size());	29
4	MorphologyTest	gunta19dec_3	assertTrue(vārds.isRecognized());	assertNotEquals(0,vārds.wordforms.size());	21
8	MorphologyTest	gunta19dec_3	assertTrue(vārds.isRecognized());	assertTrue(vārds.getToken().contains("STR"));	100
10	MorphologyTest	gunta19dec_3	assertTrue(vārds.isRecognized());	assertEquals("STR",vārds.getToken());	100
11	MorphologyTest	gunta19dec_3	assertTrue(vārds.isRecognized());	assertFalse(vārds.wordforms.contains(null));	19
14	MorphologyTest	gunta19dec_3	assertTrue(vārds.isRecognized());	assertTrue(!vārds.wordforms.isEmpty());	21
8	MorphologyTest	lūzīs	assertTrue(lūzīs.isRecognized());	assertTrue(lūzīs.toString().contains("STR"));	100
9	MorphologyTest	lūzīs	assertTrue(lūzīs.isRecognized());	assertEquals("STR",lūzīs.getToken());	100
1	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertEquals(1,w.wordforms.size());	18
2	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertNotNull(w);	17
3	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertFalse(w.wordforms.isEmpty());	18
4	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertNotEquals(0,w.wordforms.size());	18
7	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertSame(Wordform.class,w.wordforms.get(0).getClass());	18
13	MorphologyTest	plāns_B	assertTrue(w.isRecognized());	assertEquals("STR",w.getToken());	100
