TestID	VariantID	Project	TestClass	TestName	TrueOracle	GenOracle	Time	Corr	Sorted
3	7	/	PersonTest	testSetName	assertArrayEquals(expected,actual);	assertNotSame(person,newPerson());	65.62	0	1
3	8	/	PersonTest	testSetName	assertArrayEquals(expected,actual);	assertFalse(person.isNew());	65.62	0	1
3	9	/	PersonTest	testSetName	assertArrayEquals(expected,actual);	assertEquals(0,person.getAge());	65.62	0	1
4	0	adlnet/jxapi	AboutTest	testGetVersion	assertNotNull(version);	assertNotNull(version);	36.85	1	1
4	1	/	AboutTest	testGetVersion	assertNotNull(version);	assertEquals(version.size(),1);	36.85	0	1
4	2	/	AboutTest	testGetVersion	assertNotNull(version);	assertSame(version.get(0),"STR");	36.85	0	1
4	3	/	AboutTest	testGetVersion	assertNotNull(version);	assertNotSame(version.get(0),null);	36.85	0	1
4	4	/	AboutTest	testGetVersion	assertNotNull(version);	assertTrue(version.equals(about.getVersion()));	36.85	0	1
4	5	/	AboutTest	testGetVersion	assertNotNull(version);	assertSame(version,about.getVersion());	36.85	0	1
4	6	/	AboutTest	testGetVersion	assertNotNull(version);	assertSame(version.getClass(),ArrayList.class);	36.85	0	1
4	7	/	AboutTest	testGetVersion	assertNotNull(version);	assertNotSame(version.get(0),1.0);	36.85	0	1
4	8	/	AboutTest	testGetVersion	assertNotNull(version);	assertNotSame(version.get(0),10);	36.85	0	1
4	9	/	AboutTest	testGetVersion	assertNotNull(version);	assertNotSame(version,newArrayList<String>());	36.85	0	1
5	0	hazelcast/hazelcast-simulator	AnnotationFilterTest	testLocalTeardownFilter	assertEquals("STR",method.getName());	assertNotNull(method);	96.58	0	1
5	1	/	AnnotationFilterTest	testLocalTeardownFilter	assertEquals("STR",method.getName());	assertNotEquals(method.getParameterCount(),0);	96.58	0	1
5	2	/	AnnotationFilterTest	testLocalTeardownFilter	assertEquals("STR",method.getName());	assertTrue(method.getReturnType().equals(void.class));	96.58	0	1
5	3	/	AnnotationFilterTest	testLocalTeardownFilter	assertEquals("STR",method.getName());	assertTrue(method.isAnnotationPresent(Teardown.class));	96.58	0	1
5	4	/	AnnotationFilterTest	testLocalTeardownFilter	assertEquals("STR",method.getName());	assertTrue(method.getModifiers()==Modifier.PUBLIC);	96.58	0	1
5	5	/	AnnotationFilterTest	testLocalTeardownFilter	assertEquals("STR",method.getName());	assertEquals(methods.size(),5);	96.58	0	1
5	6	/	AnnotationFilterTest	testLocalTeardownFilter	assertEquals("STR",method.getName());	assertFalse(method.isAnnotationPresent(Before.class));	96.58	0	1
5	7	/	AnnotationFilterTest	testLocalTeardownFilter	assertEquals("STR",method.getName());	assertTrue(method.isAccessible());	96.58	0	1
5	8	/	AnnotationFilterTest	testLocalTeardownFilter	assertEquals("STR",method.getName());	assertEquals("STR",method.getName());	96.58	1	1
5	9	/	AnnotationFilterTest	testLocalTeardownFilter	assertEquals("STR",method.getName());	assertTrue(method.getDeclaredAnnotations().length>0);	96.58	0	1
6	0	hazelcast/hazelcast-simulator	MetronomeSupplierTest	withCustomMetronome	assertEquals(BusySpinningMetronome.class,m.getClass());	assertNotNull(m);	49.86	0	1
6	1	/	MetronomeSupplierTest	withCustomMetronome	assertEquals(BusySpinningMetronome.class,m.getClass());	assertNotEquals(null,m);	49.86	0	1
6	2	/	MetronomeSupplierTest	withCustomMetronome	assertEquals(BusySpinningMetronome.class,m.getClass());	assertNotNull(constructor);	49.86	0	1
6	3	/	MetronomeSupplierTest	withCustomMetronome	assertEquals(BusySpinningMetronome.class,m.getClass());	assertEquals("STR","STR");	49.86	0	1
6	4	/	MetronomeSupplierTest	withCustomMetronome	assertEquals(BusySpinningMetronome.class,m.getClass());	assertTrue(m.getClass().getName().equals(BusySpinningMetronome.class.getName()));	49.86	0	1
6	5	/	MetronomeSupplierTest	withCustomMetronome	assertEquals(BusySpinningMetronome.class,m.getClass());	assertFalse(m.getClass().getName().equals(EmptyMetronome.class.getName()));	49.86	0	1
6	6	/	MetronomeSupplierTest	withCustomMetronome	assertEquals(BusySpinningMetronome.class,m.getClass());	assertEquals(BusySpinningMetronome.class,m.getClass());	49.86	1	1
6	7	/	MetronomeSupplierTest	withCustomMetronome	assertEquals(BusySpinningMetronome.class,m.getClass());	assertNotEquals(EmptyMetronome.class,m.getClass());	49.86	0	1
6	8	/	MetronomeSupplierTest	withCustomMetronome	assertEquals(BusySpinningMetronome.class,m.getClass());	assertEquals(Metronome.class,constructor.getParameterTypes()[0]);	49.86	0	1
6	9	/	MetronomeSupplierTest	withCustomMetronome	assertEquals(BusySpinningMetronome.class,m.getClass());	assertNotEquals(EmptyMetronome.class,constructor.getParameterTypes()[0]);	49.86	0	1
7	0	hazelcast/hazelcast-simulator	BuildInfoUtilsTest	testGetHazelcastVersionFromJarOrNull_whenInvalidPath_thenReturnNull	assertNull(getHazelcastVersionFromJarOrNull(file.getAbsolutePath()));	assertNull("STR");	88.47	0	1
7	1	/	BuildInfoUtilsTest	testGetHazelcastVersionFromJarOrNull_whenInvalidPath_thenReturnNull	assertNull(getHazelcastVersionFromJarOrNull(file.getAbsolutePath()));	assertNotNull("STR");	88.47	0	1
7	2	/	BuildInfoUtilsTest	testGetHazelcastVersionFromJarOrNull_whenInvalidPath_thenReturnNull	assertNull(getHazelcastVersionFromJarOrNull(file.getAbsolutePath()));	assertEquals(null,"STR");	88.47	0	1
7	3	/	BuildInfoUtilsTest	testGetHazelcastVersionFromJarOrNull_whenInvalidPath_thenReturnNull	assertNull(getHazelcastVersionFromJarOrNull(file.getAbsolutePath()));	assertNotEquals("STR","STR");	88.47	0	1
7	4	/	BuildInfoUtilsTest	testGetHazelcastVersionFromJarOrNull_whenInvalidPath_thenReturnNull	assertNull(getHazelcastVersionFromJarOrNull(file.getAbsolutePath()));	assertFalse("STR");	88.47	0	1
7	5	/	BuildInfoUtilsTest	testGetHazelcastVersionFromJarOrNull_whenInvalidPath_thenReturnNull	assertNull(getHazelcastVersionFromJarOrNull(file.getAbsolutePath()));	assertTrue("STR");	88.47	0	1
7	6	/	BuildInfoUtilsTest	testGetHazelcastVersionFromJarOrNull_whenInvalidPath_thenReturnNull	assertNull(getHazelcastVersionFromJarOrNull(file.getAbsolutePath()));	assertThrows(UncheckedIOException.class,"STR");	88.47	0	1
7	7	/	BuildInfoUtilsTest	testGetHazelcastVersionFromJarOrNull_whenInvalidPath_thenReturnNull	assertNull(getHazelcastVersionFromJarOrNull(file.getAbsolutePath()));	assertDoesNotThrow("STR");	88.47	0	1
7	8	/	BuildInfoUtilsTest	testGetHazelcastVersionFromJarOrNull_whenInvalidPath_thenReturnNull	assertNull(getHazelcastVersionFromJarOrNull(file.getAbsolutePath()));	assertSame("STR","STR");	88.47	0	1
7	9	/	BuildInfoUtilsTest	testGetHazelcastVersionFromJarOrNull_whenInvalidPath_thenReturnNull	assertNull(getHazelcastVersionFromJarOrNull(file.getAbsolutePath()));	assertNotSame(null,"STR");	88.47	0	1
8	0	hazelcast/hazelcast-simulator	WorkerProcessFailureMonitorTest	testRun_shouldContinueAfterExceptionDuringDetection	assertTrueEventually(newAssertTask(){@Overridepublicvoidrun()throwsException{assertFailureType(failureHandler,WORKER_OOME);}});	assertNotNull(workersHome);	56.52	0	1
8	1	/	WorkerProcessFailureMonitorTest	testRun_shouldContinueAfterExceptionDuringDetection	assertTrueEventually(newAssertTask(){@Overridepublicvoidrun()throwsException{assertFailureType(failureHandler,WORKER_OOME);}});	assertTrue(workerProcess.isRunning());	56.52	0	1
8	2	/	WorkerProcessFailureMonitorTest	testRun_shouldContinueAfterExceptionDuringDetection	assertTrueEventually(newAssertTask(){@Overridepublicvoidrun()throwsException{assertFailureType(failureHandler,WORKER_OOME);}});	assertTrue(workerProcess.getWorkerHome().exists());	56.52	0	1
8	3	/	WorkerProcessFailureMonitorTest	testRun_shouldContinueAfterExceptionDuringDetection	assertTrueEventually(newAssertTask(){@Overridepublicvoidrun()throwsException{assertFailureType(failureHandler,WORKER_OOME);}});	assertSame(workerProcess,workerProcessManager.getWorkerProcesses().get(0));	56.52	0	1
8	4	/	WorkerProcessFailureMonitorTest	testRun_shouldContinueAfterExceptionDuringDetection	assertTrueEventually(newAssertTask(){@Overridepublicvoidrun()throwsException{assertFailureType(failureHandler,WORKER_OOME);}});	assertEquals("STR",workerProcessManager.getAddress());	56.52	0	1
8	5	/	WorkerProcessFailureMonitorTest	testRun_shouldContinueAfterExceptionDuringDetection	assertTrueEventually(newAssertTask(){@Overridepublicvoidrun()throwsException{assertFailureType(failureHandler,WORKER_OOME);}});	assertArrayEquals(newObject[]{1,2,3},newObject[]{1,2,3});	56.52	0	1
8	6	/	WorkerProcessFailureMonitorTest	testRun_shouldContinueAfterExceptionDuringDetection	assertTrueEventually(newAssertTask(){@Overridepublicvoidrun()throwsException{assertFailureType(failureHandler,WORKER_OOME);}});	assertSame(server,workerProcessManager.getServer());	56.52	0	1
8	7	/	WorkerProcessFailureMonitorTest	testRun_shouldContinueAfterExceptionDuringDetection	assertTrueEventually(newAssertTask(){@Overridepublicvoidrun()throwsException{assertFailureType(failureHandler,WORKER_OOME);}});	assertNull(workerProcess.getStderr().readLine());	56.52	0	1
8	8	/	WorkerProcessFailureMonitorTest	testRun_shouldContinueAfterExceptionDuringDetection	assertTrueEventually(newAssertTask(){@Overridepublicvoidrun()throwsException{assertFailureType(failureHandler,WORKER_OOME);}});	assertEquals(parent,newFile(parent,fileName).getParentFile());	56.52	0	1
8	9	/	WorkerProcessFailureMonitorTest	testRun_shouldContinueAfterExceptionDuringDetection	assertTrueEventually(newAssertTask(){@Overridepublicvoidrun()throwsException{assertFailureType(failureHandler,WORKER_OOME);}});	assertNotEquals(DEFAULT_LAST_SEEN_TIMEOUT_SECONDS,workerProcessFailureMonitor.getLastSeenTimeoutSeconds());	56.52	0	1
9	0	hazelcast/hazelcast-simulator	WizardUtilsTest	testGetFileFromUrl_fromJarFile	assertNotNull(file);	assertTrue(file.exists());	45.13	0	1
9	1	/	WizardUtilsTest	testGetFileFromUrl_fromJarFile	assertNotNull(file);	assertTrue(file.isFile());	45.13	0	1
9	2	/	WizardUtilsTest	testGetFileFromUrl_fromJarFile	assertNotNull(file);	assertFalse(file.isDirectory());	45.13	0	1
9	3	/	WizardUtilsTest	testGetFileFromUrl_fromJarFile	assertNotNull(file);	assertNotNull(file);	45.13	1	1
9	4	/	WizardUtilsTest	testGetFileFromUrl_fromJarFile	assertNotNull(file);	assertEquals(parent,file.getParentFile());	45.13	0	1
9	5	/	WizardUtilsTest	testGetFileFromUrl_fromJarFile	assertNotNull(file);	assertNotEquals(0,file.length());	45.13	0	1
9	6	/	WizardUtilsTest	testGetFileFromUrl_fromJarFile	assertNotNull(file);	assertNull(WizardUtils.getFileFromUrl(null,null));	45.13	0	1
9	7	/	WizardUtilsTest	testGetFileFromUrl_fromJarFile	assertNotNull(file);	assertNotNull(url);	45.13	0	1
9	8	/	WizardUtilsTest	testGetFileFromUrl_fromJarFile	assertNotNull(file);	assertFalse("STR");	45.13	0	1
9	9	/	WizardUtilsTest	testGetFileFromUrl_fromJarFile	assertNotNull(file);	assertTrue("STR");	45.13	0	1
10	0	hazelcast/hazelcast-simulator	UuidUtilTest	testNewUnsecureUUID	assertNotNull(uuid);	assertNotNull(newUnsecureUUID());	44.66	0	1
10	1	/	UuidUtilTest	testNewUnsecureUUID	assertNotNull(uuid);	assertNotNull(uuid);	44.66	1	1
10	2	/	UuidUtilTest	testNewUnsecureUUID	assertNotNull(uuid);	assertEquals(uuid.variant(),2);	44.66	0	1
10	3	/	UuidUtilTest	testNewUnsecureUUID	assertNotNull(uuid);	assertEquals(uuid.getLeastSignificantBits(),uuid.getLeastSignificantBits());	44.66	0	1
10	4	/	UuidUtilTest	testNewUnsecureUUID	assertNotNull(uuid);	assertEquals(uuid.getMostSignificantBits(),uuid.getMostSignificantBits());	44.66	0	1
10	5	/	UuidUtilTest	testNewUnsecureUUID	assertNotNull(uuid);	assertTrue(uuid.equals(uuid));	44.66	0	1
10	6	/	UuidUtilTest	testNewUnsecureUUID	assertNotNull(uuid);	assertEquals(uuid.version(),4);	44.66	0	1
10	7	/	UuidUtilTest	testNewUnsecureUUID	assertNotNull(uuid);	assertTrue(uuid!=null);	44.66	0	1
10	8	/	UuidUtilTest	testNewUnsecureUUID	assertNotNull(uuid);	assertTrue(uuid.timestamp()!=0);	44.66	0	1
10	9	/	UuidUtilTest	testNewUnsecureUUID	assertNotNull(uuid);	assertTrue(uuid.clockSequence()!=0);	44.66	0	1
11	0	dbmdz/iiif-apis	SpecExamplesSerializationTest	testImageResource	assertSerializationEqualsSpec(anno,"STR");	assertEquals("STR",img.getId());	54.4	0	1
11	1	/	SpecExamplesSerializationTest	testImageResource	assertSerializationEqualsSpec(anno,"STR");	assertEquals(1500,img.getWidth());	54.4	0	1
11	2	/	SpecExamplesSerializationTest	testImageResource	assertSerializationEqualsSpec(anno,"STR");	assertEquals(2000,img.getHeight());	54.4	0	1
11	3	/	SpecExamplesSerializationTest	testImageResource	assertSerializationEqualsSpec(anno,"STR");	assertNotNull(img.getServices());	54.4	0	1
11	4	/	SpecExamplesSerializationTest	testImageResource	assertSerializationEqualsSpec(anno,"STR");	assertEquals(1,img.getServices().size());	54.4	0	1
11	5	/	SpecExamplesSerializationTest	testImageResource	assertSerializationEqualsSpec(anno,"STR");	assertTrue(img.getServices().get(0)instanceofImageService);	54.4	0	1
11	6	/	SpecExamplesSerializationTest	testImageResource	assertSerializationEqualsSpec(anno,"STR");	assertEquals("STR",img.getServices().get(0).getId());	54.4	0	1
11	7	/	SpecExamplesSerializationTest	testImageResource	assertSerializationEqualsSpec(anno,"STR");	assertEquals(ImageApiProfile.LEVEL_TWO,img.getServices().get(0).getProfile());	54.4	0	1
11	8	/	SpecExamplesSerializationTest	testImageResource	assertSerializationEqualsSpec(anno,"STR");	assertNotNull(anno.getOn());	54.4	0	1
11	9	/	SpecExamplesSerializationTest	testImageResource	assertSerializationEqualsSpec(anno,"STR");	assertEquals("STR",anno.getOn().getId());	54.4	0	1
12	0	dbmdz/iiif-apis	SpecExamplesSerializationTest	testGenericService	assertSerializationEqualsSpec(service,"STR");	assertEquals("STR",seq.getId());	47.33	0	1
12	1	/	SpecExamplesSerializationTest	testGenericService	assertSerializationEqualsSpec(service,"STR");	assertNotNull(rendering);	47.33	0	1
12	2	/	SpecExamplesSerializationTest	testGenericService	assertSerializationEqualsSpec(service,"STR");	assertTrue(manifest.getRenderings().contains(rendering));	47.33	0	1
12	3	/	SpecExamplesSerializationTest	testGenericService	assertSerializationEqualsSpec(service,"STR");	assertEquals("STR",seq.getLabel().getValue());	47.33	0	1
12	4	/	SpecExamplesSerializationTest	testGenericService	assertSerializationEqualsSpec(service,"STR");	assertNull(label);	47.33	0	1
12	5	/	SpecExamplesSerializationTest	testGenericService	assertSerializationEqualsSpec(service,"STR");	assertNotNull(mapper);	47.33	0	1
12	6	/	SpecExamplesSerializationTest	testGenericService	assertSerializationEqualsSpec(service,"STR");	assertEquals("STR",manifest.getWithin().get(0).getId());	47.33	0	1
12	7	/	SpecExamplesSerializationTest	testGenericService	assertSerializationEqualsSpec(service,"STR");	assertEquals("STR",label.toString());	47.33	0	1
12	8	/	SpecExamplesSerializationTest	testGenericService	assertSerializationEqualsSpec(service,"STR");	assertNotEquals("STR",seq.getId());	47.33	0	1
12	9	/	SpecExamplesSerializationTest	testGenericService	assertSerializationEqualsSpec(service,"STR");	assertFalse(manifest.getAnnotations().isEmpty());	47.33	0	1
13	0	dbmdz/iiif-apis	SpecExamplesDeserializationTest	testLoginWithLogout	assertThat(authService.getServices()).hasSize(2);	assertNotNull(authService);	46.79	0	1
13	1	/	SpecExamplesDeserializationTest	testLoginWithLogout	assertThat(authService.getServices()).hasSize(2);	assertEquals(5,services.size());	46.79	0	1
13	2	/	SpecExamplesDeserializationTest	testLoginWithLogout	assertThat(authService.getServices()).hasSize(2);	assertTrue(services.size()>0);	46.79	0	1
13	3	/	SpecExamplesDeserializationTest	testLoginWithLogout	assertThat(authService.getServices()).hasSize(2);	assertTrue(authService.isLoggedIn());	46.79	0	1
13	4	/	SpecExamplesDeserializationTest	testLoginWithLogout	assertThat(authService.getServices()).hasSize(2);	assertFalse(mapper.canSerialize(Object.class));	46.79	0	1
13	5	/	SpecExamplesDeserializationTest	testLoginWithLogout	assertThat(authService.getServices()).hasSize(2);	assertFalse(authService.isExpired());	46.79	0	1
13	6	/	SpecExamplesDeserializationTest	testLoginWithLogout	assertThat(authService.getServices()).hasSize(2);	assertNotEquals(null,authService.getAccessToken());	46.79	0	1
13	7	/	SpecExamplesDeserializationTest	testLoginWithLogout	assertThat(authService.getServices()).hasSize(2);	assertTrue(authService.validate());	46.79	0	1
13	8	/	SpecExamplesDeserializationTest	testLoginWithLogout	assertThat(authService.getServices()).hasSize(2);	assertFalse(services.isEmpty());	46.79	0	1
13	9	/	SpecExamplesDeserializationTest	testLoginWithLogout	assertThat(authService.getServices()).hasSize(2);	assertTrue(services.contains(authService));	46.79	0	1
14	0	sharneng/gm4java	GMOperationTest	rotate_Annotation_HeightLargerThanWidth	assertThat(sut.getCmdArgs(),hasItem("STR"));	assertNotNull(sut);	77.53	0	1
14	1	/	GMOperationTest	rotate_Annotation_HeightLargerThanWidth	assertThat(sut.getCmdArgs(),hasItem("STR"));	assertNotNull(args);	77.53	0	1
14	2	/	GMOperationTest	rotate_Annotation_HeightLargerThanWidth	assertThat(sut.getCmdArgs(),hasItem("STR"));	assertEquals(2,args.size());	77.53	0	1
14	3	/	GMOperationTest	rotate_Annotation_HeightLargerThanWidth	assertThat(sut.getCmdArgs(),hasItem("STR"));	assertEquals("STR",args.get(0));	77.53	0	1
14	4	/	GMOperationTest	rotate_Annotation_HeightLargerThanWidth	assertThat(sut.getCmdArgs(),hasItem("STR"));	assertEquals("STR",args.get(1));	77.53	0	1
14	5	/	GMOperationTest	rotate_Annotation_HeightLargerThanWidth	assertThat(sut.getCmdArgs(),hasItem("STR"));	assertThrows(IllegalArgumentException.class,()->sut.rotate(90.0,null));	77.53	0	1
14	6	/	GMOperationTest	rotate_Annotation_HeightLargerThanWidth	assertThat(sut.getCmdArgs(),hasItem("STR"));	assertDoesNotThrow(()->sut.rotate(90.0,RotationAnnotation.HeightOnly));	77.53	0	1
14	7	/	GMOperationTest	rotate_Annotation_HeightLargerThanWidth	assertThat(sut.getCmdArgs(),hasItem("STR"));	assertNotEquals(270.0,sut.rotate(90.0,RotationAnnotation.HeightOnly));	77.53	0	1
14	8	/	GMOperationTest	rotate_Annotation_HeightLargerThanWidth	assertThat(sut.getCmdArgs(),hasItem("STR"));	assertSame(sut,sut.rotate(90.0,RotationAnnotation.HeightExceedsWidthOnly));	77.53	0	1
14	9	/	GMOperationTest	rotate_Annotation_HeightLargerThanWidth	assertThat(sut.getCmdArgs(),hasItem("STR"));	assertNull(sut.rotate(-90.0,RotationAnnotation.WidthExceedsHeightOnly));	77.53	0	1
15	0	orientechnologies/orientdb	TrackedSetTest	testReturnOriginalState	assertEquals(original,trackedSet.returnOriginalState(firedEvents));	assertNotNull(doc);	52.26	0	1
15	1	/	TrackedSetTest	testReturnOriginalState	assertEquals(original,trackedSet.returnOriginalState(firedEvents));	assertNotNull(trackedSet);	52.26	0	1
15	2	/	TrackedSetTest	testReturnOriginalState	assertEquals(original,trackedSet.returnOriginalState(firedEvents));	assertEquals(original,trackedSet);	52.26	0	1
15	3	/	TrackedSetTest	testReturnOriginalState	assertEquals(original,trackedSet.returnOriginalState(firedEvents));	assertEquals(8,trackedSet.size());	52.26	0	1
15	4	/	TrackedSetTest	testReturnOriginalState	assertEquals(original,trackedSet.returnOriginalState(firedEvents));	assertTrue(original.containsAll(trackedSet));	52.26	0	1
15	5	/	TrackedSetTest	testReturnOriginalState	assertEquals(original,trackedSet.returnOriginalState(firedEvents));	assertTrue(firedEvents.isEmpty());	52.26	0	1
15	6	/	TrackedSetTest	testReturnOriginalState	assertEquals(original,trackedSet.returnOriginalState(firedEvents));	assertTrue(firedEvents.size()==5);	52.26	0	1
15	7	/	TrackedSetTest	testReturnOriginalState	assertEquals(original,trackedSet.returnOriginalState(firedEvents));	assertTrue(firedEvents.get(0).getChangeType()==OMultiValueChangeEvent.OChangeType.ADD);	52.26	0	1
15	8	/	TrackedSetTest	testReturnOriginalState	assertEquals(original,trackedSet.returnOriginalState(firedEvents));	assertTrue(firedEvents.get(1).getChangeType()==OMultiValueChangeEvent.OChangeType.REMOVE);	52.26	0	1
15	9	/	TrackedSetTest	testReturnOriginalState	assertEquals(original,trackedSet.returnOriginalState(firedEvents));	assertTrue(firedEvents.get(2).getChangeType()==OMultiValueChangeEvent.OChangeType.REMOVE);	52.26	0	1
16	0	orientechnologies/orientdb	TrackedSetTest	testClearOne	assertFalse(doc.isDirty());	assertTrue(doc.isDirty());	66.45	0	1
16	1	/	TrackedSetTest	testClearOne	assertFalse(doc.isDirty());	assertFalse(doc.isInitialized());	66.45	0	1
16	2	/	TrackedSetTest	testClearOne	assertFalse(doc.isDirty());	assertNull(doc);	66.45	0	1
16	3	/	TrackedSetTest	testClearOne	assertFalse(doc.isDirty());	assertNotNull(doc);	66.45	0	1
16	4	/	TrackedSetTest	testClearOne	assertFalse(doc.isDirty());	assertEquals(doc,doc);	66.45	0	1
16	5	/	TrackedSetTest	testClearOne	assertFalse(doc.isDirty());	assertSame(doc,doc);	66.45	0	1
16	6	/	TrackedSetTest	testClearOne	assertFalse(doc.isDirty());	assertTrue(doc.save());	66.45	0	1
16	7	/	TrackedSetTest	testClearOne	assertFalse(doc.isDirty());	assertFalse(doc.isLightweight());	66.45	0	1
16	8	/	TrackedSetTest	testClearOne	assertFalse(doc.isDirty());	assertTrue(doc.isInitialized());	66.45	0	1
16	9	/	TrackedSetTest	testClearOne	assertFalse(doc.isDirty());	assertEquals(0,doc.fields());	66.45	0	1
17	0	orientechnologies/orientdb	ODirtyManagerTest	testSetToNullLink	assertEquals(2,manager.getNewRecords().size());	assertNotNull(doc);	75.77	0	1
17	1	/	ODirtyManagerTest	testSetToNullLink	assertEquals(2,manager.getNewRecords().size());	assertNull(doc.getRecord());	75.77	0	1
17	2	/	ODirtyManagerTest	testSetToNullLink	assertEquals(2,manager.getNewRecords().size());	assertTrue(doc.fields()instanceofMap);	75.77	0	1
17	3	/	ODirtyManagerTest	testSetToNullLink	assertEquals(2,manager.getNewRecords().size());	assertFalse(manager.isTransactionActive());	75.77	0	1
17	4	/	ODirtyManagerTest	testSetToNullLink	assertEquals(2,manager.getNewRecords().size());	assertTrue(manager.isSameAsSaved(doc));	75.77	0	1
17	5	/	ODirtyManagerTest	testSetToNullLink	assertEquals(2,manager.getNewRecords().size());	assertFalse(manager.getRecordState(doc2).isChanged());	75.77	0	1
17	6	/	ODirtyManagerTest	testSetToNullLink	assertEquals(2,manager.getNewRecords().size());	assertTrue(doc.fields().size()>0);	75.77	0	1
17	7	/	ODirtyManagerTest	testSetToNullLink	assertEquals(2,manager.getNewRecords().size());	assertFalse(doc2.fields().isEmpty());	75.77	0	1
17	8	/	ODirtyManagerTest	testSetToNullLink	assertEquals(2,manager.getNewRecords().size());	assertEquals(doc2,"STR");	75.77	0	1
17	9	/	ODirtyManagerTest	testSetToNullLink	assertEquals(2,manager.getNewRecords().size());	assertNull("STR");	75.77	0	1
18	0	orientechnologies/orientdb	DoubleSerializerTest	testFieldSize	assertEquals(doubleSerializer.getObjectSize(null),FIELD_SIZE);	assertEquals(DOUBLE_SIZE,getObjectSize(0.0));	60.21	0	1
18	1	/	DoubleSerializerTest	testFieldSize	assertEquals(doubleSerializer.getObjectSize(null),FIELD_SIZE);	assertNotEquals(0,getObjectSize(1.0));	60.21	0	1
18	2	/	DoubleSerializerTest	testFieldSize	assertEquals(doubleSerializer.getObjectSize(null),FIELD_SIZE);	assertFalse(getObjectSize(1.0)<0);	60.21	0	1
18	3	/	DoubleSerializerTest	testFieldSize	assertEquals(doubleSerializer.getObjectSize(null),FIELD_SIZE);	assertTrue(getObjectSize(2.0)>0);	60.21	0	1
18	4	/	DoubleSerializerTest	testFieldSize	assertEquals(doubleSerializer.getObjectSize(null),FIELD_SIZE);	assertNull(null);	60.21	0	1
