TestID	VariantID	Project	TestClass	TestName	TrueOracle	GenOracle	Time	Corr	Sorted
5	5	/	OMatchStatementExecutionTest	testMaxDepthArrow	assertEquals(2,qResult.size());	assertEquals(0,qResult.size());	211.9505601	0	0
5	6	/	OMatchStatementExecutionTest	testMaxDepthArrow	assertEquals(2,qResult.size());	assertTrue(qResult.stream().anyMatch(doc->doc.field("STR").equals("STR")));	211.9505601	0	0
5	7	/	OMatchStatementExecutionTest	testMaxDepthArrow	assertEquals(2,qResult.size());	assertNotNull(qResult);	211.9505601	0	0
5	8	/	OMatchStatementExecutionTest	testMaxDepthArrow	assertEquals(2,qResult.size());	assertEquals("STR",qResult.get(0).field("STR"));	211.9505601	0	0
5	9	/	OMatchStatementExecutionTest	testMaxDepthArrow	assertEquals(2,qResult.size());	assertTrue(qResult.size()>3);	211.9505601	0	0
6	0	orientechnologies/orientdb	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	assertFalse(getParamCount()==0);	256.250741	0	0
6	1	/	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	assertTrue(getParamCount()>0);	256.250741	0	0
6	2	/	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	assertNotSame(simpleKeyIndexDefinition.getKeyType(),OType.DOUBLE);	256.250741	0	0
6	3	/	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	assertEquals(1,getParamCount());	256.250741	0	0
6	4	/	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	assertNull(null);	256.250741	0	0
6	5	/	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	assertNotNull(keyTypes);	256.250741	0	0
6	6	/	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	assertNotEquals(0,getParamCount());	256.250741	0	0
6	7	/	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	???;	256.250741	0	0
6	8	/	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	assertNotEquals(keyTypes.length,0);	256.250741	0	0
6	9	/	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	assertSame(simpleKeyIndexDefinition.getKeyType(),OType.INTEGER);	256.250741	0	0
7	0	orientechnologies/orientdb	ODirtyManagerTest	testLink	assertEquals(2,manager.getNewRecords().size());	assertTrue(doc.containsField("STR"));	235.648314	0	0
7	1	/	ODirtyManagerTest	testLink	assertEquals(2,manager.getNewRecords().size());	assertFalse(doc2.containsField("STR"));	235.648314	0	0
7	2	/	ODirtyManagerTest	testLink	assertEquals(2,manager.getNewRecords().size());	assertTrue(getReal().newRecords.contains(doc));	235.648314	0	0
7	3	/	ODirtyManagerTest	testLink	assertEquals(2,manager.getNewRecords().size());	assertEquals("STR",doc.field("STR"));	235.648314	0	0
7	4	/	ODirtyManagerTest	testLink	assertEquals(2,manager.getNewRecords().size());	assertSame(doc,manager.getRecord());	235.648314	0	0
7	5	/	ODirtyManagerTest	testLink	assertEquals(2,manager.getNewRecords().size());	assertNotNull(manager);	235.648314	0	0
7	6	/	ODirtyManagerTest	testLink	assertEquals(2,manager.getNewRecords().size());	assertNotNull(doc);	235.648314	0	0
7	7	/	ODirtyManagerTest	testLink	assertEquals(2,manager.getNewRecords().size());	assertSame(getReal().newRecords,getNewRecords());	235.648314	0	0
7	8	/	ODirtyManagerTest	testLink	assertEquals(2,manager.getNewRecords().size());	assertNotEquals(doc,doc2);	235.648314	0	0
8	0	orientechnologies/orientdb	OETLFieldTransformerTest	testExpression	assertEquals(1,getResult().size());	assertTrue(proc.getPipeline().isStopped());	92.51036024	0	0
8	1	/	OETLFieldTransformerTest	testExpression	assertEquals(1,getResult().size());	assertTrue(proc.getPipeline().isStarted());	92.51036024	0	0
8	2	/	OETLFieldTransformerTest	testExpression	assertEquals(1,getResult().size());	assertNotEquals("STR",proc.getExtractor().getCurrentRecord().toString());	92.51036024	0	0
8	3	/	OETLFieldTransformerTest	testExpression	assertEquals(1,getResult().size());	assertNotNull(proc);	92.51036024	0	0
8	4	/	OETLFieldTransformerTest	testExpression	assertEquals(1,getResult().size());	assertNotEquals(0,proc.getExtractor().getProcessedRecords());	92.51036024	0	0
8	5	/	OETLFieldTransformerTest	testExpression	assertEquals(1,getResult().size());	assertNull(proc.getError());	92.51036024	0	0
8	6	/	OETLFieldTransformerTest	testExpression	assertEquals(1,getResult().size());	assertEquals(0,proc.getExtractor().getTotalRecords());	92.51036024	0	0
8	7	/	OETLFieldTransformerTest	testExpression	assertEquals(1,getResult().size());	assertEquals(1,proc.getLoader().getTotalRecords());	92.51036024	0	0
8	8	/	OETLFieldTransformerTest	testExpression	assertEquals(1,getResult().size());	assertNotSame(proc.getExtractor(),proc.getLoader());	92.51036024	0	0
8	9	/	OETLFieldTransformerTest	testExpression	assertEquals(1,getResult().size());	assertFalse(proc.isStopped());	92.51036024	0	0
9	0	orientechnologies/orientdb	OSelectStatementExecutionTest	testLet1Long	assertTrue(result.hasNext());	assertSame(result,db.query("STR"));	255.4530323	0	0
9	1	/	OSelectStatementExecutionTest	testLet1Long	assertTrue(result.hasNext());	assertNotNull(result);	255.4530323	0	0
9	2	/	OSelectStatementExecutionTest	testLet1Long	assertTrue(result.hasNext());	assertNotEquals(2L,result.getProperty("STR"));	255.4530323	0	0
9	3	/	OSelectStatementExecutionTest	testLet1Long	assertTrue(result.hasNext());	assertFalse(result.hasNext());	255.4530323	0	0
9	4	/	OSelectStatementExecutionTest	testLet1Long	assertTrue(result.hasNext());	assertNotEquals(1L,result.getProperty("STR"));	255.4530323	0	0
9	5	/	OSelectStatementExecutionTest	testLet1Long	assertTrue(result.hasNext());	assertNull(result.getProperty("STR"));	255.4530323	0	0
9	6	/	OSelectStatementExecutionTest	testLet1Long	assertTrue(result.hasNext());	assertNotSame(result,db.query("STR"));	255.4530323	0	0
9	7	/	OSelectStatementExecutionTest	testLet1Long	assertTrue(result.hasNext());	assertEquals(1L,result.getProperty("STR"));	255.4530323	0	0
9	8	/	OSelectStatementExecutionTest	testLet1Long	assertTrue(result.hasNext());	assertTrue(result.hasNext());	255.4530323	1	0
9	9	/	OSelectStatementExecutionTest	testLet1Long	assertTrue(result.hasNext());	assertEquals(2L,result.getProperty("STR"));	255.4530323	0	0
10	0	orientechnologies/orientdb	TrackedListTest	testAddAllNotificationThree	assertFalse(doc.isDirty());	assertArrayEquals(newboolean[]{true},newboolean[]{doc.isDirty()});	218.5843279	0	0
10	1	/	TrackedListTest	testAddAllNotificationThree	assertFalse(doc.isDirty());	assertFalse(doc.isDirty());	218.5843279	1	0
10	2	/	TrackedListTest	testAddAllNotificationThree	assertFalse(doc.isDirty());	assertEquals(false,doc.isDirty());	218.5843279	0	0
10	3	/	TrackedListTest	testAddAllNotificationThree	assertFalse(doc.isDirty());	assertNotSame(false,doc.isDirty());	218.5843279	0	0
10	4	/	TrackedListTest	testAddAllNotificationThree	assertFalse(doc.isDirty());	assertTrue(doc.isDirty());	218.5843279	0	0
10	5	/	TrackedListTest	testAddAllNotificationThree	assertFalse(doc.isDirty());	assertNotNull(doc.isDirty());	218.5843279	0	0
10	6	/	TrackedListTest	testAddAllNotificationThree	assertFalse(doc.isDirty());	assertNotEquals(true,doc.isDirty());	218.5843279	0	0
10	7	/	TrackedListTest	testAddAllNotificationThree	assertFalse(doc.isDirty());	assertNull(doc.isDirty());	218.5843279	0	0
10	8	/	TrackedListTest	testAddAllNotificationThree	assertFalse(doc.isDirty());	assertSame(true,doc.isDirty());	218.5843279	0	0
11	0	orientechnologies/orientdb	OMatchStatementExecutionNewTest	testFriendsWithNameArrows	assertTrue(qResult.hasNext());	assertTrue(qResultinstanceofOResultSet);	213.5021718	0	0
11	1	/	OMatchStatementExecutionNewTest	testFriendsWithNameArrows	assertTrue(qResult.hasNext());	assertTrue(qResult.hasNext());	213.5021718	1	0
11	2	/	OMatchStatementExecutionNewTest	testFriendsWithNameArrows	assertTrue(qResult.hasNext());	assertEquals("STR",qResult.next().getProperty("STR"));	213.5021718	0	0
11	3	/	OMatchStatementExecutionNewTest	testFriendsWithNameArrows	assertTrue(qResult.hasNext());	assertTrue(!qResult.hasNext());	213.5021718	0	0
11	4	/	OMatchStatementExecutionNewTest	testFriendsWithNameArrows	assertTrue(qResult.hasNext());	assertNotEquals(OResultSet.class,qResult.getClass());	213.5021718	0	0
11	5	/	OMatchStatementExecutionNewTest	testFriendsWithNameArrows	assertTrue(qResult.hasNext());	assertNotNull(qResult);	213.5021718	0	0
11	6	/	OMatchStatementExecutionNewTest	testFriendsWithNameArrows	assertTrue(qResult.hasNext());	assertEquals(OResultSet.class,qResult.getClass());	213.5021718	0	0
11	7	/	OMatchStatementExecutionNewTest	testFriendsWithNameArrows	assertTrue(qResult.hasNext());	assertFalse(qResult.hasNext());	213.5021718	0	0
11	8	/	OMatchStatementExecutionNewTest	testFriendsWithNameArrows	assertTrue(qResult.hasNext());	assertTrue(qResult.hasNext()&&!qResult.hasNext());	213.5021718	0	0
11	9	/	OMatchStatementExecutionNewTest	testFriendsWithNameArrows	assertTrue(qResult.hasNext());	assertFalse(!qResult.hasNext());	213.5021718	0	0
12	0	jcodec/jcodec	CollectionsTest	testIntObjectMap	assertEquals(Integer.valueOf(11),test.get(24));	assertNotEquals(Integer.valueOf(20),test.get(24));	247.5916271	0	0
12	1	/	CollectionsTest	testIntObjectMap	assertEquals(Integer.valueOf(11),test.get(24));	assertEquals(Integer.valueOf(11),test.get(24));	247.5916271	1	0
12	2	/	CollectionsTest	testIntObjectMap	assertEquals(Integer.valueOf(11),test.get(24));	assertNotNull(test.get(24));	247.5916271	0	0
12	3	/	CollectionsTest	testIntObjectMap	assertEquals(Integer.valueOf(11),test.get(24));	assertSame(Integer.valueOf(11),test.get(24));	247.5916271	0	0
12	4	/	CollectionsTest	testIntObjectMap	assertEquals(Integer.valueOf(11),test.get(24));	assertNotEquals(Integer.valueOf(10),test.get(24));	247.5916271	0	0
12	5	/	CollectionsTest	testIntObjectMap	assertEquals(Integer.valueOf(11),test.get(24));	assertEquals(test.get(24).toString(),String.CASE_INSENSITIVE_ORDER);	247.5916271	0	0
12	6	/	CollectionsTest	testIntObjectMap	assertEquals(Integer.valueOf(11),test.get(24));	assertTrue(test.get(24)instanceofInteger);	247.5916271	0	0
12	7	/	CollectionsTest	testIntObjectMap	assertEquals(Integer.valueOf(11),test.get(24));	assertThrows(NullPointerException.class,()->test.get(24));	247.5916271	0	0
12	8	/	CollectionsTest	testIntObjectMap	assertEquals(Integer.valueOf(11),test.get(24));	assertNotSame(Integer.valueOf(10),test.get(24));	247.5916271	0	0
12	9	/	CollectionsTest	testIntObjectMap	assertEquals(Integer.valueOf(11),test.get(24));	assertNotEquals(null,test.get(24));	247.5916271	0	0
13	0	jcodec/jcodec	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	assertNotNull(readInterIntraUvMode(5,decoder,c));	718.5232902	0	0
13	1	/	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	assertEquals(5,readInterIntraUvMode(0,decoder,c));	718.5232902	0	0
13	2	/	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	assertTrue(readInterIntraUvMode(2,decoder,c)>0);	718.5232902	0	0
13	3	/	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	assertArrayEquals(newint[]{1,2,3},newint[]{1,2,3});	718.5232902	0	0
13	4	/	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	assertNotEquals(7,readInterIntraUvMode(1,decoder,c));	718.5232902	0	0
13	5	/	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	assertNull(readInterIntraUvMode(4,decoder,c));	718.5232902	0	0
13	6	/	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	assertFalse(readInterIntraUvMode(3,decoder,c)==10);	718.5232902	0	0
13	7	/	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	assertNotSame(decoder,readInterIntraUvMode(6,decoder,c));	718.5232902	0	0
13	8	/	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	assertSame(c,readInterIntraUvMode(7,decoder,c));	718.5232902	0	0
14	0	fabric8io/fabric8-maven-plugin	KindAndNameTest	equalsTest	assertTrue(kindAndName.equals(kindAndName));	assertEquals("STR",kindAndName.getKind());	102.836391	0	0
14	1	/	KindAndNameTest	equalsTest	assertTrue(kindAndName.equals(kindAndName));	assertNotEquals("STR",kindAndName.getName());	102.836391	0	0
14	2	/	KindAndNameTest	equalsTest	assertTrue(kindAndName.equals(kindAndName));	assertNotNull(secondKindAndName);	102.836391	0	0
14	3	/	KindAndNameTest	equalsTest	assertTrue(kindAndName.equals(kindAndName));	assertEquals(kindAndName,secondKindAndName);	102.836391	0	0
14	4	/	KindAndNameTest	equalsTest	assertTrue(kindAndName.equals(kindAndName));	assertSame(kindAndName,secondKindAndName);	102.836391	0	0
14	5	/	KindAndNameTest	equalsTest	assertTrue(kindAndName.equals(kindAndName));	assertNotEquals(kindAndName,thirdKindAndName);	102.836391	0	0
14	6	/	KindAndNameTest	equalsTest	assertTrue(kindAndName.equals(kindAndName));	assertNull(kindAndName);	102.836391	0	0
14	7	/	KindAndNameTest	equalsTest	assertTrue(kindAndName.equals(kindAndName));	assertTrue(kindAndName.getKind().equals("STR"));	102.836391	0	0
14	8	/	KindAndNameTest	equalsTest	assertTrue(kindAndName.equals(kindAndName));	assertNotSame(kindAndName,thirdKindAndName);	102.836391	0	0
14	9	/	KindAndNameTest	equalsTest	assertTrue(kindAndName.equals(kindAndName));	assertFalse(kindAndName.getKind().equals("STR"));	102.836391	0	0
15	0	fabric8io/fabric8-maven-plugin	EnricherConfigTest	simple	assertEquals("STR",config.get(Config.type));	assertSame(object1,object2);	55.11753011	0	0
15	1	/	EnricherConfigTest	simple	assertEquals("STR",config.get(Config.type));	assertEquals("STR",config.get(Configs.Key.SOME_KEY));	55.11753011	0	0
15	2	/	EnricherConfigTest	simple	assertEquals("STR",config.get(Config.type));	assertTrue(string.contains(substring));	55.11753011	0	0
15	3	/	EnricherConfigTest	simple	assertEquals("STR",config.get(Config.type));	assertNotSame(object1,object2);	55.11753011	0	0
15	4	/	EnricherConfigTest	simple	assertEquals("STR",config.get(Config.type));	assertFalse(condition);	55.11753011	0	0
15	5	/	EnricherConfigTest	simple	assertEquals("STR",config.get(Config.type));	assertTrue(list.isEmpty());	55.11753011	0	0
15	6	/	EnricherConfigTest	simple	assertEquals("STR",config.get(Config.type));	assertNotNull(config.get(Configs.Key.SOME_KEY));	55.11753011	0	0
15	7	/	EnricherConfigTest	simple	assertEquals("STR",config.get(Config.type));	assertEquals(expectedValue,actualValue);	55.11753011	0	0
15	8	/	EnricherConfigTest	simple	assertEquals("STR",config.get(Config.type));	assertTrue(collection.contains(element));	55.11753011	0	0
15	9	/	EnricherConfigTest	simple	assertEquals("STR",config.get(Config.type));	assertTrue(condition);	55.11753011	0	0
16	0	fabric8io/fabric8-maven-plugin	ProcessorConfigTest	incAndExc	assertTrue(contains(filtered,"STR"));	assertNotSame(pConfig.prepareProcessors(getAllTestData(),"STR"),filtered);	94.37704515	0	0
16	1	/	ProcessorConfigTest	incAndExc	assertTrue(contains(filtered,"STR"));	assertEquals(0,filtered.size());	94.37704515	0	0
16	2	/	ProcessorConfigTest	incAndExc	assertTrue(contains(filtered,"STR"));	assertNotEquals(0,pConfig.prepareProcessors(getAllTestData(),"STR").size());	94.37704515	0	0
16	3	/	ProcessorConfigTest	incAndExc	assertTrue(contains(filtered,"STR"));	assertFalse(filtered.contains(null));	94.37704515	0	0
16	4	/	ProcessorConfigTest	incAndExc	assertTrue(contains(filtered,"STR"));	assertTrue(filtered.isEmpty());	94.37704515	0	0
16	5	/	ProcessorConfigTest	incAndExc	assertTrue(contains(filtered,"STR"));	assertEquals(10,pConfig.prepareProcessors(getAllTestData(),"STR").size());	94.37704515	0	0
16	6	/	ProcessorConfigTest	incAndExc	assertTrue(contains(filtered,"STR"));	assertEquals(3,pConfig.prepareProcessors(getAllTestData(),"STR").size());	94.37704515	0	0
16	7	/	ProcessorConfigTest	incAndExc	assertTrue(contains(filtered,"STR"));	assertNotNull(pConfig);	94.37704515	0	0
16	8	/	ProcessorConfigTest	incAndExc	assertTrue(contains(filtered,"STR"));	assertTrue(pConfig.prepareProcessors(getAllTestData(),"STR").contains(filter));	94.37704515	0	0
16	9	/	ProcessorConfigTest	incAndExc	assertTrue(contains(filtered,"STR"));	assertNotSame(getAllTestData(),filtered);	94.37704515	0	0
17	0	fabric8io/fabric8-maven-plugin	ProfileUtilTest	multiple	assertNotNull(is);	assertEquals(expectedSize,result.size());	83.39675069	0	0
17	1	/	ProfileUtilTest	multiple	assertNotNull(is);	assertNotNull(result);	83.39675069	0	0
17	2	/	ProfileUtilTest	multiple	assertNotNull(is);	assertEquals(expectedProfile.hashCode(),result.get(0).hashCode());	83.39675069	0	0
17	3	/	ProfileUtilTest	multiple	assertNotNull(is);	assertFalse(result.isEmpty());	83.39675069	0	0
17	4	/	ProfileUtilTest	multiple	assertNotNull(is);	assertNotSame(expectedProfile,result.get(0));	83.39675069	0	0
17	5	/	ProfileUtilTest	multiple	assertNotNull(is);	assertThrows(IOException.class,()->focalMethodThrowsIOException());	83.39675069	0	0
17	6	/	ProfileUtilTest	multiple	assertNotNull(is);	assertNotEquals(expectedProfile,result.get(0));	83.39675069	0	0
17	7	/	ProfileUtilTest	multiple	assertNotNull(is);	assertArrayEquals(expectedProfiles.toArray(),result.toArray());	83.39675069	0	0
17	8	/	ProfileUtilTest	multiple	assertNotNull(is);	assertTrue(result.contains(expectedProfile));	83.39675069	0	0
17	9	/	ProfileUtilTest	multiple	assertNotNull(is);	assertTrue(result.stream().allMatch(p->p.getName().startsWith("STR")));	83.39675069	0	0
18	0	fabric8io/fabric8-maven-plugin	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertTrue(hasInitContainer(builder,"STR"));	159.6506631	0	0
18	1	/	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertArrayEquals(expectedArray,getInitContainer(builder,"STR"));	159.6506631	0	0
18	2	/	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertNotSame(expectedObj,getInitContainer(builder,"STR"));	159.6506631	0	0
18	3	/	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertNull(getInitContainer(builder,"STR"));	159.6506631	0	0
18	4	/	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertNotNull(getInitContainer(builder,"STR"));	159.6506631	0	0
18	5	/	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertNotEquals(expectedArray,getInitContainer(builder,"STR"));	159.6506631	0	0
18	6	/	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertNotEquals("STR",getInitContainer(builder,"STR"));	159.6506631	0	0
18	7	/	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertEquals("STR",getInitContainer(builder,"STR"));	159.6506631	0	0
18	8	/	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertFalse(hasInitContainer(builder,"STR"));	159.6506631	0	0
18	9	/	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertSame(expectedObj,getInitContainer(builder,"STR"));	159.6506631	0	0
