TestID	VariantID	Project	TestClass	TestName	TrueOracle	GenOracle	Corr	Sorted	Time
26	0	orientechnologies/orientdb	OETLCSVExtractorTest	testCustomNullValueInCell	assertFalse(res.isEmpty());	assertNotNull(res);	0	1	45.455374002456665
	1	/	OETLCSVExtractorTest	testCustomNullValueInCell	assertFalse(res.isEmpty());	assertTrue(res.size()>0);	0	1	45.455374002456665
	2	/	OETLCSVExtractorTest	testCustomNullValueInCell	assertFalse(res.isEmpty());	assertFalse(res.isEmpty());	1	1	45.455374002456665
	3	/	OETLCSVExtractorTest	testCustomNullValueInCell	assertFalse(res.isEmpty());	assertEquals(1,res.size());	0	1	45.455374002456665
	4	/	OETLCSVExtractorTest	testCustomNullValueInCell	assertFalse(res.isEmpty());	assertTrue(res.get(0)instanceofODocument);	0	1	45.455374002456665
	5	/	OETLCSVExtractorTest	testCustomNullValueInCell	assertFalse(res.isEmpty());	assertNotEquals(null,res.get(0));	0	1	45.455374002456665
	6	/	OETLCSVExtractorTest	testCustomNullValueInCell	assertFalse(res.isEmpty());	"assertNotEquals(""STR"",res.get(0).toString());"	0	1	45.455374002456665
	7	/	OETLCSVExtractorTest	testCustomNullValueInCell	assertFalse(res.isEmpty());	assertNotEquals(null,factory.getExtractors());	0	1	45.455374002456665
	8	/	OETLCSVExtractorTest	testCustomNullValueInCell	assertFalse(res.isEmpty());	assertNotEquals(null,configurator.getObject());	0	1	45.455374002456665
	9	/	OETLCSVExtractorTest	testCustomNullValueInCell	assertFalse(res.isEmpty());	assertTrue(configuratorinstanceofOETLProcessorConfigurator);	0	1	45.455374002456665
27	0	orientechnologies/orientdb	OChainIndexFetchTest	testFetchChaninedIndex	assertEquals(0,res.size());	assertNotNull(db);	0	1	82.42868208885193
	1	/	OChainIndexFetchTest	testFetchChaninedIndex	assertEquals(0,res.size());	assertEquals(2,db.getMetadata().getSchema().getClasses().size());	0	1	82.42868208885193
	2	/	OChainIndexFetchTest	testFetchChaninedIndex	assertEquals(0,res.size());	"assertTrue(""STR"");"	0	1	82.42868208885193
	3	/	OChainIndexFetchTest	testFetchChaninedIndex	assertEquals(0,res.size());	"assertEquals(""STR"",""STR"");"	0	1	82.42868208885193
	4	/	OChainIndexFetchTest	testFetchChaninedIndex	assertEquals(0,res.size());	"assertTrue(""STR"");"	0	1	82.42868208885193
	5	/	OChainIndexFetchTest	testFetchChaninedIndex	assertEquals(0,res.size());	"assertTrue(""STR"");"	0	1	82.42868208885193
	6	/	OChainIndexFetchTest	testFetchChaninedIndex	assertEquals(0,res.size());	"assertTrue(""STR"");"	0	1	82.42868208885193
	7	/	OChainIndexFetchTest	testFetchChaninedIndex	assertEquals(0,res.size());	"assertEquals(1,""STR"");"	0	1	82.42868208885193
	8	/	OChainIndexFetchTest	testFetchChaninedIndex	assertEquals(0,res.size());	"assertNotNull(""STR"");"	0	1	82.42868208885193
	9	/	OChainIndexFetchTest	testFetchChaninedIndex	assertEquals(0,res.size());	"assertEquals(1,""STR"");"	0	1	82.42868208885193
28	0	orientechnologies/orientdb	OrientDBConfigTest	testParentConfig	assertEquals(settings.getConfigurations().getValue(OGlobalConfiguration.DB_POOL_MAX),(Integer)20);	assertNotNull(parent);	0	1	51.89173769950867
	1	/	OrientDBConfigTest	testParentConfig	assertEquals(settings.getConfigurations().getValue(OGlobalConfiguration.DB_POOL_MAX),(Integer)20);	assertNotNull(settings);	0	1	51.89173769950867
	2	/	OrientDBConfigTest	testParentConfig	assertEquals(settings.getConfigurations().getValue(OGlobalConfiguration.DB_POOL_MAX),(Integer)20);	assertTrue(settings.getAttribute(ATTRIBUTES.VALIDATION));	0	1	51.89173769950867
	3	/	OrientDBConfigTest	testParentConfig	assertEquals(settings.getConfigurations().getValue(OGlobalConfiguration.DB_POOL_MAX),(Integer)20);	assertFalse(parent.getAttribute(ATTRIBUTES.VALIDATION));	0	1	51.89173769950867
	4	/	OrientDBConfigTest	testParentConfig	assertEquals(settings.getConfigurations().getValue(OGlobalConfiguration.DB_POOL_MAX),(Integer)20);	assertEquals(20,parent.getValue(OGlobalConfiguration.DB_POOL_MAX));	0	1	51.89173769950867
	5	/	OrientDBConfigTest	testParentConfig	assertEquals(settings.getConfigurations().getValue(OGlobalConfiguration.DB_POOL_MAX),(Integer)20);	assertEquals(null,parent.getAttribute(ATTRIBUTES.CUSTOM));	0	1	51.89173769950867
	6	/	OrientDBConfigTest	testParentConfig	assertEquals(settings.getConfigurations().getValue(OGlobalConfiguration.DB_POOL_MAX),(Integer)20);	assertEquals(null,settings.getAttribute(ATTRIBUTES.CUSTOM));	0	1	51.89173769950867
	7	/	OrientDBConfigTest	testParentConfig	assertEquals(settings.getConfigurations().getValue(OGlobalConfiguration.DB_POOL_MAX),(Integer)20);	assertEquals(null,parent.getAttribute(ATTRIBUTES.VALIDATION));	0	1	51.89173769950867
	8	/	OrientDBConfigTest	testParentConfig	assertEquals(settings.getConfigurations().getValue(OGlobalConfiguration.DB_POOL_MAX),(Integer)20);	assertEquals(null,settings.getAttribute(ATTRIBUTES.VALIDATION));	0	1	51.89173769950867
	9	/	OrientDBConfigTest	testParentConfig	assertEquals(settings.getConfigurations().getValue(OGlobalConfiguration.DB_POOL_MAX),(Integer)20);	assertFalse(settings.isEmpty());	0	1	51.89173769950867
29	0	orientechnologies/orientdb	LuceneSpatialIntersectsTest	testIntersectsIndex	assertEquals(execute.size(),1);	assertEquals(2,execute.size());	0	1	89.423024892807
	1	/	LuceneSpatialIntersectsTest	testIntersectsIndex	assertEquals(execute.size(),1);	"assertTrue(""STR"");"	0	1	89.423024892807
	2	/	LuceneSpatialIntersectsTest	testIntersectsIndex	assertEquals(execute.size(),1);	"assertTrue(""STR"");"	0	1	89.423024892807
	3	/	LuceneSpatialIntersectsTest	testIntersectsIndex	assertEquals(execute.size(),1);	assertFalse(execute.isEmpty());	0	1	89.423024892807
	4	/	LuceneSpatialIntersectsTest	testIntersectsIndex	assertEquals(execute.size(),1);	assertNotNull(execute);	0	1	89.423024892807
	5	/	LuceneSpatialIntersectsTest	testIntersectsIndex	assertEquals(execute.size(),1);	assertNotEquals(0,execute.size());	0	1	89.423024892807
	6	/	LuceneSpatialIntersectsTest	testIntersectsIndex	assertEquals(execute.size(),1);	assertSame(List.class,execute.getClass());	0	1	89.423024892807
	7	/	LuceneSpatialIntersectsTest	testIntersectsIndex	assertEquals(execute.size(),1);	"assertFalse(""STR"");"	0	1	89.423024892807
	8	/	LuceneSpatialIntersectsTest	testIntersectsIndex	assertEquals(execute.size(),1);	assertTrue(execute.size()>0);	0	1	89.423024892807
	9	/	LuceneSpatialIntersectsTest	testIntersectsIndex	assertEquals(execute.size(),1);	assertNotEquals(1,execute.size());	0	1	89.423024892807
30	0	orientechnologies/orientdb	LuceneSpatialIOTest	testGeometryCollection	assertEquals(m2,m1);	assertEquals(m2,m1);	1	1	51.57522797584534
	1	/	LuceneSpatialIOTest	testGeometryCollection	assertEquals(m2,m1);	assertNotNull(collection);	0	1	51.57522797584534
	2	/	LuceneSpatialIOTest	testGeometryCollection	assertEquals(m2,m1);	assertNotNull(builder);	0	1	51.57522797584534
	3	/	LuceneSpatialIOTest	testGeometryCollection	assertEquals(m2,m1);	"assertEquals(""STR"",collection.getGeometryType());"	0	1	51.57522797584534
	4	/	LuceneSpatialIOTest	testGeometryCollection	assertEquals(m2,m1);	"assertTrue(""STR"");"	0	1	51.57522797584534
	5	/	LuceneSpatialIOTest	testGeometryCollection	assertEquals(m2,m1);	"assertTrue(""STR"");"	0	1	51.57522797584534
	6	/	LuceneSpatialIOTest	testGeometryCollection	assertEquals(m2,m1);	assertNotEquals(m1,m2);	0	1	51.57522797584534
	7	/	LuceneSpatialIOTest	testGeometryCollection	assertEquals(m2,m1);	"assertTrue(""STR"");"	0	1	51.57522797584534
	8	/	LuceneSpatialIOTest	testGeometryCollection	assertEquals(m2,m1);	"assertTrue(""STR"");"	0	1	51.57522797584534
	9	/	LuceneSpatialIOTest	testGeometryCollection	assertEquals(m2,m1);	"assertTrue(""STR"");"	0	1	51.57522797584534
31	0	orientechnologies/orientdb	FloatSerializerTest	testSerializeWALChanges	assertEquals(floatSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),FIELD_SIZE);	assertNotNull(floatSerializer);	0	1	48.73473119735718
	1	/	FloatSerializerTest	testSerializeWALChanges	assertEquals(floatSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),FIELD_SIZE);	assertNotNull(buffer);	0	1	48.73473119735718
	2	/	FloatSerializerTest	testSerializeWALChanges	assertEquals(floatSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),FIELD_SIZE);	assertEquals(FIELD_SIZE+serializationOffset,buffer.capacity());	0	1	48.73473119735718
	3	/	FloatSerializerTest	testSerializeWALChanges	assertEquals(floatSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),FIELD_SIZE);	assertNotNull(walChanges);	0	1	48.73473119735718
	4	/	FloatSerializerTest	testSerializeWALChanges	assertEquals(floatSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),FIELD_SIZE);	assertTrue(walChangesinstanceofOWALChangesTree);	0	1	48.73473119735718
	5	/	FloatSerializerTest	testSerializeWALChanges	assertEquals(floatSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),FIELD_SIZE);	assertTrue(walChanges.getBinaryValue(buffer,serializationOffset).limit()>0);	0	1	48.73473119735718
	6	/	FloatSerializerTest	testSerializeWALChanges	assertEquals(floatSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),FIELD_SIZE);	assertTrue(walChanges.getBinaryValue(buffer,serializationOffset).capacity()>=FIELD_SIZE);	0	1	48.73473119735718
	7	/	FloatSerializerTest	testSerializeWALChanges	assertEquals(floatSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),FIELD_SIZE);	assertEquals(FIELD_SIZE,floatSerializer.getObjectSizeInByteBuffer(buffer,walChanges,0));	0	1	48.73473119735718
	8	/	FloatSerializerTest	testSerializeWALChanges	assertEquals(floatSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),FIELD_SIZE);	assertTrue(floatSerializer.equals(floatSerializer));	0	1	48.73473119735718
	9	/	FloatSerializerTest	testSerializeWALChanges	assertEquals(floatSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),FIELD_SIZE);	assertNotEquals(floatSerializer,newOFloatSerializer());	0	1	48.73473119735718
32	0	orientechnologies/orientdb	OMultiKeyTest	testEqualsDifferentClass	"assertFalse(multiKey.equals(""STR""));"	assertTrue(multiKey.equals(multiKey));	0	1	71.35720109939575
	1	/	OMultiKeyTest	testEqualsDifferentClass	"assertFalse(multiKey.equals(""STR""));"	assertFalse(multiKey.equals(null));	0	1	71.35720109939575
	2	/	OMultiKeyTest	testEqualsDifferentClass	"assertFalse(multiKey.equals(""STR""));"	assertFalse(multiKey.equals(newOMultiKey(Collections.emptyList())));	0	1	71.35720109939575
	3	/	OMultiKeyTest	testEqualsDifferentClass	"assertFalse(multiKey.equals(""STR""));"	assertEquals(multiKey,multiKey);	0	1	71.35720109939575
	4	/	OMultiKeyTest	testEqualsDifferentClass	"assertFalse(multiKey.equals(""STR""));"	"assertNotEquals(multiKey,""STR"");"	0	1	71.35720109939575
	5	/	OMultiKeyTest	testEqualsDifferentClass	"assertFalse(multiKey.equals(""STR""));"	"assertTrue(""STR"");"	0	1	71.35720109939575
	6	/	OMultiKeyTest	testEqualsDifferentClass	"assertFalse(multiKey.equals(""STR""));"	"assertEquals(multiKey,""STR"");"	0	1	71.35720109939575
	7	/	OMultiKeyTest	testEqualsDifferentClass	"assertFalse(multiKey.equals(""STR""));"	"assertFalse(""STR"");"	0	1	71.35720109939575
	8	/	OMultiKeyTest	testEqualsDifferentClass	"assertFalse(multiKey.equals(""STR""));"	assertNotEquals(multiKey,newOMultiKey(Collections.emptyList()));	0	1	71.35720109939575
	9	/	OMultiKeyTest	testEqualsDifferentClass	"assertFalse(multiKey.equals(""STR""));"	assertNotEquals(multiKey,null);	0	1	71.35720109939575
33	0	arnohaase/a-foundation	AListTest	testFromJavaUtil	assertEquals(l,l2);	assertNotNull(l);	0	1	42.48797798156738
	1	/	AListTest	testFromJavaUtil	assertEquals(l,l2);	assertNotNull(l2);	0	1	42.48797798156738
	2	/	AListTest	testFromJavaUtil	assertEquals(l,l2);	assertNotNull(l3);	0	1	42.48797798156738
	3	/	AListTest	testFromJavaUtil	assertEquals(l,l2);	assertEquals(l.length(),3);	0	1	42.48797798156738
	4	/	AListTest	testFromJavaUtil	assertEquals(l,l2);	"assertEquals(l.head(),""STR"");"	0	1	42.48797798156738
	5	/	AListTest	testFromJavaUtil	assertEquals(l,l2);	assertTrue(l.equals(l.reverse().reverse()));	0	1	42.48797798156738
	6	/	AListTest	testFromJavaUtil	assertEquals(l,l2);	assertFalse(l2.equals(l));	0	1	42.48797798156738
	7	/	AListTest	testFromJavaUtil	assertEquals(l,l2);	assertTrue(l3.reverse().equals(l.reverse()));	0	1	42.48797798156738
	8	/	AListTest	testFromJavaUtil	assertEquals(l,l2);	assertTrue(create(l2.toList()).equals(l2));	0	1	42.48797798156738
	9	/	AListTest	testFromJavaUtil	assertEquals(l,l2);	"assertEquals(l.tail().tail().head(),""STR"");"	0	1	42.48797798156738
34	0	arnohaase/a-foundation	ACollectionHelperTest	testFlatMapTokens	assertEquals(Arrays.<String>asList(),ACollectionHelper.flatMap(Arrays.<String>asList(),tokens));	assertEquals(expectedSize,flatMapResult.size());	0	1	64.096608877182
	1	/	ACollectionHelperTest	testFlatMapTokens	assertEquals(Arrays.<String>asList(),ACollectionHelper.flatMap(Arrays.<String>asList(),tokens));	assertNotNull(flatMapResult);	0	1	64.096608877182
	2	/	ACollectionHelperTest	testFlatMapTokens	assertEquals(Arrays.<String>asList(),ACollectionHelper.flatMap(Arrays.<String>asList(),tokens));	assertTrue(flatMapResult.containsAll(expectedResult));	0	1	64.096608877182
	3	/	ACollectionHelperTest	testFlatMapTokens	assertEquals(Arrays.<String>asList(),ACollectionHelper.flatMap(Arrays.<String>asList(),tokens));	assertFalse(flatMapResult.isEmpty());	0	1	64.096608877182
	4	/	ACollectionHelperTest	testFlatMapTokens	assertEquals(Arrays.<String>asList(),ACollectionHelper.flatMap(Arrays.<String>asList(),tokens));	assertNotEquals(expectedResult,flatMapResult);	0	1	64.096608877182
	5	/	ACollectionHelperTest	testFlatMapTokens	assertEquals(Arrays.<String>asList(),ACollectionHelper.flatMap(Arrays.<String>asList(),tokens));	assertNotNull(tokens);	0	1	64.096608877182
	6	/	ACollectionHelperTest	testFlatMapTokens	assertEquals(Arrays.<String>asList(),ACollectionHelper.flatMap(Arrays.<String>asList(),tokens));	"assertTrue(""STR"");"	0	1	64.096608877182
	7	/	ACollectionHelperTest	testFlatMapTokens	assertEquals(Arrays.<String>asList(),ACollectionHelper.flatMap(Arrays.<String>asList(),tokens));	"assertEquals(3,""STR"");"	0	1	64.096608877182
	8	/	ACollectionHelperTest	testFlatMapTokens	assertEquals(Arrays.<String>asList(),ACollectionHelper.flatMap(Arrays.<String>asList(),tokens));	"assertEquals(""STR"",""STR"");"	0	1	64.096608877182
	9	/	ACollectionHelperTest	testFlatMapTokens	assertEquals(Arrays.<String>asList(),ACollectionHelper.flatMap(Arrays.<String>asList(),tokens));	assertNotNull(coll);	0	1	64.096608877182
35	0	arnohaase/a-foundation	AsArrayCopyTest	testFlatMapOption	assertEquals(createColl(),create().flatMap(uppercaseFirst));	assertNotNull(uppercaseFirst);	0	1	42.387430906295776
	1	/	AsArrayCopyTest	testFlatMapOption	assertEquals(createColl(),create().flatMap(uppercaseFirst));	assertFalse(uppercaseFirst.apply(null).isDefined());	0	1	42.387430906295776
	2	/	AsArrayCopyTest	testFlatMapOption	assertEquals(createColl(),create().flatMap(uppercaseFirst));	assertEquals(2,2);	0	1	42.387430906295776
	3	/	AsArrayCopyTest	testFlatMapOption	assertEquals(createColl(),create().flatMap(uppercaseFirst));	assertTrue(true);	0	1	42.387430906295776
	4	/	AsArrayCopyTest	testFlatMapOption	assertEquals(createColl(),create().flatMap(uppercaseFirst));	assertFalse(false);	0	1	42.387430906295776
	5	/	AsArrayCopyTest	testFlatMapOption	assertEquals(createColl(),create().flatMap(uppercaseFirst));	assertNotEquals(1,2);	0	1	42.387430906295776
	6	/	AsArrayCopyTest	testFlatMapOption	assertEquals(createColl(),create().flatMap(uppercaseFirst));	"assertNotEquals(""STR"",""STR"");"	0	1	42.387430906295776
	7	/	AsArrayCopyTest	testFlatMapOption	assertEquals(createColl(),create().flatMap(uppercaseFirst));	"assertEquals(""STR"",""STR"");"	0	1	42.387430906295776
	8	/	AsArrayCopyTest	testFlatMapOption	assertEquals(createColl(),create().flatMap(uppercaseFirst));	"assertNotEquals(""STR"",""STR"");"	0	1	42.387430906295776
	9	/	AsArrayCopyTest	testFlatMapOption	assertEquals(createColl(),create().flatMap(uppercaseFirst));	"assertTrue(""STR"");"	0	1	42.387430906295776
36	0	NanoHttpd/nanohttpd	LoadKeyStoreTest	loadKeyStoreFromResources	assertNotNull(resourceAsStream);	assertNotNull(resourceAsStream);	1	1	42.027140855789185
	1	/	LoadKeyStoreTest	loadKeyStoreFromResources	assertNotNull(resourceAsStream);	assertFalse(resourceAsStreaminstanceofOutputStream);	0	1	42.027140855789185
	2	/	LoadKeyStoreTest	loadKeyStoreFromResources	assertNotNull(resourceAsStream);	"assertTrue(""STR"");"	0	1	42.027140855789185
	3	/	LoadKeyStoreTest	loadKeyStoreFromResources	assertNotNull(resourceAsStream);	assertNotNull(makeSSLSocketFactory(keyAndTrustStoreClasspathPath,passphrase));	0	1	42.027140855789185
	4	/	LoadKeyStoreTest	loadKeyStoreFromResources	assertNotNull(resourceAsStream);	assertFalse(keyManagerFactory.getKeyManagers().length==0);	0	1	42.027140855789185
	5	/	LoadKeyStoreTest	loadKeyStoreFromResources	assertNotNull(resourceAsStream);	"assertFalse(""STR"");"	0	1	42.027140855789185
	6	/	LoadKeyStoreTest	loadKeyStoreFromResources	assertNotNull(resourceAsStream);	"assertTrue(""STR"");"	0	1	42.027140855789185
	7	/	LoadKeyStoreTest	loadKeyStoreFromResources	assertNotNull(resourceAsStream);	"assertTrue(""STR"");"	0	1	42.027140855789185
	8	/	LoadKeyStoreTest	loadKeyStoreFromResources	assertNotNull(resourceAsStream);	assertFalse(keyStorePath.isEmpty());	0	1	42.027140855789185
	9	/	LoadKeyStoreTest	loadKeyStoreFromResources	assertNotNull(resourceAsStream);	"assertEquals(""STR"",keystore.getType());"	0	1	42.027140855789185
37	0	sofastack/sofa-bolt	LifeCycleTest	testAvailabilityCheck	assertTrue(testFunctionAvailable(false));	assertNotNull(this.connectionManager);	0	1	60.5528359413147
