VariantID	Project	TestClass	TestName	TrueOracle	GenOracle	Time	Corr	Incorr	BuildErr	RunErr	TestFailure
0	amlinv/stat-collection-utils	JolokiaConnectionTest	testGetAttributes	assertEquals(2,result.size());	assertEquals("STR", jolokiaConnection.getAttributes(objectName1, att1).get(0).getValue());	4.42	0	0	1	0	0
0	amlinv/stat-collection-utils	AttributeInjectorTest	testCopyOutAttributes	assertEquals("STR",this.target.stringValue);	assertEquals("oname", objectName.getCanonicalName());	3.19	0	0	1	0	0
0	amlinv/stat-collection-utils	ParameterReplacerTest	testNullParameter	assertEquals("STR",result);	assertEquals("x-{param1}-x", result);	7.77	0	0	1	0	0
0	amlinv/stat-collection-utils	BatchPollProcessorTest	testGetSetObjectQueryPreparer	assertNotNull(this.processor.getObjectQueryPreparer());	assertEquals(mockObjectQueryPreparer,processor.getObjectQueryPreparer());	4.11	0	0	1	0	0
0	amlinv/stat-collection-utils	ObjectQueryPreparerTest	testGetSetParameterReplacer	assertNotNull(this.preparer.getParameterReplacer());	assertEquals(mockParameterReplacer, testTarget001.getParameterReplacer());	3.37	0	0	1	0	0
0	amlinv/stat-collection-utils	JmxAttributePollerTest	testGetSetScheduler	assertNull(this.poller.getScheduler());	assertNotNull(scheduler);	3.22	0	0	1	0	0
0	basis-technology-corp/tcl-regex-java	RangeTest	testNegativeRange	assertThat("STR",matches(exp));	assertNotNull(exp);	9.06	0	1	0	0	0
0	cucumber-ltd/cucumber-pro-plugin-jvm	ConfigTest	gets_boolean	assertTrue(config.getBoolean("STR"));	assertEquals(true, config.getBoolean("a"));	11.08	0	0	1	0	0
0	OpenLiberty/ci.common	DevUtilPrepareDockerfileTest	testDisableOpenJ9SCC_uppercase	assertEquals(expectedDockerfileLines,dockerfileLines);	assertEquals(expectedDockerfileLines, dockerfileLines);	5.94	1	0	0	0	0
0	TeachingKidsProgramming/TeachingKidsProgramming.Source.Java	StringUtilsTest	testIsNonZero	assertTrue(StringUtils.isNonZero("STR"));	assertTrue(isNonZero("Hello World"));	6.95	0	1	0	0	0
0	Yubico/yubico-java-client	YubicoClientTest	testSignature	assertNotNull(response);	assertEquals(response.getStatus(), ResponseStatus.OK);	5.93	0	0	1	0	0
0	amlinv/stat-collection-utils	JMXJvmIdConnectionFactoryTest	testGetSetJmxServiceFactory	assertTrue(this.factory.getJmxServiceUrlFactory()instanceofDefaultJmxServiceUrlFactory);	assertNotNull(getJmxServiceUrlFactory());	4.47	0	0	1	0	0
0	amlinv/stat-collection-utils	JMXRemoteUrlConnectionFactoryTest	testGetSetLog	assertNotNull(this.factory.getLog());	assertNotNull(factory.getLog());	2.53	0	0	1	0	0
0	amlinv/stat-collection-utils	JolokiaConnectionTest	testQueryNames	assertEquals(2,result.size());	assertEquals(new HashSet<>(Arrays.asList(testName1,testName2)),focal.queryNames(queryExp,null));	3.9	0	0	1	0	0
0	amlinv/stat-collection-utils	AttributeInjectorTest	testCopyOutWithLongForIntFields	assertEquals(17,this.target.intValue);	assertEquals(17, target.getxAttIntNameX());	5.6	0	0	1	0	0
0	amlinv/stat-collection-utils	ParameterReplacerTest	testNoPatternMatch	assertEquals(result,"STR");	assertEquals("test-pattern-with-param-TestValue-at-end", result);	7.4	0	0	1	0	0
0	amlinv/stat-collection-utils	BatchPollProcessorTest	testGetSetLog	assertNotNull(this.processor.getLog());	assertNotNull(processor.getLog());	4.94	0	0	1	0	0
0	amlinv/stat-collection-utils	ObjectQueryPreparerTest	testPrepareObjectQuery	assertSame(this.testTarget001,result.getTarget());	assertNotNull(preparer);	2.92	0	0	1	0	0
0	amlinv/stat-collection-utils	JmxAttributePollerTest	testGetPolledObjects	assertEquals(this.polledObjects,this.poller.getPolledObjects());	assertEquals(Collections.unmodifiableList(polledObjects), poller.getPolledObjects());	3.54	0	0	1	0	0
0	NanoHttpd/nanohttpd	TestNanolets	testGeneralHandlerGetStatus	Assert.assertEquals("STR",Status.OK,newRouterNanoHTTPD.GeneralHandler().getStatus());	assertEquals(Status.OK, new GeneralHandler().getStatus());	12.31	0	0	1	0	0
0	OpenLiberty/ci.common	DevUtilPrepareDockerfileTest	testDisableOpenJ9SCC_mixedcase	assertEquals(expectedDockerfileLines,dockerfileLines);	assertEquals(expectedDockerfileLines, dockerfileLines);	5.96	1	0	0	0	0
0	TeachingKidsProgramming/TeachingKidsProgramming.Source.Java	StringUtilsTest	testNullIsEmpty	assertTrue(StringUtils.isEmpty(null));	assertTrue(isEmpty(null));	8.62	0	1	0	0	0
0	Yubico/yubico-java-client	YubicoClientTest	testBadSignature	assertEquals(ResponseStatus.BAD_SIGNATURE,response.getStatus());	assertEquals(ResponseStatus.BAD_SIGNATURE, response.getStatus());	4.8	1	0	0	0	0
0	amlinv/stat-collection-utils	JMXJvmIdConnectionFactoryTest	testGetSetJmxConnectorFactoryDelegate	assertTrue(this.factory.getJmxConnectorFactoryDelegate()instanceofDefaultJmxConnectorFactoryDelegate);	assertEquals(this.mockJmxConnectorFactoryDelegate, getJmxConnectorFactoryDelegate());	3.68	0	0	1	0	0
0	amlinv/stat-collection-utils	JMXRemoteUrlConnectionFactoryTest	testCreateConnection	assertSame(this.mockJmxMBeanConnection,result);	assertNotNull(factory);	2.62	0	0	1	0	0
0	amlinv/stat-collection-utils	ObjectQueryPreparerTest	testPrepareObjectQueryWithParameterReplacement	assertSame(this.testTarget002,result.getTarget());	assertEquals(target, testTarget001.getTarget());	6.15	0	0	1	0	0
0	amlinv/stat-collection-utils	JmxAttributePollerTest	testGetSetLog	assertNotNull(this.poller.getLog());	assertNotNull(poller.getLog());	3.24	0	0	1	0	0
0	cucumber-ltd/cucumber-pro-plugin-jvm	ConfigTest	unset_value_is_null	assertTrue(config.isNull("STR"));	assertNull(config.isNull("any_key"));	11.05	0	0	1	0	0
0	NanoHttpd/nanohttpd	TestNanolets	testStaticPageHandlerGetStatus	Assert.assertEquals("STR",Status.OK,newRouterNanoHTTPD.StaticPageHandler().getStatus());	assertEquals(Status.OK, new StaticPageHandler().getStatus());	13.25	0	0	1	0	0
0	OpenLiberty/ci.common	DevUtilPrepareDockerfileTest	testDisableOpenJ9SCC_negative	assertEquals(expectedDockerfileLines,dockerfileLines);	assertFalse(dockerfileLines.contains("ENV OPENJ9_SCC=false"));	6.35	0	1	0	0	0
0	TeachingKidsProgramming/TeachingKidsProgramming.Source.Java	StringUtilsTest	testEmptyIsEmpty	assertTrue(StringUtils.isEmpty("STR"));	assertTrue(isEmpty(""));	8.26	0	1	0	0	0
0	Yubico/yubico-java-client	YubicoClientTest	testUnPrintableOTP	assertFalse(YubicoClient.isValidOTPFormat(otp));	assertFalse(isValidOTPFormat(otp));	6.83	0	0	1	0	0
0	amlinv/stat-collection-utils	JMXJvmIdConnectionFactoryTest	testGetSetJmxMbeanConnectorFactory	assertTrue(this.factory.getJmxMBeanConnectionFactory()instanceofDefaultJmxMBeanConnectionFactory);	assertNotNull(factory.getJmxMBeanConnectionFactory());	3.09	0	0	1	0	0
0	amlinv/stat-collection-utils	JMXRemoteUrlConnectionFactoryTest	testGetTargetDescription	assertEquals("STR",this.factory.getTargetDescription());	assertEquals("jmx:url=x-jmx-service-url-x", new JMXRemoteUrlConnectionFactory(this.mockJmxServiceUrl).getTargetDescription());	4.55	0	0	1	0	0
0	amlinv/stat-collection-utils	ObjectQueryPreparerTest	testPrepareObjectNoMBeanLocation	assertNull(result);	assertNotNull(preparer);	2.94	0	0	1	0	0
0	amlinv/stat-collection-utils	JmxAttributePollerTest	testGetSetAttributeInjector	assertNotNull(this.poller.getAttributeInjector());	assertEquals(expected, actual);	4.34	0	0	1	0	0
0	basis-technology-corp/tcl-regex-java	RangeTest	testUpper	assertThat("STR",matches(exp));	assertEquals("[[:upper:]]", exp.pattern());	9.89	0	1	0	0	0
0	DigitalPebble/storm-crawler	WARCRecordFormatTest	testWarcDateFormat	assertEquals("STR",format.getCaptureTime(metadata));	assertEquals("<Expected Date Format>", getCaptureTime(metadata));	94.82	0	1	0	0	0
0	NanoHttpd/nanohttpd	TestNanolets	testError404UriHandlerGetStatus	Assert.assertEquals("STR",Status.NOT_FOUND,newRouterNanoHTTPD.Error404UriHandler().getStatus());	assertEquals(Status.NOT_FOUND, new Error404UriHandler().getStatus());	13.07	0	0	1	0	0
0	TeachingKidsProgramming/TeachingKidsProgramming.Source.Java	StringUtilsTest	testIsEmpty	assertFalse(StringUtils.isEmpty("STR"));	assertTrue(isEmpty(""));	7.22	0	1	0	0	0
0	Yubico/yubico-java-client	YubicoClientTest	testShortOTP	assertFalse(YubicoClient.isValidOTPFormat(otp));	assertTrue(isValidOTPFormat(otp));	3.85	0	0	1	0	0
0	amlinv/stat-collection-utils	JMXJvmIdConnectionFactoryTest	testCreateConnection	assertSame(result,this.mockJmxMbeanConnection);	assertNotNull(result);	3.25	0	0	1	0	0
0	amlinv/stat-collection-utils	ObjectQueryPreparerTest	testPrepareObjectNoSetters	assertNull(result);	assertEquals(null, preparer.prepareObjectQuery(null));	3.5	0	0	1	0	0
0	amlinv/stat-collection-utils	JmxAttributePollerTest	testGetSetBatchPollProcessor	assertNotNull(this.poller.getBatchPollProcessor());	assertEquals(expected, actual);	4.19	0	0	1	0	0
0	cucumber-ltd/cucumber-pro-plugin-jvm	ConfigTest	has_yaml_representation	assertEquals(expected,config.toYaml("STR"));	assertEquals("---\na:\n  b:\n    c:\n      d:\n        e: \"1\"\nc:\n  d:\n    e: \"3\"\nd:\n  e: \"4\"\n\naa:\n  x:\n    y:\n      z: \"X\"\n", config.toYaml(""));	15.65	0	0	1	0	0
0	NanoHttpd/nanohttpd	TestNanolets	testError404UriHandlerGetMimeType	Assert.assertEquals("STR","STR",newRouterNanoHTTPD.Error404UriHandler().getMimeType());	assertEquals("text/html", new Error404UriHandler().getMimeType());	12.51	0	0	1	0	0
0	OpenLiberty/ci.common	DevUtilPrepareDockerfileTest	testRemoveEarFileLines	assertEquals(expectedDockerfileLines,dockerfileLines);	assertEquals(expectedDockerfileLines, dockerfileLines);	5.97	1	0	0	0	0
0	Yubico/yubico-java-client	YubicoClientTest	testLongOTP	assertFalse(YubicoClient.isValidOTPFormat(otp));	assertFalse(isValidOTPFormat(otp));	3.5	0	0	1	0	0
0	amlinv/stat-collection-utils	JmxAttributePollerTest	testGetSetObjectQueryPreparer	assertNotNull(this.poller.getObjectQueryPreparer());	assertEquals(expected, actual);	7.51	0	0	1	0	0
0	Yubico/yubico-java-client	YubicoClientTest	testTwoQueries	assertEquals(ResponseStatus.REPLAYED_OTP,response.getStatus());	assertEquals(ResponseStatus.OK, response.getStatus());	5.29	0	0	1	0	0
0	amlinv/stat-collection-utils	JMXJvmIdConnectionFactoryTest	testCreateConnectionFailedToGetUrl	assertNull(result);	assertNull(this.factory.createConnection());	3.25	0	0	1	0	0
0	amlinv/stat-collection-utils	JmxAttributePollerTest	testPoll	assertEquals(2,processes.size());	assertEquals(2, poller.getProcesses().size());	3.27	0	0	1	0	0
0	Yubico/yubico-java-client	YubicoClientTest	testBadUrls	fail("STR");	assertNotNull(client);	3.75	0	0	1	0	0
0	amlinv/stat-collection-utils	JMXJvmIdConnectionFactoryTest	testAssertOnConnect	assertNull(result);	assertEquals("x-attach-not-supported-exc-x", ex.getMessage());	3.38	0	0	1	0	0
0	amlinv/stat-collection-utils	JmxAttributePollerTest	testSchedulerStepIsBlocking	assertTrue(process.getNextStep().isBlocking());	assertTrue(process.getNextStep().isBlocking());	2.89	0	0	1	0	0
0	Yubico/yubico-java-client	YubicoClientTest	testGoodAndBadUrls	assertEquals(ResponseStatus.REPLAYED_OTP,response.getStatus());	assertEquals(YubicoResponseStatus.OK, client.verify(otp).getStatus());	6.06	0	0	1	0	0
0	amlinv/stat-collection-utils	JMXJvmIdConnectionFactoryTest	testGetTargetDescription	assertEquals("STR",this.factory.getTargetDescription());	assertEquals(expected, actual);	4.36	0	0	1	0	0
0	amlinv/stat-collection-utils	JmxAttributePollerTest	testGetStepWhenProcessDone	assertNull(process.getNextStep());	assertNull(process.getNextStep());	2.87	0	0	1	0	0
0	Yubico/yubico-java-client	YubicoClientTest	testValidOTPPublicId	assertEquals(testPublicId,resultPublicId);	assertEquals(testPublicId, resultPublicId);	7.43	1	0	0	0	0
0	amlinv/stat-collection-utils	JmxAttributePollerTest	testGetStepAfterShutdown	assertNull(process.getNextStep());	assertFalse(poller.isRunning());	3.21	0	0	1	0	0
0	NanoHttpd/nanohttpd	TestNanolets	testProvidedPriorityRoutePrioritizerNullHandler	Assert.assertEquals(0,routePrioritizer.getPrioritizedRoutes().size());	assertNotNull(routePrioritizer.getPrioritizedRoutes());	16.55	0	0	1	0	0
0	NanoHttpd/nanohttpd	TestNanolets	testUriResourceComparator	Assert.assertTrue(r1.compareTo(null)>=1);	assertEquals(0, new UriResource("uri", null).compareTo(new UriResource("uri", null)));	14.13	0	0	1	0	0
0	PeterisP/morphology	TokenizeTest	sentences_isolated_quotes	assertEquals(1,sentences.size());	assertNotNull(sentences);	13.77	0	1	0	0	0
0	PeterisP/morphology	MorphologyTest	pieci	assertTrue(pieci.isRecognized());	assertNotNull(pieci);	8.05	0	1	0	0	0
0	PeterisP/morphology	MorphologyTest	lūzīs	assertTrue(lūzīs.isRecognized());	assertTrue(lūzīs.isRecognized());	11.17	1	0	0	0	0
0	PeterisP/morphology	MorphologyTest	ģenerēšana	assertNounInflection(formas,AttributeNames.v_Singular,AttributeNames.v_Genitive,"STR","STR");	assertNotNull(locītājs.generateInflections("Valdis"));	13.1	0	1	0	0	0
0	PeterisP/morphology	MorphologyTest	korpuss_20130606	assertTrue(acs.isRecognized());	assertTrue(acs.isRecognized());	8.77	1	0	0	0	0
0	PeterisP/morphology	MorphologyTest	lociishanas_lielie_burti	assertNounInflection(formas,AttributeNames.v_Singular,AttributeNames.v_Genitive,"STR","STR");	assertNotNull(locītājs);	9.47	0	1	0	0	0
0	PeterisP/morphology	MorphologyTest	rozā	assertEquals(1,formas.size());	assertEquals(1, formas.size());	9.61	1	0	0	0	0
0	PeterisP/morphology	MorphologyTest	nelocīt	assertEquals(0,formas.size());	assertTrue(locītājs.generateInflections("yyyyyyy").isEmpty());	10.12	0	1	0	0	0
0	PeterisP/morphology	MorphologyTest	locīt_ar_sliktu_paradigmu	assertTrue(true);	assertNotNull(locītājs);	9.26	0	1	0	0	0
0	PeterisP/morphology	MorphologyTest	pase	assertInflection(pase,dskg,"STR");	assertTrue(pase.size() > 0 && kase.size() > 0 && rase.size() > 0);	17.07	0	1	0	0	0
0	PeterisP/morphology	MorphologyTest	žirafe	assertTrue(w.isRecognized());	assertTrue(w.isRecognized());	9.06	1	0	0	0	0
0	PeterisP/morphology	MorphologyTest	jaundzimušākais	assertTrue(w.isRecognized());	assertTrue(w.isRecognized());	9.08	1	0	0	0	0
0	PeterisP/morphology	MorphologyTest	ticket_26	assertTrue(w.isRecognized());	assertTrue(w.isRecognized());	17.23	1	0	0	0	0
0	PeterisP/morphology	MorphologyTest	saites	assertTrue(w.isRecognized());	assertTrue(w.isRecognized());	11.3	1	0	0	0	0
0	PeterisP/morphology	MorphologyTest	celties	assertTrue(w.isRecognized());	assertNotNull(w);	8.44	0	1	0	0	0
0	PeterisP/morphology	MorphologyTest	overzealous_verb_guessing	assertTrue(w.isRecognized());	assertTrue(w.isRecognized());	10.84	1	0	0	0	0
0	PeterisP/morphology	MorphologyTest	korpusa_neatpazītie_20210308	assertTrue(w.isRecognized());	assertTrue(w.isRecognized());	9.25	1	0	0	0	0
0	PeterisP/morphology	MorphologyTest	inflexible_genitive_generation	assertEquals(1,formas.size());	assertNotNull(locītājs.generateInflections("example"));	13.96	0	1	0	0	0
0	AlejandroRivera/embedded-rabbitmq	RandomPortSupplierTest	testRandomPortIsReturned	assertThat(port,not(equalTo(0)));	assertTrue(port > 0 && port < 65535);	13.54	0	0	1	0	0
0	fluenda/ParCEFone	MacAddressTest	testAddressNormalizedSeparator	assertEquals(NORMALIZED_ADDRESS,macAddress.toString());	assertEquals(NORMALIZED_ADDRESS, macAddress.toString());	6.11	1	0	0	0	0
