TestID	VariantID	Project	TestClass	TestName	TrueOracle	GenOracle	Time	Corr	Incorr	BuildErr	RunErr	TestFailure
	5	/	JmxAttributePollerTest	testGetSetAttributeInjector	assertNotNull(this.poller.getAttributeInjector());	assertSame(expected,actual);	3.3467001914978027	0	0	1	0	0
	6	/	JmxAttributePollerTest	testGetSetAttributeInjector	assertNotNull(this.poller.getAttributeInjector());	assertNotSame(expected,actual);	3.0157618522644043	0	0	1	0	0
	7	/	JmxAttributePollerTest	testGetSetAttributeInjector	assertNotNull(this.poller.getAttributeInjector());	assertNull(object);	2.999647855758667	0	0	1	0	0
	8	/	JmxAttributePollerTest	testGetSetAttributeInjector	assertNotNull(this.poller.getAttributeInjector());	assertThrows(expectedException,executable);	3.5824079513549805	0	0	1	0	0
	12	/	JmxAttributePollerTest	testGetSetAttributeInjector	assertNotNull(this.poller.getAttributeInjector());	assertArrayEquals(expectedArray,actualArray);	3.4649620056152344	0	0	1	0	0
0	0	fizzed/jne	JNETest	findFile	assertThat(file,is(not(nullValue())));	assertNotNull(file);	11.83063793182373	0	1	0	0	0
	1	/	JNETest	findFile	assertThat(file,is(not(nullValue())));	assertTrue(file.exists());	13.084820032119751	0	1	0	0	0
	2	/	JNETest	findFile	assertThat(file,is(not(nullValue())));	"assertEquals(""resource-linux-x64.txt"",file.getName());"	12.270336151123047	0	1	0	0	0
	3	/	JNETest	findFile	assertThat(file,is(not(nullValue())));	assertTrue(file.isFile());	13.048555135726929	0	1	0	0	0
	4	/	JNETest	findFile	assertThat(file,is(not(nullValue())));	assertNotEquals(null,file);	11.395673036575317	0	1	0	0	0
	5	/	JNETest	findFile	assertThat(file,is(not(nullValue())));	assertFalse(file.isDirectory());	11.203421831130981	0	1	0	0	0
	7	/	JNETest	findFile	assertThat(file,is(not(nullValue())));	"assertNull(JNE.findFile(""non-existing-file.txt"",options));"	11.278582096099854	0	1	0	0	0
	8	/	JNETest	findFile	assertThat(file,is(not(nullValue())));	assertFalse(file.isHidden());	11.021015882492065	0	1	0	0	0
	9	/	JNETest	findFile	assertThat(file,is(not(nullValue())));	assertTrue(file.canRead());	10.993797063827515	0	1	0	0	0
	10	/	JNETest	findFile	assertThat(file,is(not(nullValue())));	assertTrue(file.canWrite());	10.896945238113403	0	1	0	0	0
