TestID	VariantID	Project	TestClass	TestName	TrueOracle	GenOracle	Corr	Sorted	Time
	5	/	FailureTypeTest	testFromPropertyValue_empty	assertThat(types,is(empty()));	assertNotEquals(0,types.size());	0	1	39.71981191635132
	6	/	FailureTypeTest	testFromPropertyValue_empty	assertThat(types,is(empty()));	assertTrue(types.stream().allMatch(Objects::isNull));	0	1	39.71981191635132
	7	/	FailureTypeTest	testFromPropertyValue_empty	assertThat(types,is(empty()));	assertFalse(types.stream().anyMatch(Objects::isNull));	0	1	39.71981191635132
	8	/	FailureTypeTest	testFromPropertyValue_empty	assertThat(types,is(empty()));	assertTrue(types.stream().allMatch(type->typeinstanceofFailureType));	0	1	39.71981191635132
	9	/	FailureTypeTest	testFromPropertyValue_empty	assertThat(types,is(empty()));	assertFalse(types.stream().anyMatch(type->typeinstanceofString));	0	1	39.71981191635132
27	0	hazelcast/hazelcast-simulator	FailureCollectorTest	notify_withPoisonPill	failureCollector.notify(normalExitFailure);	assertEquals(0,criticalFailureCounter.get());	0	1	36.64612078666687
	1	/	FailureCollectorTest	notify_withPoisonPill	failureCollector.notify(normalExitFailure);	assertTrue(criticalFailureCounter.get()>=0);	0	1	36.64612078666687
	2	/	FailureCollectorTest	notify_withPoisonPill	failureCollector.notify(normalExitFailure);	assertTrue(nonCriticalFailureCounter.get()<=0);	0	1	36.64612078666687
	3	/	FailureCollectorTest	notify_withPoisonPill	failureCollector.notify(normalExitFailure);	"assertEquals(""STR"",exceptionFailure.getFailureContext());"	0	1	36.64612078666687
	4	/	FailureCollectorTest	notify_withPoisonPill	failureCollector.notify(normalExitFailure);	assertEquals(WORKER_EXCEPTION,exceptionFailure.getType());	0	1	36.64612078666687
	5	/	FailureCollectorTest	notify_withPoisonPill	failureCollector.notify(normalExitFailure);	assertNull(normalExitFailure.getOutput());	0	1	36.64612078666687
	6	/	FailureCollectorTest	notify_withPoisonPill	failureCollector.notify(normalExitFailure);	assertEquals(WORKER_NORMAL_EXIT,normalExitFailure.getType());	0	1	36.64612078666687
	7	/	FailureCollectorTest	notify_withPoisonPill	failureCollector.notify(normalExitFailure);	assertTrue(registry.containsAddress(agentAddress));	0	1	36.64612078666687
	8	/	FailureCollectorTest	notify_withPoisonPill	failureCollector.notify(normalExitFailure);	assertTrue(registry.containsAgent(agentAddress));	0	1	36.64612078666687
	9	/	FailureCollectorTest	notify_withPoisonPill	failureCollector.notify(normalExitFailure);	"assertEquals(""STR"",failureCollector.getOutputDir().getName());"	0	1	36.64612078666687
28	0	hazelcast/hazelcast-simulator	BaseThreadStateTest	randomInt_withBound	assertTrue(value>=0);	assertNotNull(value);	0	1	31.433183908462524
	1	/	BaseThreadStateTest	randomInt_withBound	assertTrue(value>=0);	assertTrue(value>=0&&value<100);	0	1	31.433183908462524
	2	/	BaseThreadStateTest	randomInt_withBound	assertTrue(value>=0);	assertFalse(value<0||value>=100);	0	1	31.433183908462524
	3	/	BaseThreadStateTest	randomInt_withBound	assertTrue(value>=0);	assertTrue(value>=0&&value<=100);	0	1	31.433183908462524
	4	/	BaseThreadStateTest	randomInt_withBound	assertTrue(value>=0);	assertTrue(value<100);	0	1	31.433183908462524
	5	/	BaseThreadStateTest	randomInt_withBound	assertTrue(value>=0);	assertTrue(value<101);	0	1	31.433183908462524
	6	/	BaseThreadStateTest	randomInt_withBound	assertTrue(value>=0);	assertEquals(value,state.randomInt(100));	0	1	31.433183908462524
	7	/	BaseThreadStateTest	randomInt_withBound	assertTrue(value>=0);	assertEquals(state.randomInt(100),value);	0	1	31.433183908462524
	8	/	BaseThreadStateTest	randomInt_withBound	assertTrue(value>=0);	assertTrue(value!=state.randomInt(99));	0	1	31.433183908462524
	9	/	BaseThreadStateTest	randomInt_withBound	assertTrue(value>=0);	assertNotEquals(value,100);	0	1	31.433183908462524
29	0	OpenLiberty/ci.common	JavaCompilerOptionsTest	testDefaultOptions	assertEquals(1,result.size());	assertNotNull(jco);	0	1	27.764355897903442
	1	/	JavaCompilerOptionsTest	testDefaultOptions	assertEquals(1,result.size());	assertEquals(0,result.size());	0	1	27.764355897903442
	2	/	JavaCompilerOptionsTest	testDefaultOptions	assertEquals(1,result.size());	assertTrue(result.isEmpty());	0	1	27.764355897903442
	3	/	JavaCompilerOptionsTest	testDefaultOptions	assertEquals(1,result.size());	assertTrue(options.containsAll(result));	0	1	27.764355897903442
	4	/	JavaCompilerOptionsTest	testDefaultOptions	assertEquals(1,result.size());	assertFalse(options.isEmpty());	0	1	27.764355897903442
	5	/	JavaCompilerOptionsTest	testDefaultOptions	assertEquals(1,result.size());	assertSame(jco,jco);	0	1	27.764355897903442
	6	/	JavaCompilerOptionsTest	testDefaultOptions	assertEquals(1,result.size());	assertNotSame(result,options);	0	1	27.764355897903442
	7	/	JavaCompilerOptionsTest	testDefaultOptions	assertEquals(1,result.size());	assertEquals(jco.getClass(),jco.getClass());	0	1	27.764355897903442
	8	/	JavaCompilerOptionsTest	testDefaultOptions	assertEquals(1,result.size());	"assertFalse(""STR"");"	0	1	27.764355897903442
	9	/	JavaCompilerOptionsTest	testDefaultOptions	assertEquals(1,result.size());	"assertNotEquals(""STR"",release);"	0	1	27.764355897903442
30	0	OpenLiberty/ci.common	DevUtilTest	testGeneratedConfigFiles	"assertTrue(""STR"",util.isGeneratedConfigFile(sourceFile,configDirectory,targetDir));"	assertTrue(isGeneratedConfigFile(src,srcDir,targetDir));	0	1	68.46402883529663
	1	/	DevUtilTest	testGeneratedConfigFiles	"assertTrue(""STR"",util.isGeneratedConfigFile(sourceFile,configDirectory,targetDir));"	assertFalse(isGeneratedConfigFile(targetDir,srcDir,targetDir));	0	1	68.46402883529663
	2	/	DevUtilTest	testGeneratedConfigFiles	"assertTrue(""STR"",util.isGeneratedConfigFile(sourceFile,configDirectory,targetDir));"	assertNotNull(src);	0	1	68.46402883529663
	3	/	DevUtilTest	testGeneratedConfigFiles	"assertTrue(""STR"",util.isGeneratedConfigFile(sourceFile,configDirectory,targetDir));"	"assertEquals(src.getName(),""STR"");"	0	1	68.46402883529663
	4	/	DevUtilTest	testGeneratedConfigFiles	"assertTrue(""STR"",util.isGeneratedConfigFile(sourceFile,configDirectory,targetDir));"	assertNotNull(util);	0	1	68.46402883529663
	5	/	DevUtilTest	testGeneratedConfigFiles	"assertTrue(""STR"",util.isGeneratedConfigFile(sourceFile,configDirectory,targetDir));"	assertSame(util,getNewDevUtil(serverDirectory));	0	1	68.46402883529663
	6	/	DevUtilTest	testGeneratedConfigFiles	"assertTrue(""STR"",util.isGeneratedConfigFile(sourceFile,configDirectory,targetDir));"	assertFalse(util.isDirectory(serverDirectory));	0	1	68.46402883529663
	7	/	DevUtilTest	testGeneratedConfigFiles	"assertTrue(""STR"",util.isGeneratedConfigFile(sourceFile,configDirectory,targetDir));"	assertTrue(util.filesMatch(targetDir.list(),configDirectory.list()));	0	1	68.46402883529663
	8	/	DevUtilTest	testGeneratedConfigFiles	"assertTrue(""STR"",util.isGeneratedConfigFile(sourceFile,configDirectory,targetDir));"	assertNotSame(configDirectory,util);	0	1	68.46402883529663
	9	/	DevUtilTest	testGeneratedConfigFiles	"assertTrue(""STR"",util.isGeneratedConfigFile(sourceFile,configDirectory,targetDir));"	"assertEquals(util.getJavaVersion(),""STR"");"	0	1	68.46402883529663
31	0	dbmdz/iiif-apis	SpecExamplesDeserializationTest	testManifestWithRanges	assertThat(manifest.getSequences()).isEmpty();	assertNotNull(getSequences());	0	1	71.64785695075989
	1	/	SpecExamplesDeserializationTest	testManifestWithRanges	assertThat(manifest.getSequences()).isEmpty();	assertTrue(getSequences().size()>0);	0	1	71.64785695075989
	2	/	SpecExamplesDeserializationTest	testManifestWithRanges	assertThat(manifest.getSequences()).isEmpty();	assertTrue(getSequences().get(0)instanceofSequence);	0	1	71.64785695075989
	3	/	SpecExamplesDeserializationTest	testManifestWithRanges	assertThat(manifest.getSequences()).isEmpty();	assertFalse(getSequences().contains(null));	0	1	71.64785695075989
	4	/	SpecExamplesDeserializationTest	testManifestWithRanges	assertThat(manifest.getSequences()).isEmpty();	assertEquals(EXPECTED_SEQUENCE_COUNT,getSequences().size());	0	1	71.64785695075989
	5	/	SpecExamplesDeserializationTest	testManifestWithRanges	assertThat(manifest.getSequences()).isEmpty();	assertEquals(EXPECTED_START_CANVAS,getSequences().get(0).getStartCanvas());	0	1	71.64785695075989
	6	/	SpecExamplesDeserializationTest	testManifestWithRanges	assertThat(manifest.getSequences()).isEmpty();	assertEquals(EXPECTED_VIEWING_DIRECTION,getSequences().get(0).getViewingDirection());	0	1	71.64785695075989
	7	/	SpecExamplesDeserializationTest	testManifestWithRanges	assertThat(manifest.getSequences()).isEmpty();	assertEquals(EXPECTED_LABEL,getSequences().get(0).getLabel());	0	1	71.64785695075989
	8	/	SpecExamplesDeserializationTest	testManifestWithRanges	assertThat(manifest.getSequences()).isEmpty();	assertEquals(EXPECTED_CANVASES_COUNT,getSequences().get(0).getCanvases().size());	0	1	71.64785695075989
	9	/	SpecExamplesDeserializationTest	testManifestWithRanges	assertThat(manifest.getSequences()).isEmpty();	assertEquals(EXPECTED_TOTAL_CANVASSES_COUNT,getSequences().get(0).getTotalCanvases());	0	1	71.64785695075989
32	0	orientechnologies/orientdb	TrackedSetTest	testClearTwo	assertFalse(doc.isDirty());	assertFalse(doc.isDirty());	1	1	40.13537383079529
	1	/	TrackedSetTest	testClearTwo	assertFalse(doc.isDirty());	assertTrue(!doc.isDirty());	0	1	40.13537383079529
	2	/	TrackedSetTest	testClearTwo	assertFalse(doc.isDirty());	assertEquals(false,doc.isDirty());	0	1	40.13537383079529
	3	/	TrackedSetTest	testClearTwo	assertFalse(doc.isDirty());	assertThat(doc.isDirty(),equalTo(false));	0	1	40.13537383079529
	4	/	TrackedSetTest	testClearTwo	assertFalse(doc.isDirty());	assertThat(doc.isDirty(),is(not(true)));	0	1	40.13537383079529
	5	/	TrackedSetTest	testClearTwo	assertFalse(doc.isDirty());	assertIterableEquals(Collections.singletonList(false),Collections.singletonList(doc.isDirty()));	0	1	40.13537383079529
	6	/	TrackedSetTest	testClearTwo	assertFalse(doc.isDirty());	assertNotEquals(true,doc.isDirty());	0	1	40.13537383079529
	7	/	TrackedSetTest	testClearTwo	assertFalse(doc.isDirty());	assertSame(false,doc.isDirty());	0	1	40.13537383079529
	8	/	TrackedSetTest	testClearTwo	assertFalse(doc.isDirty());	assertArrayEquals(newObject[]{false},newObject[]{doc.isDirty()});	0	1	40.13537383079529
	9	/	TrackedSetTest	testClearTwo	assertFalse(doc.isDirty());	assertThat(newObject[]{doc.isDirty()}).contains(false);	0	1	40.13537383079529
33	0	orientechnologies/orientdb	OSBTreeBonsaiNonLeafBucketTest	testInitialization	assertEquals(treeBucket.size(),0);	assertTrue(getIntValue(offset+SIZE_OFFSET)>0);	0	1	35.73662614822388
	1	/	OSBTreeBonsaiNonLeafBucketTest	testInitialization	assertEquals(treeBucket.size(),0);	assertNotNull(cacheEntry);	0	1	35.73662614822388
	2	/	OSBTreeBonsaiNonLeafBucketTest	testInitialization	assertEquals(treeBucket.size(),0);	assertTrue(bufferPool.getSize()>0);	0	1	35.73662614822388
	3	/	OSBTreeBonsaiNonLeafBucketTest	testInitialization	assertEquals(treeBucket.size(),0);	assertNotNull(pointer);	0	1	35.73662614822388
	4	/	OSBTreeBonsaiNonLeafBucketTest	testInitialization	assertEquals(treeBucket.size(),0);	assertEquals(0,cachePointer.getParentCacheEntry().getPageIndex());	0	1	35.73662614822388
	5	/	OSBTreeBonsaiNonLeafBucketTest	testInitialization	assertEquals(treeBucket.size(),0);	assertFalse(treeBucket.isLeaf());	0	1	35.73662614822388
	6	/	OSBTreeBonsaiNonLeafBucketTest	testInitialization	assertEquals(treeBucket.size(),0);	assertEquals(0,treeBucket.getSize());	0	1	35.73662614822388
	7	/	OSBTreeBonsaiNonLeafBucketTest	testInitialization	assertEquals(treeBucket.size(),0);	assertArrayEquals(newbyte[0],treeBucket.getRawBuffer());	0	1	35.73662614822388
	8	/	OSBTreeBonsaiNonLeafBucketTest	testInitialization	assertEquals(treeBucket.size(),0);	assertEquals(0,treeBucket.getLeftChild());	0	1	35.73662614822388
	9	/	OSBTreeBonsaiNonLeafBucketTest	testInitialization	assertEquals(treeBucket.size(),0);	assertEquals(0,treeBucket.getRightChild());	0	1	35.73662614822388
34	0	orientechnologies/orientdb	RemoteQuerySupportTest	testQueryEmbeddedMap	"assertNotNull(item.getProperty(""STR""));"	assertNotNull(item);	0	1	24.777615070343018
	1	/	RemoteQuerySupportTest	testQueryEmbeddedMap	"assertNotNull(item.getProperty(""STR""));"	assertEquals(doc.getClassName(),item.getClassName());	0	1	24.777615070343018
	2	/	RemoteQuerySupportTest	testQueryEmbeddedMap	"assertNotNull(item.getProperty(""STR""));"	assertEquals(doc.getDocumentId(),item.getIdentity().orElse(null));	0	1	24.777615070343018
	3	/	RemoteQuerySupportTest	testQueryEmbeddedMap	"assertNotNull(item.getProperty(""STR""));"	"assertNotEquals(null,""STR"");"	0	1	24.777615070343018
	4	/	RemoteQuerySupportTest	testQueryEmbeddedMap	"assertNotNull(item.getProperty(""STR""));"	"assertNotNull(""STR"");"	0	1	24.777615070343018
35	0	orientechnologies/orientdb	OByteBufferUtilsTest	testSpecialSplitLong	assertEquals(value,storedValue);	assertEquals(value,storedValue);	1	1	58.92414832115173
	1	/	OByteBufferUtilsTest	testSpecialSplitLong	assertEquals(value,storedValue);	assertNotNull(part1);	0	1	58.92414832115173
	2	/	OByteBufferUtilsTest	testSpecialSplitLong	assertEquals(value,storedValue);	assertNotNull(part2);	0	1	58.92414832115173
	3	/	OByteBufferUtilsTest	testSpecialSplitLong	assertEquals(value,storedValue);	assertNotNull(all);	0	1	58.92414832115173
	4	/	OByteBufferUtilsTest	testSpecialSplitLong	assertEquals(value,storedValue);	assertTrue(part1.remaining()==4);	0	1	58.92414832115173
	5	/	OByteBufferUtilsTest	testSpecialSplitLong	assertEquals(value,storedValue);	assertTrue(part2.remaining()==4);	0	1	58.92414832115173
	6	/	OByteBufferUtilsTest	testSpecialSplitLong	assertEquals(value,storedValue);	assertTrue(all.remaining()==8);	0	1	58.92414832115173
	7	/	OByteBufferUtilsTest	testSpecialSplitLong	assertEquals(value,storedValue);	assertNotEquals(storedValue,0);	0	1	58.92414832115173
	8	/	OByteBufferUtilsTest	testSpecialSplitLong	assertEquals(value,storedValue);	assertNotEquals(value,0);	0	1	58.92414832115173
	9	/	OByteBufferUtilsTest	testSpecialSplitLong	assertEquals(value,storedValue);	assertTrue(storedValue>0);	0	1	58.92414832115173
36	0	orientechnologies/orientdb	ODeleteRecordTaskTest	testSerialization	assertEquals(from.getRid(),to.getRid());	assertNotNull(from);	0	1	32.307265758514404
	1	/	ODeleteRecordTaskTest	testSerialization	assertEquals(from.getRid(),to.getRid());	assertNotNull(to);	0	1	32.307265758514404
	2	/	ODeleteRecordTaskTest	testSerialization	assertEquals(from.getRid(),to.getRid());	assertTrue(frominstanceofODeleteRecordTask);	0	1	32.307265758514404
	3	/	ODeleteRecordTaskTest	testSerialization	assertEquals(from.getRid(),to.getRid());	assertTrue(toinstanceofODeleteRecordTask);	0	1	32.307265758514404
	4	/	ODeleteRecordTaskTest	testSerialization	assertEquals(from.getRid(),to.getRid());	assertTrue(from.getRid()instanceofORecordId);	0	1	32.307265758514404
	5	/	ODeleteRecordTaskTest	testSerialization	assertEquals(from.getRid(),to.getRid());	assertTrue(to.getRid()instanceofORecordId);	0	1	32.307265758514404
	6	/	ODeleteRecordTaskTest	testSerialization	assertEquals(from.getRid(),to.getRid());	assertEquals(from.getRid(),to.getRid());	1	1	32.307265758514404
	7	/	ODeleteRecordTaskTest	testSerialization	assertEquals(from.getRid(),to.getRid());	assertSame(from.getRid(),to.getRid());	0	1	32.307265758514404
	8	/	ODeleteRecordTaskTest	testSerialization	assertEquals(from.getRid(),to.getRid());	assertNotEquals(from.getRid(),newORecordId());	0	1	32.307265758514404
	9	/	ODeleteRecordTaskTest	testSerialization	assertEquals(from.getRid(),to.getRid());	assertNotSame(from,to);	0	1	32.307265758514404
37	0	orientechnologies/orientdb	TestBinaryRecordsQuery	testSelectDeleteBinary	assertEquals(1,res.intValue());	assertNotNull(database);	0	1	41.998780250549316
	1	/	TestBinaryRecordsQuery	testSelectDeleteBinary	assertEquals(1,res.intValue());	assertTrue(database.getClusters().size()>0);	0	1	41.998780250549316
	2	/	TestBinaryRecordsQuery	testSelectDeleteBinary	assertEquals(1,res.intValue());	"assertEquals(""STR"",database.getName());"	0	1	41.998780250549316
	3	/	TestBinaryRecordsQuery	testSelectDeleteBinary	assertEquals(1,res.intValue());	assertNotNull(rec);	0	1	41.998780250549316
	4	/	TestBinaryRecordsQuery	testSelectDeleteBinary	assertEquals(1,res.intValue());	assertTrue(res>0);	0	1	41.998780250549316
	5	/	TestBinaryRecordsQuery	testSelectDeleteBinary	assertEquals(1,res.intValue());	assertNull(database.load(rec.getIdentity()));	0	1	41.998780250549316
	6	/	TestBinaryRecordsQuery	testSelectDeleteBinary	assertEquals(1,res.intValue());	assertTrue(doc.getIdentity().isValid());	0	1	41.998780250549316
	7	/	TestBinaryRecordsQuery	testSelectDeleteBinary	assertEquals(1,res.intValue());	assertEquals(1,database.getMetadata().getClusters().size());	0	1	41.998780250549316
	8	/	TestBinaryRecordsQuery	testSelectDeleteBinary	assertEquals(1,res.intValue());	assertTrue(database.getTransaction().isActive());	0	1	41.998780250549316
	9	/	TestBinaryRecordsQuery	testSelectDeleteBinary	assertEquals(1,res.intValue());	assertFalse(database.isClosed());	0	1	41.998780250549316
38	0	orientechnologies/orientdb	DoubleSerializerTest	testSerializeWALChanges	assertEquals(doubleSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),FIELD_SIZE);	assertEquals(DOUBLE_SIZE,getObjectSizeInByteBuffer(buffer,walChanges,0));	0	1	70.72890496253967
	1	/	DoubleSerializerTest	testSerializeWALChanges	assertEquals(doubleSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),FIELD_SIZE);	assertNotNull(doubleSerializer);	0	1	70.72890496253967
	2	/	DoubleSerializerTest	testSerializeWALChanges	assertEquals(doubleSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),FIELD_SIZE);	assertTrue(OBJECT==OBJECT```and```OBJECT.equals(OBJECT));	0	1	70.72890496253967
	3	/	DoubleSerializerTest	testSerializeWALChanges	assertEquals(doubleSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),FIELD_SIZE);	assertFalse(OBJECT==null```and```OBJECT.equals(null));	0	1	70.72890496253967
	4	/	DoubleSerializerTest	testSerializeWALChanges	assertEquals(doubleSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),FIELD_SIZE);	assertEquals(DOUBLE_SIZE,getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset));	0	1	70.72890496253967
