TestID	VariantID	Project	TestClass	TestName	TrueOracle	GenOracle	Corr	Sorted	Time
23	0	orientechnologies/orientdb	OETLCSVExtractorTest	testCRLFDelimiter	assertFalse(res.isEmpty());	assertNotNull(configurator);	0	1	39.769834995269775
	1	/	OETLCSVExtractorTest	testCRLFDelimiter	assertFalse(res.isEmpty());	assertFalse(configurator.isRegistered());	0	1	39.769834995269775
	2	/	OETLCSVExtractorTest	testCRLFDelimiter	assertFalse(res.isEmpty());	assertTrue(configurator.getLoader()instanceofOETLStubLoader);	0	1	39.769834995269775
	3	/	OETLCSVExtractorTest	testCRLFDelimiter	assertFalse(res.isEmpty());	assertTrue(configurator.getExtractor()instanceofOETLStubRandomExtractor);	0	1	39.769834995269775
	4	/	OETLCSVExtractorTest	testCRLFDelimiter	assertFalse(res.isEmpty());	"assertEquals(""STR"",configurator.getLoader().getName());"	0	1	39.769834995269775
	5	/	OETLCSVExtractorTest	testCRLFDelimiter	assertFalse(res.isEmpty());	assertEquals(0,configurator.getExtractors().size());	0	1	39.769834995269775
	6	/	OETLCSVExtractorTest	testCRLFDelimiter	assertFalse(res.isEmpty());	assertNotNull(configurator.getPipeline());	0	1	39.769834995269775
	7	/	OETLCSVExtractorTest	testCRLFDelimiter	assertFalse(res.isEmpty());	assertTrue(configurator.getPipeline().isEmpty());	0	1	39.769834995269775
	8	/	OETLCSVExtractorTest	testCRLFDelimiter	assertFalse(res.isEmpty());	assertNotEquals(null,configurator.getName());	0	1	39.769834995269775
	9	/	OETLCSVExtractorTest	testCRLFDelimiter	assertFalse(res.isEmpty());	"assertEquals(1,""STR"");"	0	1	39.769834995269775
24	0	orientechnologies/orientdb	TrackedMapTest	testClearTwo	assertFalse(doc.isDirty());	assertEquals(3,trackedMap.size());	0	1	66.44023704528809
	1	/	TrackedMapTest	testClearTwo	assertFalse(doc.isDirty());	assertFalse(trackedMap.isDirty());	0	1	66.44023704528809
	2	/	TrackedMapTest	testClearTwo	assertFalse(doc.isDirty());	"assertTrue(""STR"");"	0	1	66.44023704528809
	3	/	TrackedMapTest	testClearTwo	assertFalse(doc.isDirty());	assertSame(doc,trackedMap.getDocument());	0	1	66.44023704528809
	4	/	TrackedMapTest	testClearTwo	assertFalse(doc.isDirty());	"assertTrue(""STR"");"	0	1	66.44023704528809
	5	/	TrackedMapTest	testClearTwo	assertFalse(doc.isDirty());	assertFalse(trackedMap.isEmpty());	0	1	66.44023704528809
	6	/	TrackedMapTest	testClearTwo	assertFalse(doc.isDirty());	"assertEquals(""STR"",""STR"");"	0	1	66.44023704528809
	7	/	TrackedMapTest	testClearTwo	assertFalse(doc.isDirty());	assertNull(trackedMap.pollLastEntry());	0	1	66.44023704528809
	8	/	TrackedMapTest	testClearTwo	assertFalse(doc.isDirty());	"assertTrue(""STR"");"	0	1	66.44023704528809
	9	/	TrackedMapTest	testClearTwo	assertFalse(doc.isDirty());	assertNotSame(trackedMap.entrySet(),trackedMap.entrySet().iterator().next());	0	1	66.44023704528809
25	0	orientechnologies/orientdb	OSimpleKeyIndexDefinitionTest	testCreateValueCompositeKeyListParam	assertEquals(result,compositeKey);	assertTrue(compositeKey.getKeys().get(0)instanceofInteger);	0	1	93.14971017837524
	1	/	OSimpleKeyIndexDefinitionTest	testCreateValueCompositeKeyListParam	assertEquals(result,compositeKey);	assertEquals(2,compositeKey.getKeys().get(0));	0	1	93.14971017837524
	2	/	OSimpleKeyIndexDefinitionTest	testCreateValueCompositeKeyListParam	assertEquals(result,compositeKey);	assertTrue(compositeKey.getKeys().get(1)instanceofString);	0	1	93.14971017837524
	3	/	OSimpleKeyIndexDefinitionTest	testCreateValueCompositeKeyListParam	assertEquals(result,compositeKey);	"assertEquals(""STR"",compositeKey.getKeys().get(1).toString());"	0	1	93.14971017837524
	4	/	OSimpleKeyIndexDefinitionTest	testCreateValueCompositeKeyListParam	assertEquals(result,compositeKey);	assertNotNull(compositeKey.getKeys());	0	1	93.14971017837524
	5	/	OSimpleKeyIndexDefinitionTest	testCreateValueCompositeKeyListParam	assertEquals(result,compositeKey);	assertEquals(2,compositeKey.getKeys().size());	0	1	93.14971017837524
	6	/	OSimpleKeyIndexDefinitionTest	testCreateValueCompositeKeyListParam	assertEquals(result,compositeKey);	assertFalse(compositeKey.getKeys().isEmpty());	0	1	93.14971017837524
	7	/	OSimpleKeyIndexDefinitionTest	testCreateValueCompositeKeyListParam	assertEquals(result,compositeKey);	assertNotEquals(null,compositeKey.getKeys());	0	1	93.14971017837524
	8	/	OSimpleKeyIndexDefinitionTest	testCreateValueCompositeKeyListParam	assertEquals(result,compositeKey);	assertSame(compositeKey.getKeys().get(0),2);	0	1	93.14971017837524
	9	/	OSimpleKeyIndexDefinitionTest	testCreateValueCompositeKeyListParam	assertEquals(result,compositeKey);	"assertSame(compositeKey.getKeys().get(1),""STR"");"	0	1	93.14971017837524
26	0	orientechnologies/orientdb	OMatchStatementExecutionNewTest	testCommonFriendsArrows	assertTrue(qResult.hasNext());	assertNotNull(qResult);	0	1	58.049057960510254
	1	/	OMatchStatementExecutionNewTest	testCommonFriendsArrows	assertTrue(qResult.hasNext());	assertTrue(qResult.hasNext());	1	1	58.049057960510254
	2	/	OMatchStatementExecutionNewTest	testCommonFriendsArrows	assertTrue(qResult.hasNext());	assertFalse(!qResult.hasNext());	0	1	58.049057960510254
	3	/	OMatchStatementExecutionNewTest	testCommonFriendsArrows	assertTrue(qResult.hasNext());	assertNotEquals(0,qResult.getStats().getTotalRecords());	0	1	58.049057960510254
	4	/	OMatchStatementExecutionNewTest	testCommonFriendsArrows	assertTrue(qResult.hasNext());	assertEquals(1,qResult.getResult().size());	0	1	58.049057960510254
	5	/	OMatchStatementExecutionNewTest	testCommonFriendsArrows	assertTrue(qResult.hasNext());	assertNull(qResult.getErrorMessage());	0	1	58.049057960510254
	6	/	OMatchStatementExecutionNewTest	testCommonFriendsArrows	assertTrue(qResult.hasNext());	"assertNotNull(""STR"");"	0	1	58.049057960510254
	7	/	OMatchStatementExecutionNewTest	testCommonFriendsArrows	assertTrue(qResult.hasNext());	assertNotEquals(null,qResult.getStats().getExecutionTimeMillis());	0	1	58.049057960510254
	8	/	OMatchStatementExecutionNewTest	testCommonFriendsArrows	assertTrue(qResult.hasNext());	assertEquals(1,qResult.getStats().getRecordElapsedTime());	0	1	58.049057960510254
	9	/	OMatchStatementExecutionNewTest	testCommonFriendsArrows	assertTrue(qResult.hasNext());	assertEquals(2,qResult.getStats().getRecordFetches());	0	1	58.049057960510254
27	0	orientechnologies/orientdb	LuceneSpatialGeometryCollectionTest	testGeoCollectionOutsideTx	assertEquals(execute.size(),1);	assertThat(execute,Matchers.hasSize(1));	0	1	37.476101875305176
	1	/	LuceneSpatialGeometryCollectionTest	testGeoCollectionOutsideTx	assertEquals(execute.size(),1);	assertTrue(context.exists(name.getMethodName()));	0	1	37.476101875305176
	2	/	LuceneSpatialGeometryCollectionTest	testGeoCollectionOutsideTx	assertEquals(execute.size(),1);	assertNotNull(test1);	0	1	37.476101875305176
	3	/	LuceneSpatialGeometryCollectionTest	testGeoCollectionOutsideTx	assertEquals(execute.size(),1);	assertTrue(dbinstanceofODatabaseDocument);	0	1	37.476101875305176
	4	/	LuceneSpatialGeometryCollectionTest	testGeoCollectionOutsideTx	assertEquals(execute.size(),1);	assertEquals(ODatabaseType.PLOCAL,type);	0	1	37.476101875305176
	5	/	LuceneSpatialGeometryCollectionTest	testGeoCollectionOutsideTx	assertEquals(execute.size(),1);	assertFalse(db.isClosed());	0	1	37.476101875305176
	6	/	LuceneSpatialGeometryCollectionTest	testGeoCollectionOutsideTx	assertEquals(execute.size(),1);	assertNotNull(db);	0	1	37.476101875305176
	7	/	LuceneSpatialGeometryCollectionTest	testGeoCollectionOutsideTx	assertEquals(execute.size(),1);	assertNotEquals(0,execute.size());	0	1	37.476101875305176
	8	/	LuceneSpatialGeometryCollectionTest	testGeoCollectionOutsideTx	assertEquals(execute.size(),1);	"assertEquals(""STR"",test1.getClassName());"	0	1	37.476101875305176
	9	/	LuceneSpatialGeometryCollectionTest	testGeoCollectionOutsideTx	assertEquals(execute.size(),1);	assertNotEquals(0,db.getClass().getDeclaredFields().length);	0	1	37.476101875305176
28	0	orientechnologies/orientdb	OCommitStatementExecutionTest	testBegin	assertTrue(db.getTransaction()==null||!db.getTransaction().isActive());	assertTrue(db.getTransaction().isActive()==false);	0	1	53.7408561706543
	1	/	OCommitStatementExecutionTest	testBegin	assertTrue(db.getTransaction()==null||!db.getTransaction().isActive());	assertFalse(db.getTransaction().isActive());	0	1	53.7408561706543
	2	/	OCommitStatementExecutionTest	testBegin	assertTrue(db.getTransaction()==null||!db.getTransaction().isActive());	assertNotEquals(true,db.getTransaction().isActive());	0	1	53.7408561706543
	3	/	OCommitStatementExecutionTest	testBegin	assertTrue(db.getTransaction()==null||!db.getTransaction().isActive());	assertTrue(db.isOpen());	0	1	53.7408561706543
	4	/	OCommitStatementExecutionTest	testBegin	assertTrue(db.getTransaction()==null||!db.getTransaction().isActive());	assertFalse(db.isClosed());	0	1	53.7408561706543
	5	/	OCommitStatementExecutionTest	testBegin	assertTrue(db.getTransaction()==null||!db.getTransaction().isActive());	assertNull(db.getTransaction());	0	1	53.7408561706543
	6	/	OCommitStatementExecutionTest	testBegin	assertTrue(db.getTransaction()==null||!db.getTransaction().isActive());	assertNotNull(db);	0	1	53.7408561706543
	7	/	OCommitStatementExecutionTest	testBegin	assertTrue(db.getTransaction()==null||!db.getTransaction().isActive());	assertSame(db,db.getTransaction().getDatabase());	0	1	53.7408561706543
	8	/	OCommitStatementExecutionTest	testBegin	assertTrue(db.getTransaction()==null||!db.getTransaction().isActive());	assertNotSame(db,db.getTransaction().getDatabase());	0	1	53.7408561706543
	9	/	OCommitStatementExecutionTest	testBegin	assertTrue(db.getTransaction()==null||!db.getTransaction().isActive());	"assertThrows(Exception.class,""STR"");"	0	1	53.7408561706543
29	0	orientechnologies/orientdb	OCommandExecutorSQLSelectTest	testComparisonOfShorts	assertEquals(results.size(),2);	assertTrue(results.size()>0);	0	1	38.53159689903259
	1	/	OCommandExecutorSQLSelectTest	testComparisonOfShorts	assertEquals(results.size(),2);	assertFalse(results.isEmpty());	0	1	38.53159689903259
	2	/	OCommandExecutorSQLSelectTest	testComparisonOfShorts	assertEquals(results.size(),2);	assertEquals(3,results.size());	0	1	38.53159689903259
	3	/	OCommandExecutorSQLSelectTest	testComparisonOfShorts	assertEquals(results.size(),2);	assertNotEquals(0,results.size());	0	1	38.53159689903259
	4	/	OCommandExecutorSQLSelectTest	testComparisonOfShorts	assertEquals(results.size(),2);	assertNull(null);	0	1	38.53159689903259
	5	/	OCommandExecutorSQLSelectTest	testComparisonOfShorts	assertEquals(results.size(),2);	assertNotNull(results);	0	1	38.53159689903259
	6	/	OCommandExecutorSQLSelectTest	testComparisonOfShorts	assertEquals(results.size(),2);	assertSame(results,results);	0	1	38.53159689903259
	7	/	OCommandExecutorSQLSelectTest	testComparisonOfShorts	assertEquals(results.size(),2);	assertNotSame(results,null);	0	1	38.53159689903259
	8	/	OCommandExecutorSQLSelectTest	testComparisonOfShorts	assertEquals(results.size(),2);	assertArrayEquals(1,2});	0	1	38.53159689903259
	9	/	OCommandExecutorSQLSelectTest	testComparisonOfShorts	assertEquals(results.size(),2);	"assertEquals(1,""STR"");"	0	1	38.53159689903259
30	0	orientechnologies/orientdb	ODatabaseImportTest	exportImportOnlySchemaTest	"assertTrue(dbImp.getMetadata().getSchema().existsClass(""STR""));"	assertEquals(0,db.getMetadata().getSchema().countClasses());	0	1	81.36387610435486
	1	/	ODatabaseImportTest	exportImportOnlySchemaTest	"assertTrue(dbImp.getMetadata().getSchema().existsClass(""STR""));"	"assertArrayEquals(""STR"",db.getMetadata().getSchema().getClassNames().toArray());"	0	1	81.36387610435486
	2	/	ODatabaseImportTest	exportImportOnlySchemaTest	"assertTrue(dbImp.getMetadata().getSchema().existsClass(""STR""));"	"assertEquals(ODefaultType.INTEGER,""STR"");"	0	1	81.36387610435486
	3	/	ODatabaseImportTest	exportImportOnlySchemaTest	"assertTrue(dbImp.getMetadata().getSchema().existsClass(""STR""));"	"assertNotEquals(ODefaultType.STRING,""STR"");"	0	1	81.36387610435486
	4	/	ODatabaseImportTest	exportImportOnlySchemaTest	"assertTrue(dbImp.getMetadata().getSchema().existsClass(""STR""));"	"assertEquals(true,""STR"");"	0	1	81.36387610435486
	5	/	ODatabaseImportTest	exportImportOnlySchemaTest	"assertTrue(dbImp.getMetadata().getSchema().existsClass(""STR""));"	"assertNotEquals(false,""STR"");"	0	1	81.36387610435486
	6	/	ODatabaseImportTest	exportImportOnlySchemaTest	"assertTrue(dbImp.getMetadata().getSchema().existsClass(""STR""));"	"assertNotNull(""STR"");"	0	1	81.36387610435486
	7	/	ODatabaseImportTest	exportImportOnlySchemaTest	"assertTrue(dbImp.getMetadata().getSchema().existsClass(""STR""));"	"assertNull(""STR"");"	0	1	81.36387610435486
	8	/	ODatabaseImportTest	exportImportOnlySchemaTest	"assertTrue(dbImp.getMetadata().getSchema().existsClass(""STR""));"	"assertSame(""STR"",""STR"");"	0	1	81.36387610435486
	9	/	ODatabaseImportTest	exportImportOnlySchemaTest	"assertTrue(dbImp.getMetadata().getSchema().existsClass(""STR""));"	"assertNotSame(""STR"",""STR"");"	0	1	81.36387610435486
31	0	orientechnologies/orientdb	OSQLFunctionAbsoluteValueTest	testPositiveBigDecimal	assertTrue(resultinstanceofBigDecimal);	assertEquals(newBigDecimal(10.5D),result);	0	1	38.69481897354126
	1	/	OSQLFunctionAbsoluteValueTest	testPositiveBigDecimal	assertTrue(resultinstanceofBigDecimal);	assertTrue(resultinstanceofBigDecimal);	1	1	38.69481897354126
	2	/	OSQLFunctionAbsoluteValueTest	testPositiveBigDecimal	assertTrue(resultinstanceofBigDecimal);	assertNotNull(result);	0	1	38.69481897354126
	3	/	OSQLFunctionAbsoluteValueTest	testPositiveBigDecimal	assertTrue(resultinstanceofBigDecimal);	assertNotEquals(null,result);	0	1	38.69481897354126
	4	/	OSQLFunctionAbsoluteValueTest	testPositiveBigDecimal	assertTrue(resultinstanceofBigDecimal);	assertTrue(resultinstanceofNumber);	0	1	38.69481897354126
	5	/	OSQLFunctionAbsoluteValueTest	testPositiveBigDecimal	assertTrue(resultinstanceofBigDecimal);	assertFalse(resultinstanceofString);	0	1	38.69481897354126
	6	/	OSQLFunctionAbsoluteValueTest	testPositiveBigDecimal	assertTrue(resultinstanceofBigDecimal);	assertEquals(newBigDecimal(10.5D).intValue(),result.intValue());	0	1	38.69481897354126
	7	/	OSQLFunctionAbsoluteValueTest	testPositiveBigDecimal	assertTrue(resultinstanceofBigDecimal);	assertNotEquals(-10.5D,result);	0	1	38.69481897354126
	8	/	OSQLFunctionAbsoluteValueTest	testPositiveBigDecimal	assertTrue(resultinstanceofBigDecimal);	assertNotEquals(newBigDecimal(-10.5D),result);	0	1	38.69481897354126
	9	/	OSQLFunctionAbsoluteValueTest	testPositiveBigDecimal	assertTrue(resultinstanceofBigDecimal);	assertNotSame(null,result);	0	1	38.69481897354126
32	0	orientechnologies/orientdb	OSelectStatementTest	testTranslateLucene	"assertTrue(stm.whereClause.toString().contains(""STR""));"	assertNotNull(stm);	0	1	79.4524290561676
	1	/	OSelectStatementTest	testTranslateLucene	"assertTrue(stm.whereClause.toString().contains(""STR""));"	assertTrue(stminstanceofOSelectStatement);	0	1	79.4524290561676
	2	/	OSelectStatementTest	testTranslateLucene	"assertTrue(stm.whereClause.toString().contains(""STR""));"	assertNull(stm.getOrderBy());	0	1	79.4524290561676
	3	/	OSelectStatementTest	testTranslateLucene	"assertTrue(stm.whereClause.toString().contains(""STR""));"	assertEquals(OCommandDistributedReplicateRequest.DISTRIBUTED_EXECUTION_MODE.RESPONSE.toString(),stm.getDistributedExecutionMode().toString());	0	1	79.4524290561676
	4	/	OSelectStatementTest	testTranslateLucene	"assertTrue(stm.whereClause.toString().contains(""STR""));"	assertTrue(stm.isReadOperation());	0	1	79.4524290561676
	5	/	OSelectStatementTest	testTranslateLucene	"assertTrue(stm.whereClause.toString().contains(""STR""));"	assertFalse(stm.isWriteOperation());	0	1	79.4524290561676
	6	/	OSelectStatementTest	testTranslateLucene	"assertTrue(stm.whereClause.toString().contains(""STR""));"	assertFalse(stm.isIdempotent());	0	1	79.4524290561676
	7	/	OSelectStatementTest	testTranslateLucene	"assertTrue(stm.whereClause.toString().contains(""STR""));"	assertNotNull(stm.getProjection());	0	1	79.4524290561676
	8	/	OSelectStatementTest	testTranslateLucene	"assertTrue(stm.whereClause.toString().contains(""STR""));"	assertEquals(1,stm.getProjection().getItems().size());	0	1	79.4524290561676
	9	/	OSelectStatementTest	testTranslateLucene	"assertTrue(stm.whereClause.toString().contains(""STR""));"	assertTrue(stm.isCacheable());	0	1	79.4524290561676
33	0	orientechnologies/orientdb	OSelectStatementExecutionTest	testLet3	assertTrue(result.hasNext());	assertNotNull(result);	0	1	26.480586051940918
	1	/	OSelectStatementExecutionTest	testLet3	assertTrue(result.hasNext());	assertTrue(result.hasNext());	1	1	26.480586051940918
	2	/	OSelectStatementExecutionTest	testLet3	assertTrue(result.hasNext());	assertEquals(1,result.stream().count());	0	1	26.480586051940918
	3	/	OSelectStatementExecutionTest	testLet3	assertTrue(result.hasNext());	"assertEquals(""STR"",result.getPropertyNames()[0]);"	0	1	26.480586051940918
	4	/	OSelectStatementExecutionTest	testLet3	assertTrue(result.hasNext());	"assertTrue(""STR"");"	0	1	26.480586051940918
	5	/	OSelectStatementExecutionTest	testLet3	assertTrue(result.hasNext());	"assertFalse(""STR"");"	0	1	26.480586051940918
	6	/	OSelectStatementExecutionTest	testLet3	assertTrue(result.hasNext());	"assertEquals(1,""STR"");"	0	1	26.480586051940918
	7	/	OSelectStatementExecutionTest	testLet3	assertTrue(result.hasNext());	"assertNotEquals(2,""STR"");"	0	1	26.480586051940918
	8	/	OSelectStatementExecutionTest	testLet3	assertTrue(result.hasNext());	assertNotNull(db);	0	1	26.480586051940918
	9	/	OSelectStatementExecutionTest	testLet3	assertTrue(result.hasNext());	assertNull(db);	0	1	26.480586051940918
34	0	orientechnologies/orientdb	OSelectStatementExecutionTest	testIndexPrefixUsage	assertTrue(result.hasNext());	assertNotNull(result);	0	1	36.8846070766449
	1	/	OSelectStatementExecutionTest	testIndexPrefixUsage	assertTrue(result.hasNext());	assertTrue(hasNext());	0	1	36.8846070766449
	2	/	OSelectStatementExecutionTest	testIndexPrefixUsage	assertTrue(result.hasNext());	assertFalse(!hasNext());	0	1	36.8846070766449
	3	/	OSelectStatementExecutionTest	testIndexPrefixUsage	assertTrue(result.hasNext());	assertNotSame(db,newODatabaseDocumentTx());	0	1	36.8846070766449
	4	/	OSelectStatementExecutionTest	testIndexPrefixUsage	assertTrue(result.hasNext());	assertEquals(0,0);	0	1	36.8846070766449
	5	/	OSelectStatementExecutionTest	testIndexPrefixUsage	assertTrue(result.hasNext());	assertNotEquals(1,0);	0	1	36.8846070766449
	6	/	OSelectStatementExecutionTest	testIndexPrefixUsage	assertTrue(result.hasNext());	assertSame(db,db);	0	1	36.8846070766449
	7	/	OSelectStatementExecutionTest	testIndexPrefixUsage	assertTrue(result.hasNext());	assertNotSame(className,null);	0	1	36.8846070766449
	8	/	OSelectStatementExecutionTest	testIndexPrefixUsage	assertTrue(result.hasNext());	"assertThat(className,""STR"");"	0	1	36.8846070766449
	9	/	OSelectStatementExecutionTest	testIndexPrefixUsage	assertTrue(result.hasNext());	"assertThat(""STR"",""STR"");"	0	1	36.8846070766449
35	0	orientechnologies/orientdb	OCommandExecutorSQLCreatePropertyTest	testCreateReadOnlyFalseProperty	assertEquals(nameProperty.getName(),PROP_NAME);	assertEquals(nameProperty.getName(),PROP_NAME);	1	1	42.488099098205566
	1	/	OCommandExecutorSQLCreatePropertyTest	testCreateReadOnlyFalseProperty	assertEquals(nameProperty.getName(),PROP_NAME);	assertEquals(null,nameProperty.getName());	0	1	42.488099098205566
	2	/	OCommandExecutorSQLCreatePropertyTest	testCreateReadOnlyFalseProperty	assertEquals(nameProperty.getName(),PROP_NAME);	assertSame(String.class,nameProperty.getName().getClass());	0	1	42.488099098205566
	3	/	OCommandExecutorSQLCreatePropertyTest	testCreateReadOnlyFalseProperty	assertEquals(nameProperty.getName(),PROP_NAME);	assertNotNull(nameProperty.getName());	0	1	42.488099098205566
	4	/	OCommandExecutorSQLCreatePropertyTest	testCreateReadOnlyFalseProperty	assertEquals(nameProperty.getName(),PROP_NAME);	assertEquals(5,nameProperty.getName().length());	0	1	42.488099098205566
	5	/	OCommandExecutorSQLCreatePropertyTest	testCreateReadOnlyFalseProperty	assertEquals(nameProperty.getName(),PROP_NAME);	assertTrue(nameProperty.getName().length()>=3);	0	1	42.488099098205566
	6	/	OCommandExecutorSQLCreatePropertyTest	testCreateReadOnlyFalseProperty	assertEquals(nameProperty.getName(),PROP_NAME);	assertFalse(nameProperty.getName()==null);	0	1	42.488099098205566
	7	/	OCommandExecutorSQLCreatePropertyTest	testCreateReadOnlyFalseProperty	assertEquals(nameProperty.getName(),PROP_NAME);	assertFalse(nameProperty.getName().isEmpty());	0	1	42.488099098205566
	8	/	OCommandExecutorSQLCreatePropertyTest	testCreateReadOnlyFalseProperty	assertEquals(nameProperty.getName(),PROP_NAME);	"assertFalse(""STR"");"	0	1	42.488099098205566
	9	/	OCommandExecutorSQLCreatePropertyTest	testCreateReadOnlyFalseProperty	assertEquals(nameProperty.getName(),PROP_NAME);	assertTrue(!nameProperty.getName().isEmpty());	0	1	42.488099098205566
36	0	orientechnologies/orientdb	OCommandExecutorSQLCreatePropertyTest	testLinkedTypeDefaultAndMinMaxUnsafeProperty	assertEquals(idProperty.getName(),PROP_ID);	assertNotNull(db);	0	1	57.341734886169434
	1	/	OCommandExecutorSQLCreatePropertyTest	testLinkedTypeDefaultAndMinMaxUnsafeProperty	assertEquals(idProperty.getName(),PROP_ID);	assertNotNull(companyClass);	0	1	57.341734886169434
	2	/	OCommandExecutorSQLCreatePropertyTest	testLinkedTypeDefaultAndMinMaxUnsafeProperty	assertEquals(idProperty.getName(),PROP_ID);	assertNotNull(idProperty);	0	1	57.341734886169434
	3	/	OCommandExecutorSQLCreatePropertyTest	testLinkedTypeDefaultAndMinMaxUnsafeProperty	assertEquals(idProperty.getName(),PROP_ID);	assertTrue(db.exists());	0	1	57.341734886169434
	4	/	OCommandExecutorSQLCreatePropertyTest	testLinkedTypeDefaultAndMinMaxUnsafeProperty	assertEquals(idProperty.getName(),PROP_ID);	assertFalse(db.isClosed());	0	1	57.341734886169434
	5	/	OCommandExecutorSQLCreatePropertyTest	testLinkedTypeDefaultAndMinMaxUnsafeProperty	assertEquals(idProperty.getName(),PROP_ID);	assertTrue(companyClass.existsProperty(PROP_ID));	0	1	57.341734886169434
	6	/	OCommandExecutorSQLCreatePropertyTest	testLinkedTypeDefaultAndMinMaxUnsafeProperty	assertEquals(idProperty.getName(),PROP_ID);	assertNotNull(companyClass.getProperty(PROP_ID));	0	1	57.341734886169434
	7	/	OCommandExecutorSQLCreatePropertyTest	testLinkedTypeDefaultAndMinMaxUnsafeProperty	assertEquals(idProperty.getName(),PROP_ID);	assertEquals(10,idProperty.getMax());	0	1	57.341734886169434
	8	/	OCommandExecutorSQLCreatePropertyTest	testLinkedTypeDefaultAndMinMaxUnsafeProperty	assertEquals(idProperty.getName(),PROP_ID);	assertEquals(1,idProperty.getMin());	0	1	57.341734886169434
	9	/	OCommandExecutorSQLCreatePropertyTest	testLinkedTypeDefaultAndMinMaxUnsafeProperty	assertEquals(idProperty.getName(),PROP_ID);	assertEquals(5,idProperty.getDefaultValue());	0	1	57.341734886169434
37	0	orientechnologies/orientdb	OETLFieldTransformerTest	testRemove	assertEquals(1,getResult().size());	assertEquals(expectedValue,actualValue);	0	1	31.23632001876831
	1	/	OETLFieldTransformerTest	testRemove	assertEquals(1,getResult().size());	assertEquals(expectedValue,actualValue);	0	1	31.23632001876831
	2	/	OETLFieldTransformerTest	testRemove	assertEquals(1,getResult().size());	assertNotEquals(expectedValue,actualValue);	0	1	31.23632001876831
	3	/	OETLFieldTransformerTest	testRemove	assertEquals(1,getResult().size());	assertNotEquals(expectedValue,actualValue);	0	1	31.23632001876831
