OracleID	ClassName	TestName	TrueOracle	GenOracle	Correct
1	// ThreadLocalArriveTimeHolderTest	testMultiThread	assertTrue(time>=start);	assertEquals(-1,ThreadLocalArriveTimeHolder.getAndClear(channel,1));	0
/	// ThreadLocalArriveTimeHolderTest	testMultiThread	assertTrue(time>=start);	assertEquals(-1,ThreadLocalArriveTimeHolder.getAndClear(channel,2));	0
/	// ThreadLocalArriveTimeHolderTest	testMultiThread	assertTrue(time>=start);	assertEquals(-1,ThreadLocalArriveTimeHolder.getAndClear(channel,3));	0
0	// TimestampParserTest	testParseEpochMillis	assertEquals(time,parsed.getTime());	assertTrue(parsed.getTime()>=time);	0
/	// TimestampParserTest	testParseEpochMillis	assertEquals(time,parsed.getTime());	assertFalse(parsed.getTime()<time);	0
/	// TimestampParserTest	testParseEpochMillis	assertEquals(time,parsed.getTime());	assertFalse(parsed.getTime()>time);	0
2	// UrlUtilsTest	testValidUrlToUri	"assertEquals(newURI(""STR""),uri);"	assertNotNull(uri);	0
0	// SubStatementTest	testSetAttachments	assertNotNull(actual);	assertEquals(expected,substatement.getAttachments());	0
/	// SubStatementTest	testSetAttachments	assertNotNull(actual);	assertArrayEquals(expected.toArray(),actual.toArray());	0
/	// SubStatementTest	testSetAttachments	assertNotNull(actual);	assertEquals(expected,actual);	0
/	// SubStatementTest	testSetAttachments	assertNotNull(actual);	assertTrue(expected.equals(actual));	0
/	// SubStatementTest	testSetAttachments	assertNotNull(actual);	assertEquals(Ljava.lang.String;Ljava/lang/Object;Ljava/lang/Object);	0
1	adlnet/jxapi VerbsTest	testTerminated	assertNotNull(actual);	assertNotNull(actual);	1
2	adlnet/jxapi ResultTest	testSetResponse	assertNotNull(actual);	assertEquals(expected,actual);	0
/	// ResultTest	testSetResponse	assertNotNull(actual);	assertEquals(expected.length(),actual.length());	0
/	// ResultTest	testSetResponse	assertNotNull(actual);	assertTrue(expected.equalsIgnoreCase(actual));	0
/	// ResultTest	testSetResponse	assertNotNull(actual);	assertNotNull(RESPONSE);	0
/	// ResultTest	testSetResponse	assertNotNull(actual);	assertNotNull(RESPONSE);	0
1	// SvgSizeAnalyzerTest	svgWithChanges	"assertEquals(""STR""+""STR""+""STR"",a.getSvg());"	"assertEquals(""STR"",""STR"");"	0
/	// SvgSizeAnalyzerTest	svgWithChanges	"assertEquals(""STR""+""STR""+""STR"",a.getSvg());"	"assertEquals(""STR"",""STR"");"	0
/	// SvgSizeAnalyzerTest	svgWithChanges	"assertEquals(""STR""+""STR""+""STR"",a.getSvg());"	"assertEquals(""STR"",""STR"");"	0
2	nidi3/graphviz-java RankTest	combine	"assertEquals(attrs(attr(""STR"",true),attr(""STR"",""STR""),attr(""STR"",""STR""),attr(""STR"",""STR"")),attrs(Rank.sepEqually(2).newRank(true).noCluster().dir(TOP_TO_BOTTOM).sep(3)));"	"assertEquals(attrs(attr(""STR"",""STR"")),attrs(Rank.sep(2)));"	0
/	// RankTest	combine	"assertEquals(attrs(attr(""STR"",true),attr(""STR"",""STR""),attr(""STR"",""STR""),attr(""STR"",""STR"")),attrs(Rank.sepEqually(2).newRank(true).noCluster().dir(TOP_TO_BOTTOM).sep(3)));"	"assertEquals(attrs(attr(""STR"",""STR"")),attrs(Rank.dir(LEFT_TO_RIGHT)));"	0
/	// RankTest	combine	"assertEquals(attrs(attr(""STR"",true),attr(""STR"",""STR""),attr(""STR"",""STR""),attr(""STR"",""STR"")),attrs(Rank.sepEqually(2).newRank(true).noCluster().dir(TOP_TO_BOTTOM).sep(3)));"	"assertEquals(attrs(attr(""STR"",""STR"")),attrs(Rank.combine(0)));"	0
/	// RankTest	combine	"assertEquals(attrs(attr(""STR"",true),attr(""STR"",""STR""),attr(""STR"",""STR""),attr(""STR"",""STR"")),attrs(Rank.sepEqually(2).newRank(true).noCluster().dir(TOP_TO_BOTTOM).sep(3)));"	"assertEquals(attrs(attr(""STR"",""STR"")),attrs(Rank.combine(2)));"	0
/	// RankTest	combine	"assertEquals(attrs(attr(""STR"",true),attr(""STR"",""STR""),attr(""STR"",""STR""),attr(""STR"",""STR"")),attrs(Rank.sepEqually(2).newRank(true).noCluster().dir(TOP_TO_BOTTOM).sep(3)));"	"assertEquals(attrs(attr(""STR"",""STR"")),attrs(Rank.combine(1)));"	0
/	// RankTest	combine	"assertEquals(attrs(attr(""STR"",true),attr(""STR"",""STR""),attr(""STR"",""STR""),attr(""STR"",""STR"")),attrs(Rank.sepEqually(2).newRank(true).noCluster().dir(TOP_TO_BOTTOM).sep(3)));"	"assertEquals(attrs(attr(""STR"",""STR"")),attrs(Rank.combine(7)));"	0
0	DigitalPebble/storm-crawler HostURLFilterTest	testAllAllowed	"assertEquals(""STR"",filterResult);"	"assertEquals(""STR"",filterResult);"	1
0	// HostURLFilterTest	testAllAllowed	"assertEquals(""STR"",filterResult);"	"assertSame(""STR"",filterResult);"	0
/	// HostURLFilterTest	testAllAllowed	"assertEquals(""STR"",filterResult);"	assertNotEquals(filterResult,null);	0
1	// HostURLFilterTest	testAllForbidden	"assertEquals(""STR"",filterResult);"	"assertEquals(""STR"",filterResult);"	1
1	// HostURLFilterTest	testAllForbidden	"assertEquals(""STR"",filterResult);"	assertEquals(sourceURL,sourceURL);	0
1	orientechnologies/orientdb SimpleParentChildTest	testWithSets	"assertEquals(""STR"",retrievedParent.getFriends().iterator().next().getName());"	"assertEquals(""STR"",retrievedChild.getName());"	0
/	// SimpleParentChildTest	testWithSets	"assertEquals(""STR"",retrievedParent.getFriends().iterator().next().getName());"	"assertNotEquals(""STR"",retrievedChild.getName());"	0
/	// SimpleParentChildTest	testWithSets	"assertEquals(""STR"",retrievedParent.getFriends().iterator().next().getName());"	"assertEquals(retrievedChild.getName(),""STR"");"	0
/	// SimpleParentChildTest	testWithSets	"assertEquals(""STR"",retrievedParent.getFriends().iterator().next().getName());"	"assertTrue(retrievedChild.getName().equalsIgnoreCase(""STR""));"	0
2	// OScriptExecutionTest	testLazyExecutionPlanning	"assertEquals(""STR"",item.getProperty(""STR""));"	"assertTrue(db.execute(""STR"",script).next().getProperty(""STR""));"	0
/	// OScriptExecutionTest	testLazyExecutionPlanning	"assertEquals(""STR"",item.getProperty(""STR""));"	"assertTrue(item.getProperty(""STR"").equals(""STR""));"	0
2	// OScriptExecutionTest	testLazyExecutionPlanning	"assertEquals(""STR"",item.getProperty(""STR""));"	"assertEquals(""STR"",item.getProperty(""STR""));"	1
/	// OScriptExecutionTest	testLazyExecutionPlanning	"assertEquals(""STR"",item.getProperty(""STR""));"	"assertEquals(""STR"",item.getProperty(""STR""));"	1
/	// OScriptExecutionTest	testLazyExecutionPlanning	"assertEquals(""STR"",item.getProperty(""STR""));"	"assertTrue(item.toString(),""STR"".equals(result));"	0
3	orientechnologies/orientdb OAlterPropertyStatementExecutionTest	testSetCustom	assertNotNull(result);	assertNotNull(result);	1
4	orientechnologies/orientdb ORecordSerializerBinaryTest	testGetFieldFromEmbeddedList	assertEquals(setValue,deserializedValue);	assertEquals(setValue,deserializedValue);	1
4	// ORecordSerializerBinaryTest	testGetFieldFromEmbeddedList	assertEquals(setValue,deserializedValue);	assertEquals((Integer)9,deserializedValue);	0
/	// ORecordSerializerBinaryTest	testGetFieldFromEmbeddedList	assertEquals(setValue,deserializedValue);	assertEquals(setValue,deserializedValue);	1
/	// ORecordSerializerBinaryTest	testGetFieldFromEmbeddedList	assertEquals(setValue,deserializedValue);	assertTrue(deserializedValue.equals(setValue));	0
5	// LuceneMixIndexTest	testMixCompositeQuery	assertEquals(1,docs.size());	assertFalse(docs.isEmpty());	0
0	fabric8io/fabric8-maven-plugin SpringBootUtilTest	testNonExistentYamlToPropertiesParsing	assertNotNull(props);	assertNotNull(props);	1
0	amlinv/stat-collection-utils JmxAttributePollerTest	testGetSetBatchPollProcessor	assertNotNull(this.poller.getBatchPollProcessor());	assertNotNull(this.poller.getObjectQueryPreparer());	0
0	// JmxAttributePollerTest	testGetSetBatchPollProcessor	assertNotNull(this.poller.getBatchPollProcessor());	assertNotNull(this.poller.getBatchPollProcessor());	1
/	// JmxAttributePollerTest	testGetSetBatchPollProcessor	assertNotNull(this.poller.getBatchPollProcessor());	assertNotNull(this.poller.getLog());	0
0	adlnet/jxapi SubStatementTest	testSetVerb	assertNotNull(actual);	assertNotNull(actual);	1
1	adlnet/jxapi ActivityDefinitionTest	testGetCorrectResponsesPattern	assertNotNull(actual);	assertNotNull(activityDefinition);	0
/	// ActivityDefinitionTest	testGetCorrectResponsesPattern	assertNotNull(actual);	assertNotNull(activityDefinition.getCorrectResponsesPattern());	0
0	// AsCollectionCopyTest	testAsCollectionCopy	assertEquals(2,copied.size());	assertEquals(2,copied.size());	1
0	// AsCollectionCopyTest	testAsCollectionCopy	assertEquals(2,copied.size());	"assertFalse(copied.contains(""STR""));"	0
0	// RpcAddressParserTest	testParserWithProtocol	"assertEquals(""STR"",btUrl.getIp());"	assertEquals(1111,btUrl.getPort());	0
/	// RpcAddressParserTest	testParserWithProtocol	"assertEquals(""STR"",btUrl.getIp());"	assertEquals(1,btUrl.getProtocol());	0
0	// RpcAddressParserTest	testParserWithProtocol	"assertEquals(""STR"",btUrl.getIp());"	"assertEquals(""STR"",btUrl.getIp());"	1
/	// RpcAddressParserTest	testParserWithProtocol	"assertEquals(""STR"",btUrl.getIp());"	assertTrue(1111==btUrl.getPort());	0
0	// TSqlBuilderTest	testSort	"assertEquals(""STR"",sql.toString());"	"assertEquals(""STR"",sql.toString());"	1
0	// MacAddressTest	testAddressNormalizedSeparator	assertEquals(NORMALIZED_ADDRESS,macAddress.toString());	assertFalse(macAddress.isMulticast());	0
/	// MacAddressTest	testAddressNormalizedSeparator	assertEquals(NORMALIZED_ADDRESS,macAddress.toString());	assertFalse(macAddress.isLocal());	0
0	// MPEGESTest	testES	assertArrayEquals(frame1,NIOUtils.toArray(f1.getData()));	assertEquals(0,MPEGTestConst.toArray(f1.data),frame1);	0
/	// MPEGESTest	testES	assertArrayEquals(frame1,NIOUtils.toArray(f1.getData()));	assertNotNull(f1);	0
/	// MoneyToStrTest	checkUSDUKR	"assertEquals(""STR"",moneyToStrUSD.convert(V_300D));"	"assertEquals(""STR"",""STR"");"	0
/	// MoneyToStrTest	checkUSDUKR	"assertEquals(""STR"",moneyToStrUSD.convert(V_300D));"	assertFalse(moneyToStrPER1000.convert(-V_300D).isEmpty());	0
/	// MoneyToStrTest	checkUSDUKR	"assertEquals(""STR"",moneyToStrUSD.convert(V_300D));"	assertNotNull(moneyToStrUAH);	0
0	// ProtocolTest	testToString	"assertEquals(""STR"",protocol0.getProvidedProtocol());"	"assertTrue(protocol0.acceptProvidedProtocol(""STR""));"	0
/	// ProtocolTest	testToString	"assertEquals(""STR"",protocol0.getProvidedProtocol());"	"assertTrue(protocol0.acceptProvidedProtocol(""STR""));"	0
/	// ProtocolTest	testToString	"assertEquals(""STR"",protocol0.getProvidedProtocol());"	"assertTrue(protocol0.acceptProvidedProtocol(""STR""));"	0
1	// WebSocketServerTest	testGetDrafts	assertEquals(1,server.getDraft().size());	assertEquals(draftCollection.size(),1);	0
/	// WebSocketServerTest	testGetDrafts	assertEquals(1,server.getDraft().size());	assertNotNull(server);	0
/	// WebSocketServerTest	testGetDrafts	assertEquals(1,server.getDraft().size());	assertNotNull(draftCollection);	0
0	// OCommandExecutorSQLSelectTest	testFlattenOnEmbedded	assertEquals(qResult.size(),1);	"assertEquals(qResult.get(0).getField(""STR""),""STR"");"	0
/	// OCommandExecutorSQLSelectTest	testFlattenOnEmbedded	assertEquals(qResult.size(),1);	"assertEquals(qResult.get(0).getField(""STR""),""STR"");"	0
2	// OPropertyMapIndexDefinitionTest	testCreateSingleValueByValue	assertEquals(result,12);	assertNotNull(result);	0
3	// OObjectBinaryDataStorageTest	testSaveAndLoad_BinaryFieldsSimpleRecordMapping	assertNotNull(savedHunt);	assertArrayEquals(huntUglyPicture,loadedHunt.getImageData());	0
/	// OObjectBinaryDataStorageTest	testSaveAndLoad_BinaryFieldsSimpleRecordMapping	assertNotNull(savedHunt);	assertEquals(savedHunt.getImageData(),loadedHunt.getImageData());	0
/	// OObjectBinaryDataStorageTest	testSaveAndLoad_BinaryFieldsSimpleRecordMapping	assertNotNull(savedHunt);	assertArrayEquals(hunt.getImageData(),loadedHunt.getImageData());	0
/	// OObjectBinaryDataStorageTest	testSaveAndLoad_BinaryFieldsSimpleRecordMapping	assertNotNull(savedHunt);	assertEquals(huntUglyPicture,loadedHunt.getImageData());	0
/	// OObjectBinaryDataStorageTest	testSaveAndLoad_BinaryFieldsSimpleRecordMapping	assertNotNull(savedHunt);	assertNotNull(loadedHunt.getImageData());	0
/	// OObjectBinaryDataStorageTest	testSaveAndLoad_BinaryFieldsSimpleRecordMapping	assertNotNull(savedHunt);	assertEquals(hunt.getImageData(),loadedHunt.getImageData());	0
4	orientechnologies/orientdb ODropSequenceStatementExecutionTest	testPlain	assertNotNull(db.getMetadata().getSequenceLibrary().getSequence(name));	assertEquals(name,db.getMetadata().getSequenceLibrary().getSequence(name).getName());	0
/	// ODropSequenceStatementExecutionTest	testPlain	assertNotNull(db.getMetadata().getSequenceLibrary().getSequence(name));	"assertEquals(""STR"",db.getMetadata().getSequenceLibrary().getSequence(name).getName());"	0
4	// ODropSequenceStatementExecutionTest	testPlain	assertNotNull(db.getMetadata().getSequenceLibrary().getSequence(name));	assertNotNull(db.getMetadata().getSequenceLibrary().getSequence(name));	1
/	// ODropSequenceStatementExecutionTest	testPlain	assertNotNull(db.getMetadata().getSequenceLibrary().getSequence(name));	"assertNotNull(db.getMetadata().getSequenceLibrary().getSequence(""STR""));"	0
/	// ODropSequenceStatementExecutionTest	testPlain	assertNotNull(db.getMetadata().getSequenceLibrary().getSequence(name));	assertNotNull(db.getMetadata().getSequenceLibrary().getSequence(name).getDocument());	0
5	orientechnologies/orientdb OCompositeKeyTest	testCompareToLT	assertEquals(compositeKey.compareTo(anotherCompositeKey),-1);	assertFalse(compositeKey.equals(anotherCompositeKey));	0
6	// LuceneSpatialMiscFunctionsTest	testStContainsPoint	"assertEquals(true,next.field(""STR""));"	"assertEquals(true,next.field(""STR""));"	1
/	// LuceneSpatialMiscFunctionsTest	testStContainsPoint	"assertEquals(true,next.field(""STR""));"	"assertEquals(next.field(""STR""),next.field(""STR""));"	0
/	// LuceneSpatialMiscFunctionsTest	testStContainsPoint	"assertEquals(true,next.field(""STR""));"	"assertEquals((next.field(""STR"")),(next.field(""STR"")));"	0
/	// LuceneSpatialTxPointTest	testIndexingComplexUpdateTxPoint	assertEquals(3,index.getSize());	assertFalse(5<2);	0
8	// OCompositeIndexDefinitionTest	testIndexReload	assertEquals(result,compositeIndex);	assertTrue(result.toString().equals(compositeIndex.toString()));	0
/	// OCompositeIndexDefinitionTest	testIndexReload	assertEquals(result,compositeIndex);	assertFalse(result==compositeIndex);	0
0	myabc/markdownj TestTextEditor	testDetabify	"assertEquals(""STR"",newTextEditor(""STR"").detabify().toString());"	assertEquals(expected.toString(),actual.toString());	0
/	// TestTextEditor	testDetabify	"assertEquals(""STR"",newTextEditor(""STR"").detabify().toString());"	assertNull(actual.toString());	0
/	// TestTextEditor	testDetabify	"assertEquals(""STR"",newTextEditor(""STR"").detabify().toString());"	assertNull(actual);	0
/	// TestTextEditor	testDetabify	"assertEquals(""STR"",newTextEditor(""STR"").detabify().toString());"	assertNotNull(actual);	0
0	// WizardUtilsTest	testGetFileFromUrl_fromJarFile	assertNotNull(file);	assertNotNull(file);	1
0	// YamlConfigLoaderTest	roundtrips	"assertEquals(yaml,config.toYaml(""STR""));"	"assertEquals(true,config.getBoolean(""STR""));"	0
/	// YamlConfigLoaderTest	roundtrips	"assertEquals(yaml,config.toYaml(""STR""));"	"assertEquals(true,config.getBoolean(""STR""));"	0
0	// PuzzleStateTest	equal_even_with_different_history	assertEquals(a,b);	assertFalse(getPuzzle(3).isSolved());	0
/	// PuzzleStateTest	equal_even_with_different_history	assertEquals(a,b);	assertNotNull(getPuzzle(3));	0
0	adlnet/jxapi ActivityDefinitionTest	testSetType	assertNotNull(actual);	assertNotNull(activityDefinition.getType());	0
1	adlnet/jxapi VerbsTest	testCompleted	assertNotNull(actual);	assertNotNull(actual);	1
0	jcodec/jcodec CABACTest	testReadIntraChromaPredMode	assertEquals(0,newCABAC(1).readIntraChromaPredMode(m,0,null,null,false,false));	assertEquals(m,new`MockMDecoder`(newint[]{0},newint[]{64}));	0
/	// CABACTest	testReadIntraChromaPredMode	assertEquals(0,newCABAC(1).readIntraChromaPredMode(m,0,null,null,false,false));	assertEquals(0,0);	0
/	// CABACTest	testReadIntraChromaPredMode	assertEquals(0,newCABAC(1).readIntraChromaPredMode(m,0,null,null,false,false));	"assertEquals(""STR"",""STR"");"	0
/	// CABACTest	testReadIntraChromaPredMode	assertEquals(0,newCABAC(1).readIntraChromaPredMode(m,0,null,null,false,false));	assertEquals(true,true);	0
0	// IssuesTest	testIssue23	assertTrue(true);	assertNotNull(schemas);	0
0	arnohaase/a-foundation AJsonSerHelperTest	testArray1	"assertEquals(""STR"",result);"	"assertEquals(\""\"",result);"	0
0	// AJsonSerHelperTest	testArray1	"assertEquals(""STR"",result);"	"assertEquals(""STR"",result);"	1
/	// AJsonSerHelperTest	testArray1	"assertEquals(""STR"",result);"	"assertEquals(""STR""+true+""STR"",result);"	0
0	// JavaCompilerOptionsTest	testRelease	assertEquals(3,result.size());	assertEquals(3,result.size());	1
0	// JavaCompilerOptionsTest	testRelease	assertEquals(3,result.size());	assertFalse(result.contains(jco));	0
/	// JavaCompilerOptionsTest	testRelease	assertEquals(3,result.size());	assertFalse(result.contains(jco));	0
/	// JavaCompilerOptionsTest	testRelease	assertEquals(3,result.size());	assertFalse(jco.isShowWarnings());	0
/	// JavaCompilerOptionsTest	testTarget	assertEquals(3,result.size());	assertNotNull(result.get(0));	0
1	amlinv/stat-collection-utils ObjectQueryPreparerTest	testPrepareObjectQueryWithParameterReplacement	assertSame(this.testTarget002,result.getTarget());	assertNotNull(this.preparer.getParameterReplacer());	0
/	// ObjectQueryPreparerTest	testPrepareObjectQueryWithParameterReplacement	assertSame(this.testTarget002,result.getTarget());	assertNotNull(result.getAttributeNames());	0
0	orientechnologies/orientdb OETLCSVExtractorTest	testDoubleWithingQuotes	assertFalse(res.isEmpty());	assertFalse(res.isEmpty());	1
0	// OETLCSVExtractorTest	testDoubleWithingQuotes	assertFalse(res.isEmpty());	assertNotNull(res.get(0));	0
1	orientechnologies/orientdb OPropertyMapIndexDefinitionTest	testProcessChangeEventRemoveKeyWithConversion	assertEquals(keysToAdd,addedKeys);	assertEquals(keysToAdd,addedKeys);	1
1	// OPropertyMapIndexDefinitionTest	testProcessChangeEventRemoveKeyWithConversion	assertEquals(keysToAdd,addedKeys);	assertEquals(removedKeys,keysToRemove);	0
/	// OPropertyMapIndexDefinitionTest	testProcessChangeEventRemoveKeyWithConversion	assertEquals(keysToAdd,addedKeys);	assertEquals(keysToRemove,removedKeys);	0
/	// OPropertyMapIndexDefinitionTest	testProcessChangeEventRemoveKeyWithConversion	assertEquals(keysToAdd,addedKeys);	assertEquals(2,mapToTest.size());	0
/	// OPropertyMapIndexDefinitionTest	testProcessChangeEventRemoveKeyWithConversion	assertEquals(keysToAdd,addedKeys);	assertEquals(mapToTest.size(),2);	0
2	// ODocumentSchemalessBinarySerializationTest	testEmbeddedListOfEmbeddedMap	assertEquals(extr.fields(),document.fields());	assertTrue(document.equals(extr));	0
3	orientechnologies/orientdb ODropClusterStatementExecutionTest	testDropClusterIfExists	assertTrue(db.getClusterIdByName(cluster)>0);	assertTrue(db.getClusterIdByName(cluster)>0);	1
3	// ODropClusterStatementExecutionTest	testDropClusterIfExists	assertTrue(db.getClusterIdByName(cluster)>0);	"assertFalse(db.getClusterIdByName(""STR"")>=0);"	0
4	// OBatchOperationsTest	testBatchOperationsNoTx	assertEquals(request.getOperations().size(),1);	assertEquals(ORecordOperation.CREATED,request.getOperations().get(0).getType());	0
/	// OBatchOperationsTest	testBatchOperationsNoTx	assertEquals(request.getOperations().size(),1);	assertEquals(-1,request.getTxId());	0
/	// OBatchOperationsTest	testBatchOperationsNoTx	assertEquals(request.getOperations().size(),1);	assertEquals(operations.size(),((OBatchOperationsRequest)request).getOperations().size());	0
/	// OBatchOperationsTest	testBatchOperationsNoTx	assertEquals(request.getOperations().size(),1);	assertEquals(request.getOperations().size(),operations.size());	0
/	// OBatchOperationsTest	testBatchOperationsNoTx	assertEquals(request.getOperations().size(),1);	assertFalse(operations.isEmpty());	0
4	// OBatchOperationsTest	testBatchOperationsNoTx	assertEquals(request.getOperations().size(),1);	assertEquals(request.getOperations().size(),1);	1
5	// OSQLFunctionAbsoluteValueTest	testEmpty	assertNull(result);	assertEquals(null,function.getResult());	0
/	// OSQLFunctionAbsoluteValueTest	testEmpty	assertNull(result);	"assertEquals(""STR"",function.getResult());"	0
/	// OSQLFunctionAbsoluteValueTest	testEmpty	assertNull(result);	???;	0
/	// OSQLFunctionAbsoluteValueTest	testEmpty	assertNull(result);	assertTrue(function.getResult());	0
/	// OSQLFunctionAbsoluteValueTest	testEmpty	assertNull(result);	assertNull(function.getResult());	0
6	// OLiveQueryMessagesTests	testLiveQueryPushRequest	assertEquals(pushRequestRead.getMonitorId(),10);	assertTrue(pushRequest.getMonitorId()==pushRequestRead.getMonitorId());	0
