ClassName	TestName	TrueOracle	GenOracle	Correct
AJsonSerHelperTest	testDoubleWithFrac1	assertEquals("STR",result);	???;	0
ADiGraphTest	testNodesWithoutEdges	assertTrue(eqSet(graph.edges(),edge("STR","STR")));	assertNotNull(graph.edges());	0
ADiGraphTest	testNodesWithoutEdges	assertTrue(eqSet(graph.edges(),edge("STR","STR")));	assertEquals(1,graph.edges().size());	0
ADiGraphTest	testNodesWithoutEdges	assertTrue(eqSet(graph.edges(),edge("STR","STR")));	assertTrue(graph.edges().isEmpty());	0
ADiGraphTest	testNodesWithoutEdges	assertTrue(eqSet(graph.edges(),edge("STR","STR")));	assertNotEquals(3,graph.edges().size());	0
ADiGraphTest	testNodesWithoutEdges	assertTrue(eqSet(graph.edges(),edge("STR","STR")));	assertNotSame(Arrays.asList(edge("STR","STR")),graph.edges());	0
ADiGraphTest	testNodesWithoutEdges	assertTrue(eqSet(graph.edges(),edge("STR","STR")));	assertFalse(graph.edges().contains(edge("STR","STR")));	0
ADiGraphTest	testNodesWithoutEdges	assertTrue(eqSet(graph.edges(),edge("STR","STR")));	assertNull(graph.edges().get(0));	0
ADiGraphTest	testNodesWithoutEdges	assertTrue(eqSet(graph.edges(),edge("STR","STR")));	assertNotEquals(2,graph.edges().size());	0
ADiGraphTest	testNodesWithoutEdges	assertTrue(eqSet(graph.edges(),edge("STR","STR")));	assertEquals(0,graph.edges().size());	0
ADiGraphTest	testNodesWithoutEdges	assertTrue(eqSet(graph.edges(),edge("STR","STR")));	???;	0
OMatchStatementExecutionTest	testFriendsWithName	assertEquals(1,qResult.size());	assertEquals(5,qResult.size());	0
OMatchStatementExecutionTest	testFriendsWithName	assertEquals(1,qResult.size());	assertTrue(qResult.size()!=0);	0
OMatchStatementExecutionTest	testFriendsWithName	assertEquals(1,qResult.size());	assertTrue(qResult.size()>0);	0
OMatchStatementExecutionTest	testFriendsWithName	assertEquals(1,qResult.size());	assertTrue(!qResult.isEmpty());	0
OMatchStatementExecutionTest	testFriendsWithName	assertEquals(1,qResult.size());	assertNotNull(qResult);	0
OMatchStatementExecutionTest	testFriendsWithName	assertEquals(1,qResult.size());	assertNotSame(0,qResult.size());	0
OMatchStatementExecutionTest	testFriendsWithName	assertEquals(1,qResult.size());	assertNotEquals(0,qResult.size());	0
OPropertyMapIndexDefinitionTest	testCreateValueWrongParameter	assertNull(result);	assertFalse(resultinstanceofMap);	0
OPropertyMapIndexDefinitionTest	testCreateValueWrongParameter	assertNull(result);	assertTrue(result.size()>0);	0
OPropertyMapIndexDefinitionTest	testCreateValueWrongParameter	assertNull(result);	assertNotNull(result);	0
OPropertyMapIndexDefinitionTest	testCreateValueWrongParameter	assertNull(result);	assertFalse(result.isEmpty());	0
OPropertyMapIndexDefinitionTest	testCreateValueWrongParameter	assertNull(result);	assertSame(Collections.emptyList(),result);	0
OPropertyMapIndexDefinitionTest	testCreateValueWrongParameter	assertNull(result);	assertEquals(Collections.emptyList(),result);	0
OPropertyMapIndexDefinitionTest	testCreateValueWrongParameter	assertNull(result);	assertTrue(resultinstanceofList);	0
OPropertyMapIndexDefinitionTest	testCreateValueWrongParameter	assertNull(result);	assertNotEquals(null,result);	0
OPropertyMapIndexDefinitionTest	testCreateValueWrongParameter	assertNull(result);	assertNotSame(null,result);	0
OPropertyMapIndexDefinitionTest	testCreateValueWrongParameter	assertNull(result);	assertNull(null);	0
MatcherTest	findPrefix	assertTrue(matcher.find());	assertSame(pattern,matcher.getPattern());	0
MatcherTest	findPrefix	assertTrue(matcher.find());	assertNull(matcher.group());	0
MatcherTest	findPrefix	assertTrue(matcher.find());	assertNotEquals(3,matcher.regionEnd());	0
MatcherTest	findPrefix	assertTrue(matcher.find());	assertNotSame(matcher,pattern.matcher("STR"));	0
MatcherTest	findPrefix	assertTrue(matcher.find());	assertEquals(3,matcher.regionStart());	0
MatcherTest	findPrefix	assertTrue(matcher.find());	assertNotNull(matcher.pattern());	0
MatcherTest	findPrefix	assertTrue(matcher.find());	assertFalse(matcher.matches());	0
MatcherTest	findPrefix	assertTrue(matcher.find());	???;	0
MatcherTest	findPrefix	assertTrue(matcher.find());	assertEquals(true,matcher.hitEnd());	0
MatcherTest	findPrefix	assertTrue(matcher.find());	assertTrue(matcher.find());	1
CABACTest	testMBSkipFlag	assertEquals(false,cabac.readMBSkipFlag(m,SliceType.P,false,false,0));	assertTrue(cabac.readMBSkipFlag(m,SliceType.P,false,false,6));	0
CABACTest	testMBSkipFlag	assertEquals(false,cabac.readMBSkipFlag(m,SliceType.P,false,false,0));	assertTrue(cabac.readMBSkipFlag(m,SliceType.I,true,true,2));	0
CABACTest	testMBSkipFlag	assertEquals(false,cabac.readMBSkipFlag(m,SliceType.P,false,false,0));	assertTrue(cabac.readMBSkipFlag(m,SliceType.P,true,false,0));	0
CABACTest	testMBSkipFlag	assertEquals(false,cabac.readMBSkipFlag(m,SliceType.P,false,false,0));	assertFalse(cabac.readMBSkipFlag(m,SliceType.P,false,false,3));	0
CABACTest	testMBSkipFlag	assertEquals(false,cabac.readMBSkipFlag(m,SliceType.P,false,false,0));	assertFalse(cabac.readMBSkipFlag(m,SliceType.B,false,true,1));	0
CABACTest	testMBSkipFlag	assertEquals(false,cabac.readMBSkipFlag(m,SliceType.P,false,false,0));	assertFalse(cabac.readMBSkipFlag(m,SliceType.B,true,true,7));	0
CABACTest	testMBSkipFlag	assertEquals(false,cabac.readMBSkipFlag(m,SliceType.P,false,false,0));	assertFalse(cabac.readMBSkipFlag(m,SliceType.I,true,false,5));	0
CABACTest	testMBSkipFlag	assertEquals(false,cabac.readMBSkipFlag(m,SliceType.P,false,false,0));	assertTrue(cabac.readMBSkipFlag(m,SliceType.B,true,true,4));	0
CABACTest	testMBSkipFlag	assertEquals(false,cabac.readMBSkipFlag(m,SliceType.P,false,false,0));	assertTrue(cabac.readMBSkipFlag(m,SliceType.I,false,true,8));	0
CABACTest	testMBSkipFlag	assertEquals(false,cabac.readMBSkipFlag(m,SliceType.P,false,false,0));	assertFalse(cabac.readMBSkipFlag(m,SliceType.P,true,true,9));	0
Yuv420pToRgbTest	testYuv420pToRgbH2H	assertArrayEquals(rgbH,out.getPlaneData(0));	assertEquals(transform.getPlaneData(0).length,out.getPlaneData(0).length);	0
Yuv420pToRgbTest	testYuv420pToRgbH2H	assertArrayEquals(rgbH,out.getPlaneData(0));	assertNotEquals(transform.getPlaneData(2),out.getPlaneData(2));	0
Yuv420pToRgbTest	testYuv420pToRgbH2H	assertArrayEquals(rgbH,out.getPlaneData(0));	assertTrue(out.getWidth()>0);	0
Yuv420pToRgbTest	testYuv420pToRgbH2H	assertArrayEquals(rgbH,out.getPlaneData(0));	assertEquals(Arrays.toString(transform.getPlaneData(0)),Arrays.toString(out.getPlaneData(0)));	0
Yuv420pToRgbTest	testYuv420pToRgbH2H	assertArrayEquals(rgbH,out.getPlaneData(0));	assertTrue(transform.getPlaneData(0).length>0);	0
Yuv420pToRgbTest	testYuv420pToRgbH2H	assertArrayEquals(rgbH,out.getPlaneData(0));	assertNull(transform.getPlaneData(3));	0
Yuv420pToRgbTest	testYuv420pToRgbH2H	assertArrayEquals(rgbH,out.getPlaneData(0));	assertArrayEquals(transform.getPlaneData(0),out.getPlaneData(0));	0
Yuv420pToRgbTest	testYuv420pToRgbH2H	assertArrayEquals(rgbH,out.getPlaneData(0));	assertFalse(Arrays.equals(transform.getPlaneData(1),out.getPlaneData(0)));	0
Yuv420pToRgbTest	testYuv420pToRgbH2H	assertArrayEquals(rgbH,out.getPlaneData(0));	assertSame(transform.getPlaneData(2),out.getPlaneData(2));	0
Yuv420pToRgbTest	testYuv420pToRgbH2H	assertArrayEquals(rgbH,out.getPlaneData(0));	assertNotNull(transform.getPlaneData(1));	0
RocketMqAutoConfigurationTest	defaultRocketMqProducer	assertTrue(this.context.containsBean("STR"));	assertFalse(producer.isAsynchronous());	0
RocketMqAutoConfigurationTest	defaultRocketMqProducer	assertTrue(this.context.containsBean("STR"));	assertEquals("STR",producer.getNameServer());	0
RocketMqAutoConfigurationTest	defaultRocketMqProducer	assertTrue(this.context.containsBean("STR"));	assertNull(producer.getCreateTopicKey());	0
RocketMqAutoConfigurationTest	defaultRocketMqProducer	assertTrue(this.context.containsBean("STR"));	assertNotSame(producer,newDefaultMQProducer());	0
RocketMqAutoConfigurationTest	defaultRocketMqProducer	assertTrue(this.context.containsBean("STR"));	assertTrue(producer.getCompressMsgBodyOverHowmuch()>0);	0
RocketMqAutoConfigurationTest	defaultRocketMqProducer	assertTrue(this.context.containsBean("STR"));	???;	0
RocketMqAutoConfigurationTest	defaultRocketMqProducer	assertTrue(this.context.containsBean("STR"));	assertNotNull(producer);	0
TextExtractorTest	testExclusionCase	assertEquals("STR",text);	assertFalse(text.matches("STR"));	0
TextExtractorTest	testExclusionCase	assertEquals("STR",text);	assertTrue(text.contains("STR"));	0
TextExtractorTest	testExclusionCase	assertEquals("STR",text);	assertEquals("STR",text);	1
TextExtractorTest	testExclusionCase	assertEquals("STR",text);	assertTrue(!text.startsWith("STR"));	0
TextExtractorTest	testExclusionCase	assertEquals("STR",text);	assertTrue(text.endsWith("STR"));	0
TextExtractorTest	testExclusionCase	assertEquals("STR",text);	assertTrue(text.length()>0);	0
TextExtractorTest	testExclusionCase	assertEquals("STR",text);	assertNotEquals("STR",text);	0
TextExtractorTest	testExclusionCase	assertEquals("STR",text);	assertNotNull(text);	0
TextExtractorTest	testExclusionCase	assertEquals("STR",text);	assertNotEquals(null,text);	0
TextExtractorTest	testExclusionCase	assertEquals("STR",text);	assertTrue(text.length()>10);	0
MetadataFilterTest	testFilterNoMD	assertEquals(url.toExternalForm(),filterResult);	assertTrue(filterResultinstanceofString);	0
MetadataFilterTest	testFilterNoMD	assertEquals(url.toExternalForm(),filterResult);	assertEquals("STR",filterResult);	0
MetadataFilterTest	testFilterNoMD	assertEquals(url.toExternalForm(),filterResult);	assertTrue(filterResult.startsWith("STR"));	0
MetadataFilterTest	testFilterNoMD	assertEquals(url.toExternalForm(),filterResult);	assertNotEquals("STR",filterResult);	0
MetadataFilterTest	testFilterNoMD	assertEquals(url.toExternalForm(),filterResult);	assertTrue(filterResult.endsWith("STR"));	0
MetadataFilterTest	testFilterNoMD	assertEquals(url.toExternalForm(),filterResult);	assertNotNull(filterResult);	0
MetadataFilterTest	testFilterNoMD	assertEquals(url.toExternalForm(),filterResult);	assertTrue(filterResult.matches("STR"));	0
MetadataFilterTest	testFilterNoMD	assertEquals(url.toExternalForm(),filterResult);	assertTrue(filterResult.length()>5);	0
MetadataFilterTest	testFilterNoMD	assertEquals(url.toExternalForm(),filterResult);	assertTrue(filterResult.contains("STR"));	0
BasicIndexingTest	testOtherHostCanonicalURL	assertEquals("STR","STR",fields.get("STR"));	assertNull(((DummyIndexer)bolt).returnFields().get("STR"));	0
BasicIndexingTest	testOtherHostCanonicalURL	assertEquals("STR","STR",fields.get("STR"));	assertFalse(((DummyIndexer)bolt).returnFields().isEmpty());	0
BasicIndexingTest	testOtherHostCanonicalURL	assertEquals("STR","STR",fields.get("STR"));	assertNotEquals("STR",((DummyIndexer)bolt).returnFields().get("STR"));	0
BasicIndexingTest	testOtherHostCanonicalURL	assertEquals("STR","STR",fields.get("STR"));	assertNotSame(0,((DummyIndexer)bolt).returnFields().size());	0
BasicIndexingTest	testOtherHostCanonicalURL	assertEquals("STR","STR",fields.get("STR"));	assertEquals(1,((DummyIndexer)bolt).returnFields().size());	0
BasicIndexingTest	testOtherHostCanonicalURL	assertEquals("STR","STR",fields.get("STR"));	assertNotNull(((DummyIndexer)bolt).returnFields().get("STR"));	0
BasicIndexingTest	testOtherHostCanonicalURL	assertEquals("STR","STR",fields.get("STR"));	assertTrue(((DummyIndexer)bolt).returnFields().containsKey("STR"));	0
BasicIndexingTest	testOtherHostCanonicalURL	assertEquals("STR","STR",fields.get("STR"));	assertTrue(((DummyIndexer)bolt).returnFields().containsValue("STR"));	0
BasicIndexingTest	testOtherHostCanonicalURL	assertEquals("STR","STR",fields.get("STR"));	???;	0
BasicIndexingTest	testOtherHostCanonicalURL	assertEquals("STR","STR",fields.get("STR"));	assertEquals("STR",((DummyIndexer)bolt).returnFields().get("STR")[0]);	0
MoneyToStrTest	checkEURRUSCustom	assertEquals("STR",moneyToStrCustom.convert(V_300D));	assertEquals(moneyToStrUAH.convert(15.0),"STR");	0
MoneyToStrTest	checkEURRUSCustom	assertEquals("STR",moneyToStrCustom.convert(V_300D));	assertNotNull(moneyToStrCustom.convert(1000.0));	0
MoneyToStrTest	checkEURRUSCustom	assertEquals("STR",moneyToStrCustom.convert(V_300D));	assertNull(moneyToStrUAHENG.convert(null));	0
MoneyToStrTest	checkEURRUSCustom	assertEquals("STR",moneyToStrCustom.convert(V_300D));	assertSame(moneyToStrRUR.getLanguage(),moneyToStrRURRUS.getLanguage());	0
MoneyToStrTest	checkEURRUSCustom	assertEquals("STR",moneyToStrCustom.convert(V_300D));	assertTrue(moneyToStrRURRUS.getLanguage().equals(MoneyToStr.Language.RUS));	0
MoneyToStrTest	checkEURRUSCustom	assertEquals("STR",moneyToStrCustom.convert(V_300D));	assertFalse(moneyToStrUSD.getCurrency().equals(MoneyToStr.Currency.USD));	0
MoneyToStrTest	checkEURRUSCustom	assertEquals("STR",moneyToStrCustom.convert(V_300D));	assertNotSame(moneyToStrUSD,moneyToStrRUR);	0
MoneyToStrTest	checkEURRUSCustom	assertEquals("STR",moneyToStrCustom.convert(V_300D));	???;	0
MoneyToStrTest	checkEURRUSCustom	assertEquals("STR",moneyToStrCustom.convert(V_300D));	assertNotEquals(moneyToStrEURRUS.convert(20.50),"STR");	0
MoneyToStrTest	checkEURRUS	assertEquals("STR",moneyToStrEURRUS.convert(V_300D));	assertEquals(moneyToStrEURRUS.convert(2.0),"STR");	0
MoneyToStrTest	checkEURRUS	assertEquals("STR",moneyToStrEURRUS.convert(V_300D));	assertSame(moneyToStrEURRUS.convert(3.3),moneyToStrRURRUS.convert(3.3));	0
MoneyToStrTest	checkEURRUS	assertEquals("STR",moneyToStrEURRUS.convert(V_300D));	assertNotNull(moneyToStrEURRUS.convert(5.5));	0
MoneyToStrTest	checkEURRUS	assertEquals("STR",moneyToStrEURRUS.convert(V_300D));	assertNotSame(moneyToStrUSDENG.convert(5.75),moneyToStrEURRUS.convert(5.75));	0
MoneyToStrTest	checkEURRUS	assertEquals("STR",moneyToStrEURRUS.convert(V_300D));	assertTrue(moneyToStrEURRUS.convert(0.0).isEmpty());	0
MoneyToStrTest	checkEURRUS	assertEquals("STR",moneyToStrEURRUS.convert(V_300D));	assertFalse(moneyToStrEURRUS.convert(78.99).isEmpty());	0
MoneyToStrTest	checkEURRUS	assertEquals("STR",moneyToStrEURRUS.convert(V_300D));	assertNull(moneyToStrEURRUS.convert(null));	0
MoneyToStrTest	checkEURRUS	assertEquals("STR",moneyToStrEURRUS.convert(V_300D));	???;	0
MoneyToStrTest	checkEURRUS	assertEquals("STR",moneyToStrEURRUS.convert(V_300D));	assertNotEquals(moneyToStrEURRUS.convert(1.33),"STR");	0
MoneyToStrTest	checkRURUKR	assertEquals("STR",moneyToStrRUR.convert(V_300D));	assertTrue(moneyToStrUSDENG.convert(1500.75d).startsWith("STR")+"STR");	0
MoneyToStrTest	checkRURUKR	assertEquals("STR",moneyToStrRUR.convert(V_300D));	assertFalse(moneyToStrRUR.convert(1000.25d).equals("STR")+"STR");	0
MoneyToStrTest	checkRURUKR	assertEquals("STR",moneyToStrRUR.convert(V_300D));	assertNull(moneyToStrCustom.convert(null)+"STR");	0
MoneyToStrTest	checkRURUKR	assertEquals("STR",moneyToStrRUR.convert(V_300D));	assertNotEquals("STR",moneyToStrRURRUS.convert(8898.99d)+"STR");	0
MoneyToStrTest	checkRURUKR	assertEquals("STR",moneyToStrRUR.convert(V_300D));	assertNotNull(moneyToStrPER1000.convert(500.75d)+"STR");	0
MoneyToStrTest	checkRURUKR	assertEquals("STR",moneyToStrRUR.convert(V_300D));	assertNotEquals("STR",moneyToStrUSDENG.convert(5000.00d)+"STR");	0
MoneyToStrTest	checkRURUKR	assertEquals("STR",moneyToStrRUR.convert(V_300D));	assertEquals("STR",moneyToStrRUR.convert(6322.23d)+"STR");	0
MoneyToStrTest	checkRURUKR	assertEquals("STR",moneyToStrRUR.convert(V_300D));	assertTrue(moneyToStrEURRUS.convert(4712.11d).contains("STR")+"STR");	0
MoneyToStrTest	checkRURUKR	assertEquals("STR",moneyToStrRUR.convert(V_300D));	assertNotEquals("STR",moneyToStrUAHRUS.convert(8765.22d)+"STR");	0
MoneyToStrTest	checkRURUKR	assertEquals("STR",moneyToStrRUR.convert(V_300D));	assertEquals("STR",moneyToStrUAHRUS.convert(0.0d)+"STR");	0
PuzzleTest	puzzle_can_swap_blank	assertEquals(4,c.getBlankIndex());	assertNotEquals(p,c);	0
PuzzleTest	puzzle_can_swap_blank	assertEquals(4,c.getBlankIndex());	assertTrue(c.getBlankIndex()>=0&&c.getBlankIndex()<c.getCells().length);	0
PuzzleTest	puzzle_can_swap_blank	assertEquals(4,c.getBlankIndex());	assertNotNull(c);	0
PuzzleTest	puzzle_can_swap_blank	assertEquals(4,c.getBlankIndex());	assertEquals(4,c.getBlankIndex());	1
PuzzleTest	puzzle_can_swap_blank	assertEquals(4,c.getBlankIndex());	assertTrue(c.getBlankIndex()>=0);	0
PuzzleTest	puzzle_can_swap_blank	assertEquals(4,c.getBlankIndex());	assertEquals(p.getCells().length,c.getCells().length);	0
PuzzleTest	puzzle_can_swap_blank	assertEquals(4,c.getBlankIndex());	assertNotNull(p);	0
PuzzleTest	puzzle_can_swap_blank	assertEquals(4,c.getBlankIndex());	assertTrue(c.getBlankIndex()<c.getCells().length);	0
PuzzleTest	puzzle_can_swap_blank	assertEquals(4,c.getBlankIndex());	assertNotSame(p,c);	0
PuzzleTest	puzzle_can_swap_blank	assertEquals(4,c.getBlankIndex());	assertNotEquals(p.getBlankIndex(),c.getBlankIndex());	0
EdgeCases	testSpaces	assertEquals("STR",m.markdown("STR"));	assertNotNull("STR");	0
EdgeCases	testSpaces	assertEquals("STR",m.markdown("STR"));	assertNotEquals(10,5);	0
EdgeCases	testSpaces	assertEquals("STR",m.markdown("STR"));	assertEquals("STR","STR");	0
EdgeCases	testSpaces	assertEquals("STR",m.markdown("STR"));	assertTrue(true);	0
EdgeCases	testSpaces	assertEquals("STR",m.markdown("STR"));	assertSame(obj1,obj1);	0
EdgeCases	testSpaces	assertEquals("STR",m.markdown("STR"));	assertFalse(false);	0
EdgeCases	testSpaces	assertEquals("STR",m.markdown("STR"));	assertNotSame(obj1,obj2);	0
EdgeCases	testSpaces	assertEquals("STR",m.markdown("STR"));	???;	0
EdgeCases	testSpaces	assertEquals("STR",m.markdown("STR"));	assertNull(null);	0
GeneralTest	testGetName	assertEquals("STR",newGeneral(env()).getName());	assertEquals("STR",object.getName());	0
GeneralTest	testGetName	assertEquals("STR",newGeneral(env()).getName());	assertNotNull(object.getName());	0
GeneralTest	testGetName	assertEquals("STR",newGeneral(env()).getName());	assertSame(object.getName(),retrievedObject.getName());	0
GeneralTest	testGetName	assertEquals("STR",newGeneral(env()).getName());	assertFalse(object.getName()==null);	0
GeneralTest	testGetName	assertEquals("STR",newGeneral(env()).getName());	assertTrue(object.getName()!=null);	0
GeneralTest	testGetName	assertEquals("STR",newGeneral(env()).getName());	assertNotEquals("STR",object.getName());	0
GeneralTest	testGetName	assertEquals("STR",newGeneral(env()).getName());	assertNull(object.getName());	0
GeneralTest	testGetName	assertEquals("STR",newGeneral(env()).getName());	assertNotSame(oldObject.getName(),newObject.getName());	0
TravisTest	testGetPullRequest	assertEquals("STR",newTravis(env()).getPullRequest());	assertNotNull(focalObject.getPullRequest());	0
TravisTest	testGetPullRequest	assertEquals("STR",newTravis(env()).getPullRequest());	assertSame(expectedObject,focalObject.getPullRequest());	0
TravisTest	testGetPullRequest	assertEquals("STR",newTravis(env()).getPullRequest());	assertFalse(focalObject.getPullRequest().isEmpty());	0
TravisTest	testGetPullRequest	assertEquals("STR",newTravis(env()).getPullRequest());	assertNotEquals(0,focalObject.getPullRequest().length());	0
TravisTest	testGetPullRequest	assertEquals("STR",newTravis(env()).getPullRequest());	assertNotEquals("STR",focalObject.getPullRequest());	0
TravisTest	testGetPullRequest	assertEquals("STR",newTravis(env()).getPullRequest());	assertEquals("STR",focalObject.getPullRequest());	0
TravisTest	testGetPullRequest	assertEquals("STR",newTravis(env()).getPullRequest());	assertNotSame(notExpectedObject,focalObject.getPullRequest());	0
TravisTest	testGetPullRequest	assertEquals("STR",newTravis(env()).getPullRequest());	assertNull(focalObject.getPullRequest());	0
TravisTest	testGetPullRequest	assertEquals("STR",newTravis(env()).getPullRequest());	???;	0
TravisTest	testGetPullRequest	assertEquals("STR",newTravis(env()).getPullRequest());	assertTrue(focalObject.getPullRequest().contains("STR"));	0
PerMessageDeflateExtensionTest	testGetInflater	assertEquals(deflateExtension.getInflater().getRemaining(),newInflater(true).getRemaining());	assertNull(deflateExtension.getInflater().getDictionary());	0
PerMessageDeflateExtensionTest	testGetInflater	assertEquals(deflateExtension.getInflater().getRemaining(),newInflater(true).getRemaining());	assertNotNull(deflateExtension.getInflater());	0
PerMessageDeflateExtensionTest	testGetInflater	assertEquals(deflateExtension.getInflater().getRemaining(),newInflater(true).getRemaining());	assertNotEquals(0,deflateExtension.getInflater().hashCode());	0
PerMessageDeflateExtensionTest	testGetInflater	assertEquals(deflateExtension.getInflater().getRemaining(),newInflater(true).getRemaining());	assertEquals(0,deflateExtension.getInflater().getRemaining());	0
PerMessageDeflateExtensionTest	testGetInflater	assertEquals(deflateExtension.getInflater().getRemaining(),newInflater(true).getRemaining());	assertSame(inflater,deflateExtension.getInflater());	0
PerMessageDeflateExtensionTest	testGetInflater	assertEquals(deflateExtension.getInflater().getRemaining(),newInflater(true).getRemaining());	assertFalse(deflateExtension.getInflater().ended());	0
PerMessageDeflateExtensionTest	testGetInflater	assertEquals(deflateExtension.getInflater().getRemaining(),newInflater(true).getRemaining());	???;	0
PerMessageDeflateExtensionTest	testGetInflater	assertEquals(deflateExtension.getInflater().getRemaining(),newInflater(true).getRemaining());	assertNotSame(0,deflateExtension.getInflater().inf.getBytesOut());	0
PerMessageDeflateExtensionTest	testGetInflater	assertEquals(deflateExtension.getInflater().getRemaining(),newInflater(true).getRemaining());	assertNotEquals(null,deflateExtension.getInflater());	0
PerMessageDeflateExtensionTest	testGetInflater	assertEquals(deflateExtension.getInflater().getRemaining(),newInflater(true).getRemaining());	assertNotSame(Inflater.class,deflateExtension.getInflater().getClass());	0
MorphologyTest	ts	assertTrue(nopūsts.isRecognized());	assertTrue(nopūsts!=null);	0
MorphologyTest	ts	assertTrue(nopūsts.isRecognized());	assertFalse(locītājs.isRecognized());	0
MorphologyTest	ts	assertTrue(nopūsts.isRecognized());	assertEquals("STR",nopūsts.getWord());	0
MorphologyTest	ts	assertTrue(nopūsts.isRecognized());	assertNotSame("STR",locītājs.getClass().getSimpleName());	0
MorphologyTest	ts	assertTrue(nopūsts.isRecognized());	assertNotSame(locītājs,nopūsts);	0
MorphologyTest	ts	assertTrue(nopūsts.isRecognized());	assertNotEquals(0,locītājs.getCacheSize());	0
MorphologyTest	ts	assertTrue(nopūsts.isRecognized());	assertEquals(10.5,locītājs.calculate(5,2));	0
MorphologyTest	ts	assertTrue(nopūsts.isRecognized());	assertNotEquals(100,locītājs.getCacheSize());	0
MorphologyTest	ts	assertTrue(nopūsts.isRecognized());	???;	0
MorphologyTest	ts	assertTrue(nopūsts.isRecognized());	assertNotNull(nopūsts);	0
JMXRemoteUrlConnectionFactoryTest	testGetSetLog	assertNotNull(this.factory.getLog());	assertFalse(focal.getLog()==null);	0
JMXRemoteUrlConnectionFactoryTest	testGetSetLog	assertNotNull(this.factory.getLog());	assertNotEquals(mockLog,focal.getLog());	0
JMXRemoteUrlConnectionFactoryTest	testGetSetLog	assertNotNull(this.factory.getLog());	assertNotSame(mockLog,focal.getLog());	0
JMXRemoteUrlConnectionFactoryTest	testGetSetLog	assertNotNull(this.factory.getLog());	assertTrue(mockLog.equals(focal.getLog()));	0
JMXRemoteUrlConnectionFactoryTest	testGetSetLog	assertNotNull(this.factory.getLog());	assertNotNull(focal.getLog());	0
JMXRemoteUrlConnectionFactoryTest	testGetSetLog	assertNotNull(this.factory.getLog());	assertNull(focal.getLog());	0
JMXRemoteUrlConnectionFactoryTest	testGetSetLog	assertNotNull(this.factory.getLog());	assertEquals(mockLog,focal.getLog());	0
JMXRemoteUrlConnectionFactoryTest	testGetSetLog	assertNotNull(this.factory.getLog());	???;	0
JMXRemoteUrlConnectionFactoryTest	testGetSetLog	assertNotNull(this.factory.getLog());	assertSame(mockLog,focal.getLog());	0
InstallFeatureUtilTest	testCombineToSet	assertEquals(5,result.size());	assertFalse(result.contains("STR"));	0
InstallFeatureUtilTest	testCombineToSet	assertEquals(5,result.size());	assertTrue(result.containsAll(Arrays.asList("STR","STR","STR","STR","STR")));	0
InstallFeatureUtilTest	testCombineToSet	assertEquals(5,result.size());	assertNotNull(result);	0
InstallFeatureUtilTest	testCombineToSet	assertEquals(5,result.size());	assertFalse(result.isEmpty());	0
InstallFeatureUtilTest	testCombineToSet	assertEquals(5,result.size());	assertTrue(result.size()>=3);	0
