TestID	OracleID	Username/Reponame	ClassName	TestName	TrueOracle	GenOracle	Correct	Sorted	Time
2	8	/	ScoreTest	testSetRaw	assertEquals(expected,actual,0);	assertTrue(condition);	0	1	39.51
2	9	/	ScoreTest	testSetRaw	assertEquals(expected,actual,0);	assertNotNull(score);	0	1	39.51
3	0	adlnet/jxapi	PersonTest	testSetName	assertArrayEquals(expected,actual);	assertArrayEquals(expected,actual);	1	1	65.62
3	1	/	PersonTest	testSetName	assertArrayEquals(expected,actual);	assertEquals(expected.toString(),actual.toString());	0	1	65.62
3	2	/	PersonTest	testSetName	assertArrayEquals(expected,actual);	assertTrue(Arrays.equals(expected,actual));	0	1	65.62
3	3	/	PersonTest	testSetName	assertArrayEquals(expected,actual);	assertNotNull(person);	0	1	65.62
3	4	/	PersonTest	testSetName	assertArrayEquals(expected,actual);	assertEquals(NAME,person.getName());	0	1	65.62
3	5	/	PersonTest	testSetName	assertArrayEquals(expected,actual);	assertNotEquals("STR",person.getName());	0	1	65.62
3	6	/	PersonTest	testSetName	assertArrayEquals(expected,actual);	assertArrayEquals(newString[]{NAME,MBOX});	0	1	65.62
3	7	/	PersonTest	testSetName	assertArrayEquals(expected,actual);	assertNotSame(person,newPerson());	0	1	65.62
3	8	/	PersonTest	testSetName	assertArrayEquals(expected,actual);	assertFalse(person.isNew());	0	1	65.62
3	9	/	PersonTest	testSetName	assertArrayEquals(expected,actual);	assertEquals(0,person.getAge());	0	1	65.62
4	0	adlnet/jxapi	AboutTest	testGetVersion	assertNotNull(version);	assertNotNull(version);	1	1	36.85
4	1	/	AboutTest	testGetVersion	assertNotNull(version);	assertEquals(version.size(),1);	0	1	36.85
4	2	/	AboutTest	testGetVersion	assertNotNull(version);	assertSame(version.get(0),"STR");	0	1	36.85
4	3	/	AboutTest	testGetVersion	assertNotNull(version);	assertNotSame(version.get(0),null);	0	1	36.85
4	4	/	AboutTest	testGetVersion	assertNotNull(version);	assertTrue(version.equals(about.getVersion()));	0	1	36.85
4	5	/	AboutTest	testGetVersion	assertNotNull(version);	assertSame(version,about.getVersion());	0	1	36.85
4	6	/	AboutTest	testGetVersion	assertNotNull(version);	assertSame(version.getClass(),ArrayList.class);	0	1	36.85
4	7	/	AboutTest	testGetVersion	assertNotNull(version);	assertNotSame(version.get(0),1.0);	0	1	36.85
4	8	/	AboutTest	testGetVersion	assertNotNull(version);	assertNotSame(version.get(0),10);	0	1	36.85
4	9	/	AboutTest	testGetVersion	assertNotNull(version);	assertNotSame(version,newArrayList<String>());	0	1	36.85
5	0	hazelcast/hazelcast-simulator	AnnotationFilterTest	testLocalTeardownFilter	assertEquals("STR",method.getName());	assertNotNull(method);	0	1	96.58
5	1	/	AnnotationFilterTest	testLocalTeardownFilter	assertEquals("STR",method.getName());	assertNotEquals(method.getParameterCount(),0);	0	1	96.58
5	2	/	AnnotationFilterTest	testLocalTeardownFilter	assertEquals("STR",method.getName());	assertTrue(method.getReturnType().equals(void.class));	0	1	96.58
5	3	/	AnnotationFilterTest	testLocalTeardownFilter	assertEquals("STR",method.getName());	assertTrue(method.isAnnotationPresent(Teardown.class));	0	1	96.58
5	4	/	AnnotationFilterTest	testLocalTeardownFilter	assertEquals("STR",method.getName());	assertTrue(method.getModifiers()==Modifier.PUBLIC);	0	1	96.58
5	5	/	AnnotationFilterTest	testLocalTeardownFilter	assertEquals("STR",method.getName());	assertEquals(methods.size(),5);	0	1	96.58
5	6	/	AnnotationFilterTest	testLocalTeardownFilter	assertEquals("STR",method.getName());	assertFalse(method.isAnnotationPresent(Before.class));	0	1	96.58
5	7	/	AnnotationFilterTest	testLocalTeardownFilter	assertEquals("STR",method.getName());	assertTrue(method.isAccessible());	0	1	96.58
5	8	/	AnnotationFilterTest	testLocalTeardownFilter	assertEquals("STR",method.getName());	assertEquals("STR",method.getName());	1	1	96.58
5	9	/	AnnotationFilterTest	testLocalTeardownFilter	assertEquals("STR",method.getName());	assertTrue(method.getDeclaredAnnotations().length>0);	0	1	96.58
6	0	hazelcast/hazelcast-simulator	MetronomeSupplierTest	withCustomMetronome	assertEquals(BusySpinningMetronome.class,m.getClass());	assertNotNull(m);	0	1	49.86
6	1	/	MetronomeSupplierTest	withCustomMetronome	assertEquals(BusySpinningMetronome.class,m.getClass());	assertNotEquals(null,m);	0	1	49.86
6	2	/	MetronomeSupplierTest	withCustomMetronome	assertEquals(BusySpinningMetronome.class,m.getClass());	assertNotNull(constructor);	0	1	49.86
6	3	/	MetronomeSupplierTest	withCustomMetronome	assertEquals(BusySpinningMetronome.class,m.getClass());	assertEquals("STR","STR");	0	1	49.86
6	4	/	MetronomeSupplierTest	withCustomMetronome	assertEquals(BusySpinningMetronome.class,m.getClass());	assertTrue(m.getClass().getName().equals(BusySpinningMetronome.class.getName()));	0	1	49.86
6	5	/	MetronomeSupplierTest	withCustomMetronome	assertEquals(BusySpinningMetronome.class,m.getClass());	assertFalse(m.getClass().getName().equals(EmptyMetronome.class.getName()));	0	1	49.86
6	6	/	MetronomeSupplierTest	withCustomMetronome	assertEquals(BusySpinningMetronome.class,m.getClass());	assertEquals(BusySpinningMetronome.class,m.getClass());	1	1	49.86
6	7	/	MetronomeSupplierTest	withCustomMetronome	assertEquals(BusySpinningMetronome.class,m.getClass());	assertNotEquals(EmptyMetronome.class,m.getClass());	0	1	49.86
6	8	/	MetronomeSupplierTest	withCustomMetronome	assertEquals(BusySpinningMetronome.class,m.getClass());	assertEquals(Metronome.class,constructor.getParameterTypes()[0]);	0	1	49.86
6	9	/	MetronomeSupplierTest	withCustomMetronome	assertEquals(BusySpinningMetronome.class,m.getClass());	assertNotEquals(EmptyMetronome.class,constructor.getParameterTypes()[0]);	0	1	49.86
7	0	hazelcast/hazelcast-simulator	BuildInfoUtilsTest	testGetHazelcastVersionFromJarOrNull_whenInvalidPath_thenReturnNull	assertNull(getHazelcastVersionFromJarOrNull(file.getAbsolutePath()));	assertNull("STR");	0	1	88.47
7	1	/	BuildInfoUtilsTest	testGetHazelcastVersionFromJarOrNull_whenInvalidPath_thenReturnNull	assertNull(getHazelcastVersionFromJarOrNull(file.getAbsolutePath()));	assertNotNull("STR");	0	1	88.47
7	2	/	BuildInfoUtilsTest	testGetHazelcastVersionFromJarOrNull_whenInvalidPath_thenReturnNull	assertNull(getHazelcastVersionFromJarOrNull(file.getAbsolutePath()));	assertEquals(null,"STR");	0	1	88.47
7	3	/	BuildInfoUtilsTest	testGetHazelcastVersionFromJarOrNull_whenInvalidPath_thenReturnNull	assertNull(getHazelcastVersionFromJarOrNull(file.getAbsolutePath()));	assertNotEquals("STR","STR");	0	1	88.47
7	4	/	BuildInfoUtilsTest	testGetHazelcastVersionFromJarOrNull_whenInvalidPath_thenReturnNull	assertNull(getHazelcastVersionFromJarOrNull(file.getAbsolutePath()));	assertFalse("STR");	0	1	88.47
7	5	/	BuildInfoUtilsTest	testGetHazelcastVersionFromJarOrNull_whenInvalidPath_thenReturnNull	assertNull(getHazelcastVersionFromJarOrNull(file.getAbsolutePath()));	assertTrue("STR");	0	1	88.47
7	6	/	BuildInfoUtilsTest	testGetHazelcastVersionFromJarOrNull_whenInvalidPath_thenReturnNull	assertNull(getHazelcastVersionFromJarOrNull(file.getAbsolutePath()));	assertThrows(UncheckedIOException.class,"STR");	0	1	88.47
7	7	/	BuildInfoUtilsTest	testGetHazelcastVersionFromJarOrNull_whenInvalidPath_thenReturnNull	assertNull(getHazelcastVersionFromJarOrNull(file.getAbsolutePath()));	assertDoesNotThrow("STR");	0	1	88.47
7	8	/	BuildInfoUtilsTest	testGetHazelcastVersionFromJarOrNull_whenInvalidPath_thenReturnNull	assertNull(getHazelcastVersionFromJarOrNull(file.getAbsolutePath()));	assertSame("STR","STR");	0	1	88.47
7	9	/	BuildInfoUtilsTest	testGetHazelcastVersionFromJarOrNull_whenInvalidPath_thenReturnNull	assertNull(getHazelcastVersionFromJarOrNull(file.getAbsolutePath()));	assertNotSame(null,"STR");	0	1	88.47
8	0	hazelcast/hazelcast-simulator	WorkerProcessFailureMonitorTest	testRun_shouldContinueAfterExceptionDuringDetection	assertTrueEventually(newAssertTask(){@Overridepublicvoidrun()throwsException{assertFailureType(failureHandler,WORKER_OOME);}});	assertNotNull(workersHome);	0	1	56.52
8	1	/	WorkerProcessFailureMonitorTest	testRun_shouldContinueAfterExceptionDuringDetection	assertTrueEventually(newAssertTask(){@Overridepublicvoidrun()throwsException{assertFailureType(failureHandler,WORKER_OOME);}});	assertTrue(workerProcess.isRunning());	0	1	56.52
8	2	/	WorkerProcessFailureMonitorTest	testRun_shouldContinueAfterExceptionDuringDetection	assertTrueEventually(newAssertTask(){@Overridepublicvoidrun()throwsException{assertFailureType(failureHandler,WORKER_OOME);}});	assertTrue(workerProcess.getWorkerHome().exists());	0	1	56.52
8	3	/	WorkerProcessFailureMonitorTest	testRun_shouldContinueAfterExceptionDuringDetection	assertTrueEventually(newAssertTask(){@Overridepublicvoidrun()throwsException{assertFailureType(failureHandler,WORKER_OOME);}});	assertSame(workerProcess,workerProcessManager.getWorkerProcesses().get(0));	0	1	56.52
8	4	/	WorkerProcessFailureMonitorTest	testRun_shouldContinueAfterExceptionDuringDetection	assertTrueEventually(newAssertTask(){@Overridepublicvoidrun()throwsException{assertFailureType(failureHandler,WORKER_OOME);}});	assertEquals("STR",workerProcessManager.getAddress());	0	1	56.52
8	5	/	WorkerProcessFailureMonitorTest	testRun_shouldContinueAfterExceptionDuringDetection	assertTrueEventually(newAssertTask(){@Overridepublicvoidrun()throwsException{assertFailureType(failureHandler,WORKER_OOME);}});	assertArrayEquals(newObject[]{1,2,3},newObject[]{1,2,3});	0	1	56.52
8	6	/	WorkerProcessFailureMonitorTest	testRun_shouldContinueAfterExceptionDuringDetection	assertTrueEventually(newAssertTask(){@Overridepublicvoidrun()throwsException{assertFailureType(failureHandler,WORKER_OOME);}});	assertSame(server,workerProcessManager.getServer());	0	1	56.52
8	7	/	WorkerProcessFailureMonitorTest	testRun_shouldContinueAfterExceptionDuringDetection	assertTrueEventually(newAssertTask(){@Overridepublicvoidrun()throwsException{assertFailureType(failureHandler,WORKER_OOME);}});	assertNull(workerProcess.getStderr().readLine());	0	1	56.52
8	8	/	WorkerProcessFailureMonitorTest	testRun_shouldContinueAfterExceptionDuringDetection	assertTrueEventually(newAssertTask(){@Overridepublicvoidrun()throwsException{assertFailureType(failureHandler,WORKER_OOME);}});	assertEquals(parent,newFile(parent,fileName).getParentFile());	0	1	56.52
8	9	/	WorkerProcessFailureMonitorTest	testRun_shouldContinueAfterExceptionDuringDetection	assertTrueEventually(newAssertTask(){@Overridepublicvoidrun()throwsException{assertFailureType(failureHandler,WORKER_OOME);}});	assertNotEquals(DEFAULT_LAST_SEEN_TIMEOUT_SECONDS,workerProcessFailureMonitor.getLastSeenTimeoutSeconds());	0	1	56.52
9	0	hazelcast/hazelcast-simulator	WizardUtilsTest	testGetFileFromUrl_fromJarFile	assertNotNull(file);	assertTrue(file.exists());	0	1	45.13
9	1	/	WizardUtilsTest	testGetFileFromUrl_fromJarFile	assertNotNull(file);	assertTrue(file.isFile());	0	1	45.13
9	2	/	WizardUtilsTest	testGetFileFromUrl_fromJarFile	assertNotNull(file);	assertFalse(file.isDirectory());	0	1	45.13
9	3	/	WizardUtilsTest	testGetFileFromUrl_fromJarFile	assertNotNull(file);	assertNotNull(file);	1	1	45.13
9	4	/	WizardUtilsTest	testGetFileFromUrl_fromJarFile	assertNotNull(file);	assertEquals(parent,file.getParentFile());	0	1	45.13
9	5	/	WizardUtilsTest	testGetFileFromUrl_fromJarFile	assertNotNull(file);	assertNotEquals(0,file.length());	0	1	45.13
9	6	/	WizardUtilsTest	testGetFileFromUrl_fromJarFile	assertNotNull(file);	assertNull(WizardUtils.getFileFromUrl(null,null));	0	1	45.13
9	7	/	WizardUtilsTest	testGetFileFromUrl_fromJarFile	assertNotNull(file);	assertNotNull(url);	0	1	45.13
9	8	/	WizardUtilsTest	testGetFileFromUrl_fromJarFile	assertNotNull(file);	assertFalse("STR");	0	1	45.13
9	9	/	WizardUtilsTest	testGetFileFromUrl_fromJarFile	assertNotNull(file);	assertTrue("STR");	0	1	45.13
10	0	hazelcast/hazelcast-simulator	UuidUtilTest	testNewUnsecureUUID	assertNotNull(uuid);	assertNotNull(newUnsecureUUID());	0	1	44.66
10	1	/	UuidUtilTest	testNewUnsecureUUID	assertNotNull(uuid);	assertNotNull(uuid);	1	1	44.66
10	2	/	UuidUtilTest	testNewUnsecureUUID	assertNotNull(uuid);	assertEquals(uuid.variant(),2);	0	1	44.66
10	3	/	UuidUtilTest	testNewUnsecureUUID	assertNotNull(uuid);	assertEquals(uuid.getLeastSignificantBits(),uuid.getLeastSignificantBits());	0	1	44.66
10	4	/	UuidUtilTest	testNewUnsecureUUID	assertNotNull(uuid);	assertEquals(uuid.getMostSignificantBits(),uuid.getMostSignificantBits());	0	1	44.66
10	5	/	UuidUtilTest	testNewUnsecureUUID	assertNotNull(uuid);	assertTrue(uuid.equals(uuid));	0	1	44.66
10	6	/	UuidUtilTest	testNewUnsecureUUID	assertNotNull(uuid);	assertEquals(uuid.version(),4);	0	1	44.66
10	7	/	UuidUtilTest	testNewUnsecureUUID	assertNotNull(uuid);	assertTrue(uuid!=null);	0	1	44.66
10	8	/	UuidUtilTest	testNewUnsecureUUID	assertNotNull(uuid);	assertTrue(uuid.timestamp()!=0);	0	1	44.66
10	9	/	UuidUtilTest	testNewUnsecureUUID	assertNotNull(uuid);	assertTrue(uuid.clockSequence()!=0);	0	1	44.66
11	0	dbmdz/iiif-apis	SpecExamplesSerializationTest	testImageResource	assertSerializationEqualsSpec(anno,"STR");	assertEquals("STR",img.getId());	0	1	54.4
11	1	/	SpecExamplesSerializationTest	testImageResource	assertSerializationEqualsSpec(anno,"STR");	assertEquals(1500,img.getWidth());	0	1	54.4
11	2	/	SpecExamplesSerializationTest	testImageResource	assertSerializationEqualsSpec(anno,"STR");	assertEquals(2000,img.getHeight());	0	1	54.4
11	3	/	SpecExamplesSerializationTest	testImageResource	assertSerializationEqualsSpec(anno,"STR");	assertNotNull(img.getServices());	0	1	54.4
11	4	/	SpecExamplesSerializationTest	testImageResource	assertSerializationEqualsSpec(anno,"STR");	assertEquals(1,img.getServices().size());	0	1	54.4
11	5	/	SpecExamplesSerializationTest	testImageResource	assertSerializationEqualsSpec(anno,"STR");	assertTrue(img.getServices().get(0)instanceofImageService);	0	1	54.4
11	6	/	SpecExamplesSerializationTest	testImageResource	assertSerializationEqualsSpec(anno,"STR");	assertEquals("STR",img.getServices().get(0).getId());	0	1	54.4
11	7	/	SpecExamplesSerializationTest	testImageResource	assertSerializationEqualsSpec(anno,"STR");	assertEquals(ImageApiProfile.LEVEL_TWO,img.getServices().get(0).getProfile());	0	1	54.4
11	8	/	SpecExamplesSerializationTest	testImageResource	assertSerializationEqualsSpec(anno,"STR");	assertNotNull(anno.getOn());	0	1	54.4
11	9	/	SpecExamplesSerializationTest	testImageResource	assertSerializationEqualsSpec(anno,"STR");	assertEquals("STR",anno.getOn().getId());	0	1	54.4
12	0	dbmdz/iiif-apis	SpecExamplesSerializationTest	testGenericService	assertSerializationEqualsSpec(service,"STR");	assertEquals("STR",seq.getId());	0	1	47.33
12	1	/	SpecExamplesSerializationTest	testGenericService	assertSerializationEqualsSpec(service,"STR");	assertNotNull(rendering);	0	1	47.33
12	2	/	SpecExamplesSerializationTest	testGenericService	assertSerializationEqualsSpec(service,"STR");	assertTrue(manifest.getRenderings().contains(rendering));	0	1	47.33
12	3	/	SpecExamplesSerializationTest	testGenericService	assertSerializationEqualsSpec(service,"STR");	assertEquals("STR",seq.getLabel().getValue());	0	1	47.33
12	4	/	SpecExamplesSerializationTest	testGenericService	assertSerializationEqualsSpec(service,"STR");	assertNull(label);	0	1	47.33
12	5	/	SpecExamplesSerializationTest	testGenericService	assertSerializationEqualsSpec(service,"STR");	assertNotNull(mapper);	0	1	47.33
12	6	/	SpecExamplesSerializationTest	testGenericService	assertSerializationEqualsSpec(service,"STR");	assertEquals("STR",manifest.getWithin().get(0).getId());	0	1	47.33
12	7	/	SpecExamplesSerializationTest	testGenericService	assertSerializationEqualsSpec(service,"STR");	assertEquals("STR",label.toString());	0	1	47.33
12	8	/	SpecExamplesSerializationTest	testGenericService	assertSerializationEqualsSpec(service,"STR");	assertNotEquals("STR",seq.getId());	0	1	47.33
12	9	/	SpecExamplesSerializationTest	testGenericService	assertSerializationEqualsSpec(service,"STR");	assertFalse(manifest.getAnnotations().isEmpty());	0	1	47.33
13	0	dbmdz/iiif-apis	SpecExamplesDeserializationTest	testLoginWithLogout	assertThat(authService.getServices()).hasSize(2);	assertNotNull(authService);	0	1	46.79
13	1	/	SpecExamplesDeserializationTest	testLoginWithLogout	assertThat(authService.getServices()).hasSize(2);	assertEquals(5,services.size());	0	1	46.79
13	2	/	SpecExamplesDeserializationTest	testLoginWithLogout	assertThat(authService.getServices()).hasSize(2);	assertTrue(services.size()>0);	0	1	46.79
13	3	/	SpecExamplesDeserializationTest	testLoginWithLogout	assertThat(authService.getServices()).hasSize(2);	assertTrue(authService.isLoggedIn());	0	1	46.79
13	4	/	SpecExamplesDeserializationTest	testLoginWithLogout	assertThat(authService.getServices()).hasSize(2);	assertFalse(mapper.canSerialize(Object.class));	0	1	46.79
13	5	/	SpecExamplesDeserializationTest	testLoginWithLogout	assertThat(authService.getServices()).hasSize(2);	assertFalse(authService.isExpired());	0	1	46.79
13	6	/	SpecExamplesDeserializationTest	testLoginWithLogout	assertThat(authService.getServices()).hasSize(2);	assertNotEquals(null,authService.getAccessToken());	0	1	46.79
13	7	/	SpecExamplesDeserializationTest	testLoginWithLogout	assertThat(authService.getServices()).hasSize(2);	assertTrue(authService.validate());	0	1	46.79
13	8	/	SpecExamplesDeserializationTest	testLoginWithLogout	assertThat(authService.getServices()).hasSize(2);	assertFalse(services.isEmpty());	0	1	46.79
13	9	/	SpecExamplesDeserializationTest	testLoginWithLogout	assertThat(authService.getServices()).hasSize(2);	assertTrue(services.contains(authService));	0	1	46.79
14	0	sharneng/gm4java	GMOperationTest	rotate_Annotation_HeightLargerThanWidth	assertThat(sut.getCmdArgs(),hasItem("STR"));	assertNotNull(sut);	0	1	77.53
14	1	/	GMOperationTest	rotate_Annotation_HeightLargerThanWidth	assertThat(sut.getCmdArgs(),hasItem("STR"));	assertNotNull(args);	0	1	77.53
14	2	/	GMOperationTest	rotate_Annotation_HeightLargerThanWidth	assertThat(sut.getCmdArgs(),hasItem("STR"));	assertEquals(2,args.size());	0	1	77.53
14	3	/	GMOperationTest	rotate_Annotation_HeightLargerThanWidth	assertThat(sut.getCmdArgs(),hasItem("STR"));	assertEquals("STR",args.get(0));	0	1	77.53
14	4	/	GMOperationTest	rotate_Annotation_HeightLargerThanWidth	assertThat(sut.getCmdArgs(),hasItem("STR"));	assertEquals("STR",args.get(1));	0	1	77.53
14	5	/	GMOperationTest	rotate_Annotation_HeightLargerThanWidth	assertThat(sut.getCmdArgs(),hasItem("STR"));	assertThrows(IllegalArgumentException.class,()->sut.rotate(90.0,null));	0	1	77.53
14	6	/	GMOperationTest	rotate_Annotation_HeightLargerThanWidth	assertThat(sut.getCmdArgs(),hasItem("STR"));	assertDoesNotThrow(()->sut.rotate(90.0,RotationAnnotation.HeightOnly));	0	1	77.53
14	7	/	GMOperationTest	rotate_Annotation_HeightLargerThanWidth	assertThat(sut.getCmdArgs(),hasItem("STR"));	assertNotEquals(270.0,sut.rotate(90.0,RotationAnnotation.HeightOnly));	0	1	77.53
14	8	/	GMOperationTest	rotate_Annotation_HeightLargerThanWidth	assertThat(sut.getCmdArgs(),hasItem("STR"));	assertSame(sut,sut.rotate(90.0,RotationAnnotation.HeightExceedsWidthOnly));	0	1	77.53
14	9	/	GMOperationTest	rotate_Annotation_HeightLargerThanWidth	assertThat(sut.getCmdArgs(),hasItem("STR"));	assertNull(sut.rotate(-90.0,RotationAnnotation.WidthExceedsHeightOnly));	0	1	77.53
15	0	orientechnologies/orientdb	TrackedSetTest	testReturnOriginalState	assertEquals(original,trackedSet.returnOriginalState(firedEvents));	assertNotNull(doc);	0	1	52.26
15	1	/	TrackedSetTest	testReturnOriginalState	assertEquals(original,trackedSet.returnOriginalState(firedEvents));	assertNotNull(trackedSet);	0	1	52.26
15	2	/	TrackedSetTest	testReturnOriginalState	assertEquals(original,trackedSet.returnOriginalState(firedEvents));	assertEquals(original,trackedSet);	0	1	52.26
15	3	/	TrackedSetTest	testReturnOriginalState	assertEquals(original,trackedSet.returnOriginalState(firedEvents));	assertEquals(8,trackedSet.size());	0	1	52.26
15	4	/	TrackedSetTest	testReturnOriginalState	assertEquals(original,trackedSet.returnOriginalState(firedEvents));	assertTrue(original.containsAll(trackedSet));	0	1	52.26
15	5	/	TrackedSetTest	testReturnOriginalState	assertEquals(original,trackedSet.returnOriginalState(firedEvents));	assertTrue(firedEvents.isEmpty());	0	1	52.26
15	6	/	TrackedSetTest	testReturnOriginalState	assertEquals(original,trackedSet.returnOriginalState(firedEvents));	assertTrue(firedEvents.size()==5);	0	1	52.26
15	7	/	TrackedSetTest	testReturnOriginalState	assertEquals(original,trackedSet.returnOriginalState(firedEvents));	assertTrue(firedEvents.get(0).getChangeType()==OMultiValueChangeEvent.OChangeType.ADD);	0	1	52.26
15	8	/	TrackedSetTest	testReturnOriginalState	assertEquals(original,trackedSet.returnOriginalState(firedEvents));	assertTrue(firedEvents.get(1).getChangeType()==OMultiValueChangeEvent.OChangeType.REMOVE);	0	1	52.26
15	9	/	TrackedSetTest	testReturnOriginalState	assertEquals(original,trackedSet.returnOriginalState(firedEvents));	assertTrue(firedEvents.get(2).getChangeType()==OMultiValueChangeEvent.OChangeType.REMOVE);	0	1	52.26
16	0	orientechnologies/orientdb	TrackedSetTest	testClearOne	assertFalse(doc.isDirty());	assertTrue(doc.isDirty());	0	1	66.45
16	1	/	TrackedSetTest	testClearOne	assertFalse(doc.isDirty());	assertFalse(doc.isInitialized());	0	1	66.45
16	2	/	TrackedSetTest	testClearOne	assertFalse(doc.isDirty());	assertNull(doc);	0	1	66.45
16	3	/	TrackedSetTest	testClearOne	assertFalse(doc.isDirty());	assertNotNull(doc);	0	1	66.45
16	4	/	TrackedSetTest	testClearOne	assertFalse(doc.isDirty());	assertEquals(doc,doc);	0	1	66.45
16	5	/	TrackedSetTest	testClearOne	assertFalse(doc.isDirty());	assertSame(doc,doc);	0	1	66.45
16	6	/	TrackedSetTest	testClearOne	assertFalse(doc.isDirty());	assertTrue(doc.save());	0	1	66.45
16	7	/	TrackedSetTest	testClearOne	assertFalse(doc.isDirty());	assertFalse(doc.isLightweight());	0	1	66.45
16	8	/	TrackedSetTest	testClearOne	assertFalse(doc.isDirty());	assertTrue(doc.isInitialized());	0	1	66.45
16	9	/	TrackedSetTest	testClearOne	assertFalse(doc.isDirty());	assertEquals(0,doc.fields());	0	1	66.45
17	0	orientechnologies/orientdb	ODirtyManagerTest	testSetToNullLink	assertEquals(2,manager.getNewRecords().size());	assertNotNull(doc);	0	1	75.77
17	1	/	ODirtyManagerTest	testSetToNullLink	assertEquals(2,manager.getNewRecords().size());	assertNull(doc.getRecord());	0	1	75.77
17	2	/	ODirtyManagerTest	testSetToNullLink	assertEquals(2,manager.getNewRecords().size());	assertTrue(doc.fields()instanceofMap);	0	1	75.77
17	3	/	ODirtyManagerTest	testSetToNullLink	assertEquals(2,manager.getNewRecords().size());	assertFalse(manager.isTransactionActive());	0	1	75.77
17	4	/	ODirtyManagerTest	testSetToNullLink	assertEquals(2,manager.getNewRecords().size());	assertTrue(manager.isSameAsSaved(doc));	0	1	75.77
17	5	/	ODirtyManagerTest	testSetToNullLink	assertEquals(2,manager.getNewRecords().size());	assertFalse(manager.getRecordState(doc2).isChanged());	0	1	75.77
17	6	/	ODirtyManagerTest	testSetToNullLink	assertEquals(2,manager.getNewRecords().size());	assertTrue(doc.fields().size()>0);	0	1	75.77
17	7	/	ODirtyManagerTest	testSetToNullLink	assertEquals(2,manager.getNewRecords().size());	assertFalse(doc2.fields().isEmpty());	0	1	75.77
17	8	/	ODirtyManagerTest	testSetToNullLink	assertEquals(2,manager.getNewRecords().size());	assertEquals(doc2,"STR");	0	1	75.77
17	9	/	ODirtyManagerTest	testSetToNullLink	assertEquals(2,manager.getNewRecords().size());	assertNull("STR");	0	1	75.77
18	0	orientechnologies/orientdb	DoubleSerializerTest	testFieldSize	assertEquals(doubleSerializer.getObjectSize(null),FIELD_SIZE);	assertEquals(DOUBLE_SIZE,getObjectSize(0.0));	0	1	60.21
18	1	/	DoubleSerializerTest	testFieldSize	assertEquals(doubleSerializer.getObjectSize(null),FIELD_SIZE);	assertNotEquals(0,getObjectSize(1.0));	0	1	60.21
18	2	/	DoubleSerializerTest	testFieldSize	assertEquals(doubleSerializer.getObjectSize(null),FIELD_SIZE);	assertFalse(getObjectSize(1.0)<0);	0	1	60.21
18	3	/	DoubleSerializerTest	testFieldSize	assertEquals(doubleSerializer.getObjectSize(null),FIELD_SIZE);	assertTrue(getObjectSize(2.0)>0);	0	1	60.21
18	4	/	DoubleSerializerTest	testFieldSize	assertEquals(doubleSerializer.getObjectSize(null),FIELD_SIZE);	assertNull(null);	0	1	60.21
