TestID	OracleID	Project	ClassName#TestName	TrueOracle	GenOracle	Correct
1	10	hazelcast_hazelcast-simulator	AnnotationFilterTest#testLocalTeardownFilter	"org.junit.Assert.assertEquals(""STR"",method.getName());"	org.junit.Assert.assertThat(method,is(instanceOf(TeardownFilter.class)));	0
1	10	hazelcast_hazelcast-simulator	AnnotationFilterTest#testLocalTeardownFilter	"org.junit.Assert.assertEquals(""STR"",method.getName());"	org.junit.Assert.assertThat(method,is(instanceOf(Teardown.class)));	0
1	10	hazelcast_hazelcast-simulator	AnnotationFilterTest#testLocalTeardownFilter	"org.junit.Assert.assertEquals(""STR"",method.getName());"	org.junit.Assert.assertThat(method,is(notNullValue()));	0
1	10	hazelcast_hazelcast-simulator	AnnotationFilterTest#testLocalTeardownFilter	"org.junit.Assert.assertEquals(""STR"",method.getName());"	org.junit.Assert.assertThat(method,instanceOf(TeardownMethod.class));	0
1	10	hazelcast_hazelcast-simulator	AnnotationFilterTest#testLocalTeardownFilter	"org.junit.Assert.assertEquals(""STR"",method.getName());"	org.junit.Assert.assertThat(method,instanceOf(Teardown.class));	0
1	10	hazelcast_hazelcast-simulator	AnnotationFilterTest#testLocalTeardownFilter	"org.junit.Assert.assertEquals(""STR"",method.getName());"	org.junit.Assert.assertThat(method,is(instanceOf(TeardownClass.class)));	0
1	10	hazelcast_hazelcast-simulator	AnnotationFilterTest#testLocalTeardownFilter	"org.junit.Assert.assertEquals(""STR"",method.getName());"	org.junit.Assert.assertThat(method,instanceOf(TeardownFilter.class));	0
2	10	adlnet_jxapi	ScoreTest#testGetMax	org.junit.Assert.assertEquals(expected,actual);	org.junit.Assert.assertEquals(expected,actual);	1
2	10	adlnet_jxapi	ScoreTest#testGetMax	org.junit.Assert.assertEquals(expected,actual);	org.junit.Assert.assertThat(actual,is(expected));	0
2	10	adlnet_jxapi	ScoreTest#testGetMax	org.junit.Assert.assertEquals(expected,actual);	org.junit.Assert.assertThat(actual,equalTo(expected));	0
2	10	adlnet_jxapi	ScoreTest#testGetMax	org.junit.Assert.assertEquals(expected,actual);	org.junit.Assert.assertThat(expected,actual,is(equalTo(expected)));	0
2	10	adlnet_jxapi	ScoreTest#testGetMax	org.junit.Assert.assertEquals(expected,actual);	org.junit.Assert.assertEquals(expected,actual);	1
2	10	adlnet_jxapi	ScoreTest#testGetMax	org.junit.Assert.assertEquals(expected,actual);	org.junit.Assert.assertThat(actual,is(equalTo(expected)));	0
2	10	adlnet_jxapi	ScoreTest#testGetMax	org.junit.Assert.assertEquals(expected,actual);	org.junit.Assert.assertThat(actual,greaterThan(expected));	0
2	10	adlnet_jxapi	ScoreTest#testGetMax	org.junit.Assert.assertEquals(expected,actual);	org.junit.Assert.assertEquals(expected,actual);	1
2	10	adlnet_jxapi	ScoreTest#testGetMax	org.junit.Assert.assertEquals(expected,actual);	org.junit.Assert.assertThat(actual).isEqualTo(expected);	0
2	10	adlnet_jxapi	ScoreTest#testGetMax	org.junit.Assert.assertEquals(expected,actual);	org.junit.Assert.assertNotEquals(expected,actual);	0
3	10	dbmdz_iiif-apis	SpecExamplesSerializationTest#testImageResource	"org.junit.Assert.assertSerializationEqualsSpec(anno,""STR"");"	org.junit.Assert.mapper.writeValueAsString(anno);(m,a,p,p,e,r,.,w,r,i,t,e,V,a,l,u,e,A,s,S,t,r,i,n,g,(,a,n,n,o,),;);	0
3	10	dbmdz_iiif-apis	SpecExamplesSerializationTest#testImageResource	"org.junit.Assert.assertSerializationEqualsSpec(anno,""STR"");"	"org.junit.Assert.mapper.readTree(""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""(m,a,p,p,e,r,.,r,e,a,d,T,r,e,e,(,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"");"	0
3	10	dbmdz_iiif-apis	SpecExamplesSerializationTest#testImageResource	"org.junit.Assert.assertSerializationEqualsSpec(anno,""STR"");"	"org.junit.Assert.mapper.readTree(""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR"",anno);(m,a,p,p,e,r,.,r,e,a,d,T,r,e,e,(,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",,,a,n,n,o,),;);"	0
3	10	dbmdz_iiif-apis	SpecExamplesSerializationTest#testImageResource	"org.junit.Assert.assertSerializationEqualsSpec(anno,""STR"");"	"org.junit.Assert.mapper.readTree(""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR"",anno(m,a,p,p,e,r,.,r,e,a,d,T,r,e,e,(,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",,,a,n,n,o);"	0
3	10	dbmdz_iiif-apis	SpecExamplesSerializationTest#testImageResource	"org.junit.Assert.assertSerializationEqualsSpec(anno,""STR"");"	org.junit.Assert.mapper.writeValue(anno);(m,a,p,p,e,r,.,w,r,i,t,e,V,a,l,u,e,(,a,n,n,o,),;);	0
3	10	dbmdz_iiif-apis	SpecExamplesSerializationTest#testImageResource	"org.junit.Assert.assertSerializationEqualsSpec(anno,""STR"");"	"org.junit.Assert.mapper.readTree(""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR"",anno);(m,a,p,p,e,r,.,r,e,a,d,T,r,e,e,(,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",,,a,n,n,o,),;);"	0
3	10	dbmdz_iiif-apis	SpecExamplesSerializationTest#testImageResource	"org.junit.Assert.assertSerializationEqualsSpec(anno,""STR"");"	"org.junit.Assert.mapper.readTree(""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR"",anno);(m,a,p,p,e,r,.,r,e,a,d,T,r,e,e,(,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",,,a,n,n,o,),;);"	0
3	10	dbmdz_iiif-apis	SpecExamplesSerializationTest#testImageResource	"org.junit.Assert.assertSerializationEqualsSpec(anno,""STR"");"	"org.junit.Assert.mapper.readTree(""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR"");(m,a,p,p,e,r,.,r,e,a,d,T,r,e,e,(,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",),;);"	0
3	10	dbmdz_iiif-apis	SpecExamplesSerializationTest#testImageResource	"org.junit.Assert.assertSerializationEqualsSpec(anno,""STR"");"	"org.junit.Assert.mapper.readTree(""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR"",anno);(m,a,p,p,e,r,.,r,e,a,d,T,r,e,e,(,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",,,a,n,n,o,),;);"	0
3	10	dbmdz_iiif-apis	SpecExamplesSerializationTest#testImageResource	"org.junit.Assert.assertSerializationEqualsSpec(anno,""STR"");"	"org.junit.Assert.mapper.readTree(""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR""+""STR"");(m,a,p,p,e,r,.,r,e,a,d,T,r,e,e,(,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",+,"",S,T,R,"",),;);"	0
4	10	sharneng_gm4java	GMOperationTest#rotate_Annotation_HeightLargerThanWidth	"org.junit.Assert.assertThat(sut.getCmdArgs(),hasItem(""STR""));"	org.junit.Assert.verify(sut,times(1)).rotate(90.0,RotationAnnotation.HeightExceedsWidthOnly);(v,e,r,i,f,y,(,s,u,t,,,t,i,m,e,s,(,1,),),.,r,o,t,a,t,e,(,9,0,.,0,,,R,o,t,a,t,i,o,n,A,n,n,o,t,a,t,i,o,n,.,H,e,i,g,h,t,E,x,c,e,e,d,s,W,i,d,t,h,O,n,l,y,),;);	0
4	10	sharneng_gm4java	GMOperationTest#rotate_Annotation_HeightLargerThanWidth	"org.junit.Assert.assertThat(sut.getCmdArgs(),hasItem(""STR""));"	org.junit.Assert.verify(sut,times(1)).rotate(90.0,RotationAnnotation.WidthExceedsWidthOnly);(v,e,r,i,f,y,(,s,u,t,,,t,i,m,e,s,(,1,),),.,r,o,t,a,t,e,(,9,0,.,0,,,R,o,t,a,t,i,o,n,A,n,n,o,t,a,t,i,o,n,.,W,i,d,t,h,E,x,c,e,e,d,s,W,i,d,t,h,O,n,l,y,),;);	0
4	10	sharneng_gm4java	GMOperationTest#rotate_Annotation_HeightLargerThanWidth	"org.junit.Assert.assertThat(sut.getCmdArgs(),hasItem(""STR""));"	org.junit.Assert.verify(sut).rotate(90.0,RotationAnnotation.WidthExceedsWidthOnly);(v,e,r,i,f,y,(,s,u,t,),.,r,o,t,a,t,e,(,9,0,.,0,,,R,o,t,a,t,i,o,n,A,n,n,o,t,a,t,i,o,n,.,W,i,d,t,h,E,x,c,e,e,d,s,W,i,d,t,h,O,n,l,y,),;);	0
4	10	sharneng_gm4java	GMOperationTest#rotate_Annotation_HeightLargerThanWidth	"org.junit.Assert.assertThat(sut.getCmdArgs(),hasItem(""STR""));"	org.junit.Assert.verify(sut).rotate(90.0,RotationAnnotation.HeightExceedsWidthOnly);(v,e,r,i,f,y,(,s,u,t,),.,r,o,t,a,t,e,(,9,0,.,0,,,R,o,t,a,t,i,o,n,A,n,n,o,t,a,t,i,o,n,.,H,e,i,g,h,t,E,x,c,e,e,d,s,W,i,d,t,h,O,n,l,y,),;);	0
4	10	sharneng_gm4java	GMOperationTest#rotate_Annotation_HeightLargerThanWidth	"org.junit.Assert.assertThat(sut.getCmdArgs(),hasItem(""STR""));"	org.junit.Assert.verify(sut).rotate(90.0,RotationAnnotation.WidthExceedsHeightOnly);(v,e,r,i,f,y,(,s,u,t,),.,r,o,t,a,t,e,(,9,0,.,0,,,R,o,t,a,t,i,o,n,A,n,n,o,t,a,t,i,o,n,.,W,i,d,t,h,E,x,c,e,e,d,s,H,e,i,g,h,t,O,n,l,y,),;);	0
4	10	sharneng_gm4java	GMOperationTest#rotate_Annotation_HeightLargerThanWidth	"org.junit.Assert.assertThat(sut.getCmdArgs(),hasItem(""STR""));"	org.junit.Assert.verify(sut,times(1)).rotate(90.0,RotationAnnotation.HeightExceedsHeightOnly);(v,e,r,i,f,y,(,s,u,t,,,t,i,m,e,s,(,1,),),.,r,o,t,a,t,e,(,9,0,.,0,,,R,o,t,a,t,i,o,n,A,n,n,o,t,a,t,i,o,n,.,H,e,i,g,h,t,E,x,c,e,e,d,s,H,e,i,g,h,t,O,n,l,y,),;);	0
4	10	sharneng_gm4java	GMOperationTest#rotate_Annotation_HeightLargerThanWidth	"org.junit.Assert.assertThat(sut.getCmdArgs(),hasItem(""STR""));"	org.junit.Assert.verify(sut,times(1)).rotate(90.0,RotationAnnotation.WidthExceedsHeightOnly);(v,e,r,i,f,y,(,s,u,t,,,t,i,m,e,s,(,1,),),.,r,o,t,a,t,e,(,9,0,.,0,,,R,o,t,a,t,i,o,n,A,n,n,o,t,a,t,i,o,n,.,W,i,d,t,h,E,x,c,e,e,d,s,H,e,i,g,h,t,O,n,l,y,),;);	0
4	10	sharneng_gm4java	GMOperationTest#rotate_Annotation_HeightLargerThanWidth	"org.junit.Assert.assertThat(sut.getCmdArgs(),hasItem(""STR""));"	org.junit.Assert.assertEquals(90.0,sut.getRotationAnnotation().asAnnotation());	0
4	10	sharneng_gm4java	GMOperationTest#rotate_Annotation_HeightLargerThanWidth	"org.junit.Assert.assertThat(sut.getCmdArgs(),hasItem(""STR""));"	org.junit.Assert.assertEquals(GMOperation.RotationAnnotation.HeightExceedsWidthOnly,sut.getRotationAnnotation());	0
4	10	sharneng_gm4java	GMOperationTest#rotate_Annotation_HeightLargerThanWidth	"org.junit.Assert.assertThat(sut.getCmdArgs(),hasItem(""STR""));"	org.junit.Assert.verify(sut,times(1)).rotate(90.0,RotationAnnotation.HeightExceedsHorizontalOnly);(v,e,r,i,f,y,(,s,u,t,,,t,i,m,e,s,(,1,),),.,r,o,t,a,t,e,(,9,0,.,0,,,R,o,t,a,t,i,o,n,A,n,n,o,t,a,t,i,o,n,.,H,e,i,g,h,t,E,x,c,e,e,d,s,H,o,r,i,z,o,n,t,a,l,O,n,l,y,),;);	0
5	10	orientechnologies_orientdb	TrackedSetTest#testReturnOriginalState	org.junit.Assert.assertEquals(original,trackedSet.returnOriginalState(firedEvents));	org.junit.Assert.finalSet<String>returnedOriginalState=trackedSet.returnOriginalState(newArrayList<OMultiValueChangeEvent<String,String>>());(f,i,n,a,l,S,e,t,<,S,t,r,i,n,g,>,r,e,t,u,r,n,e,d,O,r,i,g,i,n,a,l,S,t,a,t,e,=,t,r,a,c,k,e,d,S,e,t,.,r,e,t,u,r,n,O,r,i,g,i,n,a,l,S,t,a,t,e,(,n,e,w,A,r,r,a,y,L,i,s,t,<,O,M,u,l,t,i,V,a,l,u,e,C,h,a,n,g,e,E,v,e,n,t,<,S,t,r,i,n,g,,,S,t,r,i,n,g,>,>,(,),),;);	0
5	10	orientechnologies_orientdb	TrackedSetTest#testReturnOriginalState	org.junit.Assert.assertEquals(original,trackedSet.returnOriginalState(firedEvents));	org.junit.Assert.finalSet<String>returned=trackedSet.returnOriginalState(newArrayList<OMultiValueChangeEvent<String,String>>());(f,i,n,a,l,S,e,t,<,S,t,r,i,n,g,>,r,e,t,u,r,n,e,d,=,t,r,a,c,k,e,d,S,e,t,.,r,e,t,u,r,n,O,r,i,g,i,n,a,l,S,t,a,t,e,(,n,e,w,A,r,r,a,y,L,i,s,t,<,O,M,u,l,t,i,V,a,l,u,e,C,h,a,n,g,e,E,v,e,n,t,<,S,t,r,i,n,g,,,S,t,r,i,n,g,>,>,(,),),;);	0
5	10	orientechnologies_orientdb	TrackedSetTest#testReturnOriginalState	org.junit.Assert.assertEquals(original,trackedSet.returnOriginalState(firedEvents));	org.junit.Assert.finalSet<String>result=trackedSet.returnOriginalState(newArrayList<OMultiValueChangeEvent<String,String>>());(f,i,n,a,l,S,e,t,<,S,t,r,i,n,g,>,r,e,s,u,l,t,=,t,r,a,c,k,e,d,S,e,t,.,r,e,t,u,r,n,O,r,i,g,i,n,a,l,S,t,a,t,e,(,n,e,w,A,r,r,a,y,L,i,s,t,<,O,M,u,l,t,i,V,a,l,u,e,C,h,a,n,g,e,E,v,e,n,t,<,S,t,r,i,n,g,,,S,t,r,i,n,g,>,>,(,),),;);	0
