TestID	OracleID	Project	ClassName	TestName	TrueOracle	GenOracle	MutationStrength
7	10	jcodec_jcodec	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	ModeInfomodeInfo=newModeInfo(intraMode);	0
7	10	jcodec_jcodec	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	ModeInfoinfo=newModeInfo();	0
7	10	jcodec_jcodec	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	ModeInfoinfo=newModeInfo(1,decoder,c);	0
8	10	OpenLiberty_ci.common	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	util.cleanUpServerEnv();	0
8	10	OpenLiberty_ci.common	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	Files.write(serverEnvBak.toPath(),"STR".getBytes());	0
8	10	OpenLiberty_ci.common	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	serverEnvBak.delete();	0
8	10	OpenLiberty_ci.common	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	Files.write(serverEnvBak.toPath(),"STR".getBytes(StandardCharsets.UTF_8));	0
8	10	OpenLiberty_ci.common	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	serverEnvBak=newFile(serverDirectory,"STR");	0
8	10	OpenLiberty_ci.common	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	Files.delete(serverEnvBak.toPath());	0
8	10	OpenLiberty_ci.common	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	Files.write(serverEnvBak.toPath(),"STR".getBytes(StandardCharsets.US_ASCII));	0
8	10	OpenLiberty_ci.common	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	Files.delete(serverEnvBak.toPath(),StandardCopyOption.REPLACE_EXISTING);	0
8	10	OpenLiberty_ci.common	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	System.out.println("STR"+serverEnv);	0
8	10	OpenLiberty_ci.common	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	serverEnvBak.deleteOnExit();	0
9	10	tradier_dropwizard-raven	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	filter.decide(evt);	0
9	10	tradier_dropwizard-raven	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	FilterReplyreply=filter.decide(evt);	0
9	10	tradier_dropwizard-raven	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	finalFilterReplyreply=filter.decide(evt);	0
9	10	tradier_dropwizard-raven	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	FilterReplyresult=filter.decide(evt);	0
10	10	orientechnologies_orientdb	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	assertTrue(keyIndexDefinition.getParamCount()==1);	95
10	10	orientechnologies_orientdb	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	finalOSimpleKeyIndexDefinitionvalueIndexDefinition=newOSimpleKeyIndexDefinition(OType.STRING);	0
10	10	orientechnologies_orientdb	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	finalOSimpleKeyIndexDefinitionvalueIndexDefinition=newOSimpleKeyIndexDefinition(OType.INTEGER,OType.STRING);	0
10	10	orientechnologies_orientdb	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	finalOSimpleKeyIndexDefinitionvalueIndexDefinition=newOSimpleKeyIndexDefinition(OType.STRING,OType.INTEGER);	0
11	10	DigitalPebble_storm-crawler	BasicURLNormalizerTest	testQuerySort	assertEquals(expectedResult,normalizedUrl);	assertTrue(normalizedUrl.contains(expectedResult));	73
11	10	DigitalPebble_storm-crawler	BasicURLNormalizerTest	testQuerySort	assertEquals(expectedResult,normalizedUrl);	assertTrue(normalizedUrl.contains(expectedResult));	73
12	10	hazelcast_hazelcast-simulator	WorkerQueryTest	workerTags	assertEquals(asList(list.get(0),list.get(2)),result);	assertEquals(2,result.size());	78
12	10	hazelcast_hazelcast-simulator	WorkerQueryTest	workerTags	assertEquals(asList(list.get(0),list.get(2)),result);	assertEquals(2,result.size());	78
15	10	sofastack_sofa-bolt	RpcConnectionManagerTest	testAddWconnithPoolKey_multiPoolKey	assertEquals(1,cm.count(poolKey));	cm.add(conn,"STR");	0
15	10	sofastack_sofa-bolt	RpcConnectionManagerTest	testAddWconnithPoolKey_multiPoolKey	assertEquals(1,cm.count(poolKey));	intcount=cm.count(poolKey);	0
16	10	DigitalPebble_storm-crawler	BasicURLNormalizerTest	testRemoveAllQueryParams	assertEquals(expectedResult,normalizedUrl);	assertTrue(normalizedUrl.contains(expectedResult));	25
16	10	DigitalPebble_storm-crawler	BasicURLNormalizerTest	testRemoveAllQueryParams	assertEquals(expectedResult,normalizedUrl);	assertTrue(normalizedUrl.contains(expectedResult));	25
18	10	nidi3_raml-loader	LoaderTest	jarInClassPathNotModified	assertNull(newClassPathLoader("STR").fetchResource("STR",newDate(130,0,0).getTime()-1));	ClassPathLoaderloader=newClassPathLoader(base);	0
18	10	nidi3_raml-loader	LoaderTest	jarInClassPathNotModified	assertNull(newClassPathLoader("STR").fetchResource("STR",newDate(130,0,0).getTime()-1));	finalClassPathLoaderloader=newClassPathLoader(base);	0
18	10	nidi3_raml-loader	LoaderTest	jarInClassPathNotModified	assertNull(newClassPathLoader("STR").fetchResource("STR",newDate(130,0,0).getTime()-1));	ClassPathLoaderloader=newClassPathLoader(base,"STR");	0
18	10	nidi3_raml-loader	LoaderTest	jarInClassPathNotModified	assertNull(newClassPathLoader("STR").fetchResource("STR",newDate(130,0,0).getTime()-1));	ClassPathLoaderloader=newClassPathLoader("STR");	0
18	10	nidi3_raml-loader	LoaderTest	jarInClassPathNotModified	assertNull(newClassPathLoader("STR").fetchResource("STR",newDate(130,0,0).getTime()-1));	finalClassPathLoaderloader=newClassPathLoader(base,"STR");	0
21	10	cucumber-ltd_cucumber-pro-plugin-jvm	ConfigTest	unset_value_is_null	assertTrue(config.isNull("STR"));	config.unset("STR");	0
21	10	cucumber-ltd_cucumber-pro-plugin-jvm	ConfigTest	unset_value_is_null	assertTrue(config.isNull("STR"));	config.unset("STR",null);	0
21	10	cucumber-ltd_cucumber-pro-plugin-jvm	ConfigTest	unset_value_is_null	assertTrue(config.isNull("STR"));	config.set("STR",null);	0
21	10	cucumber-ltd_cucumber-pro-plugin-jvm	ConfigTest	unset_value_is_null	assertTrue(config.isNull("STR"));	config.put("STR",null);	0
24	10	trung_InMemoryJavaCompiler	InMemoryJavaCompilerTest	compile_WhenIgnoreWarnings	assertEquals(0,res.size());	assertNotNull(res);	70
25	10	PeterisP_morphology	MorphologyTest	ceļu	assertTrue(ceļu.isRecognized());	assertTrue(ce��u.isRecognized());	27
25	10	PeterisP_morphology	MorphologyTest	ceļu	assertTrue(ceļu.isRecognized());	assertFalse(ce��u.isRecognized());	27
25	10	PeterisP_morphology	MorphologyTest	ceļu	assertTrue(ceļu.isRecognized());	assertTrue(ce��u.isRecognized());	27
25	10	PeterisP_morphology	MorphologyTest	ceļu	assertTrue(ceļu.isRecognized());	assertTrue(ce��u.isRecognized());	27
25	10	PeterisP_morphology	MorphologyTest	ceļu	assertTrue(ceļu.isRecognized());	assertFalse(ce��u.isRecognized());	27
25	10	PeterisP_morphology	MorphologyTest	ceļu	assertTrue(ceļu.isRecognized());	assertFalse(ce��u.isRecognized());	27
26	10	nidi3_raml-loader	LoaderTest	jarInClassPath	assertNotNull(newClassPathLoader("STR").fetchResource("STR",-1));	ClassPathLoaderloader=newClassPathLoader(base);	0
26	10	nidi3_raml-loader	LoaderTest	jarInClassPath	assertNotNull(newClassPathLoader("STR").fetchResource("STR",-1));	finalClassPathLoaderloader=newClassPathLoader(base);	0
26	10	nidi3_raml-loader	LoaderTest	jarInClassPath	assertNotNull(newClassPathLoader("STR").fetchResource("STR",-1));	ClassPathLoaderloader=newClassPathLoader(base,"STR");	0
26	10	nidi3_raml-loader	LoaderTest	jarInClassPath	assertNotNull(newClassPathLoader("STR").fetchResource("STR",-1));	ClassPathLoaderloader=newClassPathLoader("STR");	0
26	10	nidi3_raml-loader	LoaderTest	jarInClassPath	assertNotNull(newClassPathLoader("STR").fetchResource("STR",-1));	finalClassPathLoaderloader=newClassPathLoader(base,"STR");	0
26	10	nidi3_raml-loader	LoaderTest	jarInClassPath	assertNotNull(newClassPathLoader("STR").fetchResource("STR",-1));	finalClassPathLoaderloader=newClassPathLoader("STR");	0
26	10	nidi3_raml-loader	LoaderTest	jarInClassPath	assertNotNull(newClassPathLoader("STR").fetchResource("STR",-1));	ClassPathLoaderloader=newClassPathLoader("STR",base);	0
26	10	nidi3_raml-loader	LoaderTest	jarInClassPath	assertNotNull(newClassPathLoader("STR").fetchResource("STR",-1));	ClassPathLoaderloaders=newClassPathLoader(base);	0
26	10	nidi3_raml-loader	LoaderTest	jarInClassPath	assertNotNull(newClassPathLoader("STR").fetchResource("STR",-1));	ClassPathLoaderloader=newClassPathLoader();	0
26	10	nidi3_raml-loader	LoaderTest	jarInClassPath	assertNotNull(newClassPathLoader("STR").fetchResource("STR",-1));	ClassPathLoaderloader=newClassPathLoaderImpl(base);	0
27	10	hazelcast_hazelcast-simulator	SimulatorUtilsTest	testLoadComponentRegister_emptyFile_withoutSizeCheck	assertEquals(0,registry.agentCount());	assertTrue(registry.agentCount()==0);	37
27	10	hazelcast_hazelcast-simulator	SimulatorUtilsTest	testLoadComponentRegister_emptyFile_withoutSizeCheck	assertEquals(0,registry.agentCount());	assertNotNull(registry);	34
27	10	hazelcast_hazelcast-simulator	SimulatorUtilsTest	testLoadComponentRegister_emptyFile_withoutSizeCheck	assertEquals(0,registry.agentCount());	assertTrue(registry.agentCount()==0);	37
27	10	hazelcast_hazelcast-simulator	SimulatorUtilsTest	testLoadComponentRegister_emptyFile_withoutSizeCheck	assertEquals(0,registry.agentCount());	assertNotNull(registry.agentCount());	34
28	10	amlinv_stat-collection-utils	JmxAttributePollerTest	testGetSetObjectQueryPreparer	assertNotNull(this.poller.getObjectQueryPreparer());	ObjectQueryPreparerresult=poller.getObjectQueryPreparer();	0
28	10	amlinv_stat-collection-utils	JmxAttributePollerTest	testGetSetObjectQueryPreparer	assertNotNull(this.poller.getObjectQueryPreparer());	ObjectQueryPreparerexpected=Mockito.mock(ObjectQueryPreparer.class);	0
28	10	amlinv_stat-collection-utils	JmxAttributePollerTest	testGetSetObjectQueryPreparer	assertNotNull(this.poller.getObjectQueryPreparer());	ObjectQueryPreparerexpectedObjectQueryPreparer=Mockito.mock(ObjectQueryPreparer.class);	0
28	10	amlinv_stat-collection-utils	JmxAttributePollerTest	testGetSetObjectQueryPreparer	assertNotNull(this.poller.getObjectQueryPreparer());	ObjectQueryPreparerobjectQueryPreparer=poller.getObjectQueryPreparer();	0
28	10	amlinv_stat-collection-utils	JmxAttributePollerTest	testGetSetObjectQueryPreparer	assertNotNull(this.poller.getObjectQueryPreparer());	ObjectQueryPrepareractual=poller.getObjectQueryPreparer();	0
28	10	amlinv_stat-collection-utils	JmxAttributePollerTest	testGetSetObjectQueryPreparer	assertNotNull(this.poller.getObjectQueryPreparer());	this.poller.getObjectQueryPreparer();	0
30	10	hazelcast_hazelcast-simulator	AgentsFileTest	testSave	assertEquals(2,registry.agentCount());	registry.addAgent("STR","STR");	0
30	10	hazelcast_hazelcast-simulator	AgentsFileTest	testSave	assertEquals(2,registry.agentCount());	registry.save();	0
31	10	DigitalPebble_storm-crawler	BasicURLNormalizerTest	testProperURLEncodingWithBackSlash	assertEquals(expectedResult,normalizedUrl);	assertTrue(normalizedUrl.contains(expectedResult));	67
31	10	DigitalPebble_storm-crawler	BasicURLNormalizerTest	testProperURLEncodingWithBackSlash	assertEquals(expectedResult,normalizedUrl);	assertTrue(normalizedUrl.contains(expectedResult));	67
32	10	arnohaase_a-foundation	ADiGraphTest	testEmpty	assertTrue(graph.edges().isEmpty());	assertEquals(0,graph.edges().size());	0
32	10	arnohaase_a-foundation	ADiGraphTest	testEmpty	assertTrue(graph.edges().isEmpty());	assertEquals(0,graph.edges().size());	0
33	10	sofastack_sofa-bolt	RpcConnectionManagerTest	testAddWithPoolKey	assertEquals(1,cm.count(poolKey));	assertTrue(cm.count(poolKey)==1);	58
34	10	adlnet_jxapi	SubStatementTest	testGetTimestamp	assertNotNull(actual);	assertEquals(expected,actual);	44
34	10	adlnet_jxapi	SubStatementTest	testGetTimestamp	assertNotNull(actual);	assertEquals(expected,actual);	44
34	10	adlnet_jxapi	SubStatementTest	testGetTimestamp	assertNotNull(actual);	assertTrue(expected.equals(actual));	44
34	10	adlnet_jxapi	SubStatementTest	testGetTimestamp	assertNotNull(actual);	assertEquals(expected,actual);	44
34	10	adlnet_jxapi	SubStatementTest	testGetTimestamp	assertNotNull(actual);	assertTrue(expected.equals(actual));	44
34	10	adlnet_jxapi	SubStatementTest	testGetTimestamp	assertNotNull(actual);	assertTrue(actual.equals(expected));	44
35	10	NanoHttpd_nanohttpd	TestNanolets	testHandlerSetters	assertEquals(notFoundHandler.getClass(),router.notFoundHandlerClass);	router.addRoute("STR",Integer.MAX_VALUE/2,IndexHandler.class);	0
35	10	NanoHttpd_nanohttpd	TestNanolets	testHandlerSetters	assertEquals(notFoundHandler.getClass(),router.notFoundHandlerClass);	router.addRoute("STR",Integer.MAX_VALUE/2,NotImplementedHandler.class);	0
35	10	NanoHttpd_nanohttpd	TestNanolets	testHandlerSetters	assertEquals(notFoundHandler.getClass(),router.notFoundHandlerClass);	router.setRouter(routerNanoHttpd);	0
35	10	NanoHttpd_nanohttpd	TestNanolets	testHandlerSetters	assertEquals(notFoundHandler.getClass(),router.notFoundHandlerClass);	router.addRoute("STR",Integer.MAX_VALUE/2,indexHandler);	0
35	10	NanoHttpd_nanohttpd	TestNanolets	testHandlerSetters	assertEquals(notFoundHandler.getClass(),router.notFoundHandlerClass);	router.addRoute("STR",1,IndexHandler.class);	0
35	10	NanoHttpd_nanohttpd	TestNanolets	testHandlerSetters	assertEquals(notFoundHandler.getClass(),router.notFoundHandlerClass);	router.setHandler(notFoundHandler);	0
35	10	NanoHttpd_nanohttpd	TestNanolets	testHandlerSetters	assertEquals(notFoundHandler.getClass(),router.notFoundHandlerClass);	router.addRoute("STR",Integer.MAX_VALUE/2,newIndexHandler());	0
35	10	NanoHttpd_nanohttpd	TestNanolets	testHandlerSetters	assertEquals(notFoundHandler.getClass(),router.notFoundHandlerClass);	router.addRoute("STR",Integer.MAX_VALUE/2,notImplementedHandler.getClass());	0
35	10	NanoHttpd_nanohttpd	TestNanolets	testHandlerSetters	assertEquals(notFoundHandler.getClass(),router.notFoundHandlerClass);	router.setNotImplemented(notFoundHandler);	0
36	10	OpenLiberty_ci.common	DevUtilTest	testReadFileToString	assertTrue(fileString.equals("STR"));	assertNotNull(fileString);	69
38	10	orientechnologies_orientdb	ODirtyManagerTest	testLink	assertEquals(2,manager.getNewRecords().size());	Set<ORecord>newRecords=manager.getNewRecords();	0
38	10	orientechnologies_orientdb	ODirtyManagerTest	testLink	assertEquals(2,manager.getNewRecords().size());	assertTrue(manager.getNewRecords().contains(doc2));	94
38	10	orientechnologies_orientdb	ODirtyManagerTest	testLink	assertEquals(2,manager.getNewRecords().size());	assertTrue(manager.getNewRecords().contains(doc2));	94
38	10	orientechnologies_orientdb	ODirtyManagerTest	testLink	assertEquals(2,manager.getNewRecords().size());	Set<ORecord>refs=manager.getNewRecords();	0
38	10	orientechnologies_orientdb	ODirtyManagerTest	testLink	assertEquals(2,manager.getNewRecords().size());	Set<ORecord>oldRecords=manager.getNewRecords();	0
38	10	orientechnologies_orientdb	ODirtyManagerTest	testLink	assertEquals(2,manager.getNewRecords().size());	Set<ORecord>references=manager.getNewRecords();	0
38	10	orientechnologies_orientdb	ODirtyManagerTest	testLink	assertEquals(2,manager.getNewRecords().size());	Set<ORecord>records=manager.getNewRecords();	0
38	10	orientechnologies_orientdb	ODirtyManagerTest	testLink	assertEquals(2,manager.getNewRecords().size());	manager.getNewRecords().add(doc2);	0
38	10	orientechnologies_orientdb	ODirtyManagerTest	testLink	assertEquals(2,manager.getNewRecords().size());	assertTrue(manager.getNewRecords().size()==2);	94
39	10	orientechnologies_orientdb	OETLFieldTransformerTest	testExpression	assertEquals(1,getResult().size());	verify(factory).registerExtractor(OETLStubRandomExtractor.class);	0
39	10	orientechnologies_orientdb	OETLFieldTransformerTest	testExpression	assertEquals(1,getResult().size());	verify(factory).registerLoader(OETLStubLoader.class);	0
39	10	orientechnologies_orientdb	OETLFieldTransformerTest	testExpression	assertEquals(1,getResult().size());	verify(factory).registerLoader(OETLStubLoader.class).registerExtractor(OETLStubRandomExtractor.class);	0
39	10	orientechnologies_orientdb	OETLFieldTransformerTest	testExpression	assertEquals(1,getResult().size());	verify(factory).registerLoader(OETLStubLoader.class).registerExtractor(OETLRandomExtractor.class);	0
39	10	orientechnologies_orientdb	OETLFieldTransformerTest	testExpression	assertEquals(1,getResult().size());	verify(reader).readValue("STR",OETLProcessor.class);	0
39	10	orientechnologies_orientdb	OETLFieldTransformerTest	testExpression	assertEquals(1,getResult().size());	verify(reader).readValue("STR",OETLFieldTransformer.class);	0
39	10	orientechnologies_orientdb	OETLFieldTransformerTest	testExpression	assertEquals(1,getResult().size());	verify(factory).registerExtractor(OETLRandomExtractor.class);	0
40	10	OpenLiberty_ci.common	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	Files.write(targetFile.toPath(),"STR".getBytes());	0
40	10	OpenLiberty_ci.common	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	Files.write(targetResource.toPath(),"STR".getBytes());	0
40	10	OpenLiberty_ci.common	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	Files.write(targetFile.toPath(),"STR".getBytes(StandardCharsets.UTF_8));	0
40	10	OpenLiberty_ci.common	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	Files.write(targetDir.toPath(),"STR".getBytes());	0
40	10	OpenLiberty_ci.common	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	files.write(targetFile.toPath(),"STR".getBytes());	0
40	10	OpenLiberty_ci.common	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	Files.write(targetFile.toPath(),"STR".getBytes(StandardCharsets.US_ASCII));	0
40	10	OpenLiberty_ci.common	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	Files.write(targetFile.toPath(),"STR".getBytes(UTF_8));	0
40	10	OpenLiberty_ci.common	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	Files.copy(targetFile.toPath(),"STR".getBytes());	0
40	10	OpenLiberty_ci.common	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	Files.write(targetFile.toPath(),src.getBytes(StandardCharsets.UTF_8));	0
40	10	OpenLiberty_ci.common	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	Files.write(targetFile.toPath(),"STR".getBytes(true));	0
41	10	fabric8io_fabric8-maven-plugin	ProfileUtilTest	multiple	assertNotNull(is);	List<Profile>profiles=ProfileUtil.fromYaml(is);	0
42	10	fabric8io_fabric8-maven-plugin	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	booleanremoved=handler.hasInitContainer(builder,"STR");	0
42	10	fabric8io_fabric8-maven-plugin	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertFalse(handler.hasInitContainer(builder,"STR"));	92
42	10	fabric8io_fabric8-maven-plugin	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertFalse(handler.hasInitContainer(builder,"STR"));	92
42	10	fabric8io_fabric8-maven-plugin	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	builder.withNewMetadata().withName("STR").endMetadata();	0
42	10	fabric8io_fabric8-maven-plugin	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	builder.withInitContainers(Arrays.asList("STR","STR"));	0
42	10	fabric8io_fabric8-maven-plugin	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	handler.addInitContainer(builder,"STR");	0
44	10	Yubico_yubico-java-client	YubicoClientTest	testTwoQueries	assertEquals(ResponseStatus.REPLAYED_OTP,response.getStatus());	assertNotNull(response.getStatus());	66
45	10	orientechnologies_orientdb	TrackedListTest	testAddAllNotificationThree	assertFalse(doc.isDirty());	doc.addAttribute("STR","STR");	0
45	10	orientechnologies_orientdb	TrackedListTest	testAddAllNotificationThree	assertFalse(doc.isDirty());	finalTrackedListlist=newTrackedList();	0
45	10	orientechnologies_orientdb	TrackedListTest	testAddAllNotificationThree	assertFalse(doc.isDirty());	ORecordInternal.setDirty(doc);	0
45	10	orientechnologies_orientdb	TrackedListTest	testAddAllNotificationThree	assertFalse(doc.isDirty());	finalTrackedListlist=newTrackedList(doc);	0
45	10	orientechnologies_orientdb	TrackedListTest	testAddAllNotificationThree	assertFalse(doc.isDirty());	finalList<String>list=newArrayList<String>();	0
45	10	orientechnologies_orientdb	TrackedListTest	testAddAllNotificationThree	assertFalse(doc.isDirty());	finalTrackedListtrackerList=newTrackedList();	0
45	10	orientechnologies_orientdb	TrackedListTest	testAddAllNotificationThree	assertFalse(doc.isDirty());	finalTrackedListlist=newTrackedList("STR");	0
45	10	orientechnologies_orientdb	TrackedListTest	testAddAllNotificationThree	assertFalse(doc.isDirty());	finalTrackedListlist=newTrackedList(doc,"STR");	0
45	10	orientechnologies_orientdb	TrackedListTest	testAddAllNotificationThree	assertFalse(doc.isDirty());	finalTrackListlist=newTrackList();	0
45	10	orientechnologies_orientdb	TrackedListTest	testAddAllNotificationThree	assertFalse(doc.isDirty());	finalTrackedListtrackerList=newTrackedList(doc);	0
46	10	orientechnologies_orientdb	OMatchStatementExecutionNewTest	testFriendsWithNameArrows	assertTrue(qResult.hasNext());	assertEquals(true,qResult.hasNext());	33
50	10	PeterisP_morphology	MorphologyTest	gunta19dec_3	assertTrue(vārds.isRecognized());	assertTrue(v��rds.isRecognized());	25
50	10	PeterisP_morphology	MorphologyTest	gunta19dec_3	assertTrue(vārds.isRecognized());	assertFalse(v��rds.isRecognized());	25
