OracleID	ClassName	TestName	TrueOracle	GenOracle	Correct
1	OMatchStatementExecutionTest	testMaxDepthArrow	assertEquals(2,qResult.size());	assertEquals(1,qResult.get(0).field("STR"));	0
2	OMatchStatementExecutionTest	testMaxDepthArrow	assertEquals(2,qResult.size());	assertFalse(qResult.stream().anyMatch(doc->doc.field("STR").equals("STR")));	0
3	OMatchStatementExecutionTest	testMaxDepthArrow	assertEquals(2,qResult.size());	assertNotNull(qResult.get(0).field("STR"));	0
4	OMatchStatementExecutionTest	testMaxDepthArrow	assertEquals(2,qResult.size());	assertTrue(qResult.isEmpty());	0
5	OMatchStatementExecutionTest	testMaxDepthArrow	assertEquals(2,qResult.size());	assertEquals(0,qResult.size());	0
6	OMatchStatementExecutionTest	testMaxDepthArrow	assertEquals(2,qResult.size());	assertTrue(qResult.stream().anyMatch(doc->doc.field("STR").equals("STR")));	0
7	OMatchStatementExecutionTest	testMaxDepthArrow	assertEquals(2,qResult.size());	assertNotNull(qResult);	0
8	OMatchStatementExecutionTest	testMaxDepthArrow	assertEquals(2,qResult.size());	assertEquals("STR",qResult.get(0).field("STR"));	0
9	OMatchStatementExecutionTest	testMaxDepthArrow	assertEquals(2,qResult.size());	assertTrue(qResult.size()>3);	0
0	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	assertFalse(getParamCount()==0);	0
1	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	assertTrue(getParamCount()>0);	0
2	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	assertNotSame(simpleKeyIndexDefinition.getKeyType(),OType.DOUBLE);	0
3	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	assertEquals(1,getParamCount());	0
4	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	assertNull(null);	0
5	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	assertNotNull(keyTypes);	0
6	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	assertNotEquals(0,getParamCount());	0
8	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	assertNotEquals(keyTypes.length,0);	0
9	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	assertSame(simpleKeyIndexDefinition.getKeyType(),OType.INTEGER);	0
0	ODirtyManagerTest	testLink	assertEquals(2,manager.getNewRecords().size());	assertTrue(doc.containsField("STR"));	0
1	ODirtyManagerTest	testLink	assertEquals(2,manager.getNewRecords().size());	assertFalse(doc2.containsField("STR"));	0
2	ODirtyManagerTest	testLink	assertEquals(2,manager.getNewRecords().size());	assertTrue(getReal().newRecords.contains(doc));	0
3	ODirtyManagerTest	testLink	assertEquals(2,manager.getNewRecords().size());	assertEquals("STR",doc.field("STR"));	0
4	ODirtyManagerTest	testLink	assertEquals(2,manager.getNewRecords().size());	assertSame(doc,manager.getRecord());	0
5	ODirtyManagerTest	testLink	assertEquals(2,manager.getNewRecords().size());	assertNotNull(manager);	0
6	ODirtyManagerTest	testLink	assertEquals(2,manager.getNewRecords().size());	assertNotNull(doc);	0
7	ODirtyManagerTest	testLink	assertEquals(2,manager.getNewRecords().size());	assertSame(getReal().newRecords,getNewRecords());	0
8	ODirtyManagerTest	testLink	assertEquals(2,manager.getNewRecords().size());	assertNotEquals(doc,doc2);	0
0	OETLFieldTransformerTest	testExpression	assertEquals(1,getResult().size());	assertTrue(proc.getPipeline().isStopped());	0
1	OETLFieldTransformerTest	testExpression	assertEquals(1,getResult().size());	assertTrue(proc.getPipeline().isStarted());	0
2	OETLFieldTransformerTest	testExpression	assertEquals(1,getResult().size());	assertNotEquals("STR",proc.getExtractor().getCurrentRecord().toString());	0
3	OETLFieldTransformerTest	testExpression	assertEquals(1,getResult().size());	assertNotNull(proc);	0
4	OETLFieldTransformerTest	testExpression	assertEquals(1,getResult().size());	assertNotEquals(0,proc.getExtractor().getProcessedRecords());	0
5	OETLFieldTransformerTest	testExpression	assertEquals(1,getResult().size());	assertNull(proc.getError());	0
6	OETLFieldTransformerTest	testExpression	assertEquals(1,getResult().size());	assertEquals(0,proc.getExtractor().getTotalRecords());	0
7	OETLFieldTransformerTest	testExpression	assertEquals(1,getResult().size());	assertEquals(1,proc.getLoader().getTotalRecords());	0
8	OETLFieldTransformerTest	testExpression	assertEquals(1,getResult().size());	assertNotSame(proc.getExtractor(),proc.getLoader());	0
9	OETLFieldTransformerTest	testExpression	assertEquals(1,getResult().size());	assertFalse(proc.isStopped());	0
0	OSelectStatementExecutionTest	testLet1Long	assertTrue(result.hasNext());	assertSame(result,db.query("STR"));	0
1	OSelectStatementExecutionTest	testLet1Long	assertTrue(result.hasNext());	assertNotNull(result);	0
2	OSelectStatementExecutionTest	testLet1Long	assertTrue(result.hasNext());	assertNotEquals(2L,result.getProperty("STR"));	0
3	OSelectStatementExecutionTest	testLet1Long	assertTrue(result.hasNext());	assertFalse(result.hasNext());	0
4	OSelectStatementExecutionTest	testLet1Long	assertTrue(result.hasNext());	assertNotEquals(1L,result.getProperty("STR"));	0
5	OSelectStatementExecutionTest	testLet1Long	assertTrue(result.hasNext());	assertNull(result.getProperty("STR"));	0
6	OSelectStatementExecutionTest	testLet1Long	assertTrue(result.hasNext());	assertNotSame(result,db.query("STR"));	0
7	OSelectStatementExecutionTest	testLet1Long	assertTrue(result.hasNext());	assertEquals(1L,result.getProperty("STR"));	0
8	OSelectStatementExecutionTest	testLet1Long	assertTrue(result.hasNext());	assertTrue(result.hasNext());	1
9	OSelectStatementExecutionTest	testLet1Long	assertTrue(result.hasNext());	assertEquals(2L,result.getProperty("STR"));	0
0	TrackedListTest	testAddAllNotificationThree	assertFalse(doc.isDirty());	assertArrayEquals(newboolean[]{true},newboolean[]{doc.isDirty()});	0
1	TrackedListTest	testAddAllNotificationThree	assertFalse(doc.isDirty());	assertFalse(doc.isDirty());	1
2	TrackedListTest	testAddAllNotificationThree	assertFalse(doc.isDirty());	assertEquals(false,doc.isDirty());	0
3	TrackedListTest	testAddAllNotificationThree	assertFalse(doc.isDirty());	assertNotSame(false,doc.isDirty());	0
4	TrackedListTest	testAddAllNotificationThree	assertFalse(doc.isDirty());	assertTrue(doc.isDirty());	0
5	TrackedListTest	testAddAllNotificationThree	assertFalse(doc.isDirty());	assertNotNull(doc.isDirty());	0
6	TrackedListTest	testAddAllNotificationThree	assertFalse(doc.isDirty());	assertNotEquals(true,doc.isDirty());	0
7	TrackedListTest	testAddAllNotificationThree	assertFalse(doc.isDirty());	assertNull(doc.isDirty());	0
8	TrackedListTest	testAddAllNotificationThree	assertFalse(doc.isDirty());	assertSame(true,doc.isDirty());	0
0	OMatchStatementExecutionNewTest	testFriendsWithNameArrows	assertTrue(qResult.hasNext());	assertTrue(qResultinstanceofOResultSet);	0
1	OMatchStatementExecutionNewTest	testFriendsWithNameArrows	assertTrue(qResult.hasNext());	assertTrue(qResult.hasNext());	1
2	OMatchStatementExecutionNewTest	testFriendsWithNameArrows	assertTrue(qResult.hasNext());	assertEquals("STR",qResult.next().getProperty("STR"));	0
3	OMatchStatementExecutionNewTest	testFriendsWithNameArrows	assertTrue(qResult.hasNext());	assertTrue(!qResult.hasNext());	0
4	OMatchStatementExecutionNewTest	testFriendsWithNameArrows	assertTrue(qResult.hasNext());	assertNotEquals(OResultSet.class,qResult.getClass());	0
5	OMatchStatementExecutionNewTest	testFriendsWithNameArrows	assertTrue(qResult.hasNext());	assertNotNull(qResult);	0
6	OMatchStatementExecutionNewTest	testFriendsWithNameArrows	assertTrue(qResult.hasNext());	assertEquals(OResultSet.class,qResult.getClass());	0
7	OMatchStatementExecutionNewTest	testFriendsWithNameArrows	assertTrue(qResult.hasNext());	assertFalse(qResult.hasNext());	0
8	OMatchStatementExecutionNewTest	testFriendsWithNameArrows	assertTrue(qResult.hasNext());	assertTrue(qResult.hasNext()&&!qResult.hasNext());	0
9	OMatchStatementExecutionNewTest	testFriendsWithNameArrows	assertTrue(qResult.hasNext());	assertFalse(!qResult.hasNext());	0
0	CollectionsTest	testIntObjectMap	assertEquals(Integer.valueOf(11),test.get(24));	assertNotEquals(Integer.valueOf(20),test.get(24));	0
1	CollectionsTest	testIntObjectMap	assertEquals(Integer.valueOf(11),test.get(24));	assertEquals(Integer.valueOf(11),test.get(24));	1
2	CollectionsTest	testIntObjectMap	assertEquals(Integer.valueOf(11),test.get(24));	assertNotNull(test.get(24));	0
3	CollectionsTest	testIntObjectMap	assertEquals(Integer.valueOf(11),test.get(24));	assertSame(Integer.valueOf(11),test.get(24));	0
4	CollectionsTest	testIntObjectMap	assertEquals(Integer.valueOf(11),test.get(24));	assertNotEquals(Integer.valueOf(10),test.get(24));	0
5	CollectionsTest	testIntObjectMap	assertEquals(Integer.valueOf(11),test.get(24));	assertEquals(test.get(24).toString(),String.CASE_INSENSITIVE_ORDER);	0
6	CollectionsTest	testIntObjectMap	assertEquals(Integer.valueOf(11),test.get(24));	assertTrue(test.get(24)instanceofInteger);	0
7	CollectionsTest	testIntObjectMap	assertEquals(Integer.valueOf(11),test.get(24));	assertThrows(NullPointerException.class,()->test.get(24));	0
8	CollectionsTest	testIntObjectMap	assertEquals(Integer.valueOf(11),test.get(24));	assertNotSame(Integer.valueOf(10),test.get(24));	0
9	CollectionsTest	testIntObjectMap	assertEquals(Integer.valueOf(11),test.get(24));	assertNotEquals(null,test.get(24));	0
0	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	assertNotNull(readInterIntraUvMode(5,decoder,c));	0
1	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	assertEquals(5,readInterIntraUvMode(0,decoder,c));	0
2	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	assertTrue(readInterIntraUvMode(2,decoder,c)>0);	0
3	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	assertArrayEquals(newint[]{1,2,3},newint[]{1,2,3});	0
4	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	assertNotEquals(7,readInterIntraUvMode(1,decoder,c));	0
5	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	assertNull(readInterIntraUvMode(4,decoder,c));	0
6	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	assertFalse(readInterIntraUvMode(3,decoder,c)==10);	0
7	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	assertNotSame(decoder,readInterIntraUvMode(6,decoder,c));	0
8	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	assertSame(c,readInterIntraUvMode(7,decoder,c));	0
0	KindAndNameTest	equalsTest	assertTrue(kindAndName.equals(kindAndName));	assertEquals("STR",kindAndName.getKind());	0
1	KindAndNameTest	equalsTest	assertTrue(kindAndName.equals(kindAndName));	assertNotEquals("STR",kindAndName.getName());	0
2	KindAndNameTest	equalsTest	assertTrue(kindAndName.equals(kindAndName));	assertNotNull(secondKindAndName);	0
3	KindAndNameTest	equalsTest	assertTrue(kindAndName.equals(kindAndName));	assertEquals(kindAndName,secondKindAndName);	0
4	KindAndNameTest	equalsTest	assertTrue(kindAndName.equals(kindAndName));	assertSame(kindAndName,secondKindAndName);	0
5	KindAndNameTest	equalsTest	assertTrue(kindAndName.equals(kindAndName));	assertNotEquals(kindAndName,thirdKindAndName);	0
6	KindAndNameTest	equalsTest	assertTrue(kindAndName.equals(kindAndName));	assertNull(kindAndName);	0
7	KindAndNameTest	equalsTest	assertTrue(kindAndName.equals(kindAndName));	assertTrue(kindAndName.getKind().equals("STR"));	0
8	KindAndNameTest	equalsTest	assertTrue(kindAndName.equals(kindAndName));	assertNotSame(kindAndName,thirdKindAndName);	0
9	KindAndNameTest	equalsTest	assertTrue(kindAndName.equals(kindAndName));	assertFalse(kindAndName.getKind().equals("STR"));	0
0	EnricherConfigTest	simple	assertEquals("STR",config.get(Config.type));	assertSame(object1,object2);	0
1	EnricherConfigTest	simple	assertEquals("STR",config.get(Config.type));	assertEquals("STR",config.get(Configs.Key.SOME_KEY));	0
2	EnricherConfigTest	simple	assertEquals("STR",config.get(Config.type));	assertTrue(string.contains(substring));	0
3	EnricherConfigTest	simple	assertEquals("STR",config.get(Config.type));	assertNotSame(object1,object2);	0
4	EnricherConfigTest	simple	assertEquals("STR",config.get(Config.type));	assertFalse(condition);	0
5	EnricherConfigTest	simple	assertEquals("STR",config.get(Config.type));	assertTrue(list.isEmpty());	0
6	EnricherConfigTest	simple	assertEquals("STR",config.get(Config.type));	assertNotNull(config.get(Configs.Key.SOME_KEY));	0
7	EnricherConfigTest	simple	assertEquals("STR",config.get(Config.type));	assertEquals(expectedValue,actualValue);	0
8	EnricherConfigTest	simple	assertEquals("STR",config.get(Config.type));	assertTrue(collection.contains(element));	0
9	EnricherConfigTest	simple	assertEquals("STR",config.get(Config.type));	assertTrue(condition);	0
0	ProcessorConfigTest	incAndExc	assertTrue(contains(filtered,"STR"));	assertNotSame(pConfig.prepareProcessors(getAllTestData(),"STR"),filtered);	0
1	ProcessorConfigTest	incAndExc	assertTrue(contains(filtered,"STR"));	assertEquals(0,filtered.size());	0
2	ProcessorConfigTest	incAndExc	assertTrue(contains(filtered,"STR"));	assertNotEquals(0,pConfig.prepareProcessors(getAllTestData(),"STR").size());	0
3	ProcessorConfigTest	incAndExc	assertTrue(contains(filtered,"STR"));	assertFalse(filtered.contains(null));	0
4	ProcessorConfigTest	incAndExc	assertTrue(contains(filtered,"STR"));	assertTrue(filtered.isEmpty());	0
5	ProcessorConfigTest	incAndExc	assertTrue(contains(filtered,"STR"));	assertEquals(10,pConfig.prepareProcessors(getAllTestData(),"STR").size());	0
6	ProcessorConfigTest	incAndExc	assertTrue(contains(filtered,"STR"));	assertEquals(3,pConfig.prepareProcessors(getAllTestData(),"STR").size());	0
7	ProcessorConfigTest	incAndExc	assertTrue(contains(filtered,"STR"));	assertNotNull(pConfig);	0
8	ProcessorConfigTest	incAndExc	assertTrue(contains(filtered,"STR"));	assertTrue(pConfig.prepareProcessors(getAllTestData(),"STR").contains(filter));	0
9	ProcessorConfigTest	incAndExc	assertTrue(contains(filtered,"STR"));	assertNotSame(getAllTestData(),filtered);	0
0	ProfileUtilTest	multiple	assertNotNull(is);	assertEquals(expectedSize,result.size());	0
1	ProfileUtilTest	multiple	assertNotNull(is);	assertNotNull(result);	0
2	ProfileUtilTest	multiple	assertNotNull(is);	assertEquals(expectedProfile.hashCode(),result.get(0).hashCode());	0
3	ProfileUtilTest	multiple	assertNotNull(is);	assertFalse(result.isEmpty());	0
4	ProfileUtilTest	multiple	assertNotNull(is);	assertNotSame(expectedProfile,result.get(0));	0
6	ProfileUtilTest	multiple	assertNotNull(is);	assertNotEquals(expectedProfile,result.get(0));	0
7	ProfileUtilTest	multiple	assertNotNull(is);	assertArrayEquals(expectedProfiles.toArray(),result.toArray());	0
8	ProfileUtilTest	multiple	assertNotNull(is);	assertTrue(result.contains(expectedProfile));	0
9	ProfileUtilTest	multiple	assertNotNull(is);	assertTrue(result.stream().allMatch(p->p.getName().startsWith("STR")));	0
0	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertTrue(hasInitContainer(builder,"STR"));	0
1	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertArrayEquals(expectedArray,getInitContainer(builder,"STR"));	0
2	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertNotSame(expectedObj,getInitContainer(builder,"STR"));	0
3	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertNull(getInitContainer(builder,"STR"));	0
4	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertNotNull(getInitContainer(builder,"STR"));	0
5	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertNotEquals(expectedArray,getInitContainer(builder,"STR"));	0
6	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertNotEquals("STR",getInitContainer(builder,"STR"));	0
7	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertEquals("STR",getInitContainer(builder,"STR"));	0
8	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertFalse(hasInitContainer(builder,"STR"));	0
9	InitContainerHandlerTest	removeOne	assertTrue(handler.hasInitContainer(builder,"STR"));	assertSame(expectedObj,getInitContainer(builder,"STR"));	0
0	CucumberProResultsUrlBuilderTest	builds_url_for_saas_by_default	assertEquals("STR",url);	assertEquals(expectedUrl,url);	0
1	CucumberProResultsUrlBuilderTest	builds_url_for_saas_by_default	assertEquals("STR",url);	assertTrue(url.startsWith(expectedPrefix));	0
2	CucumberProResultsUrlBuilderTest	builds_url_for_saas_by_default	assertEquals("STR",url);	assertNotEquals(unexpectedUrl,url);	0
3	CucumberProResultsUrlBuilderTest	builds_url_for_saas_by_default	assertEquals("STR",url);	assertSame(expectedUrl,url);	0
4	CucumberProResultsUrlBuilderTest	builds_url_for_saas_by_default	assertEquals("STR",url);	assertNotSame("STR",expectedUrl,url);	0
5	CucumberProResultsUrlBuilderTest	builds_url_for_saas_by_default	assertEquals("STR",url);	assertFalse(url.startsWith(unexpectedPrefix));	0
6	CucumberProResultsUrlBuilderTest	builds_url_for_saas_by_default	assertEquals("STR",url);	assertNotNull(url);	0
7	CucumberProResultsUrlBuilderTest	builds_url_for_saas_by_default	assertEquals("STR",url);	assertFalse(url.isEmpty());	0
8	CucumberProResultsUrlBuilderTest	builds_url_for_saas_by_default	assertEquals("STR",url);	assertTrue(url.isEmpty());	0
9	CucumberProResultsUrlBuilderTest	builds_url_for_saas_by_default	assertEquals("STR",url);	assertNull(url);	0
0	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	assertSame(serverEnvFile,newFile(serverDirectory.getCanonicalPath()+"STR"));	0
1	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	assertEquals("STR",newString(Files.readAllBytes(serverEnvBackup.toPath())));	0
2	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	assertNull(serverEnvFile.getParentFile());	0
3	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	assertTrue(serverEnvFile.exists());	0
4	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	assertNotNull(serverEnvBackup.getParentFile());	0
5	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	assertNotSame(serverEnvBackup,serverEnvFile);	0
6	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	assertFalse(serverEnvBackup.exists());	0
7	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	assertArrayEquals(newbyte[]{116,101,109,112},Files.readAllBytes(serverEnv.toPath()));	0
8	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	assertNotEquals("STR",newString(Files.readAllBytes(serverEnvBackup.toPath())));	0
9	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	assertTrue(serverEnvBackup.delete());	0
0	DevUtilTest	testReadFileToString	assertTrue(fileString.equals("STR"));	assertNotSame("STR",fileString);	0
1	DevUtilTest	testReadFileToString	assertTrue(fileString.equals("STR"));	assertSame("STR",fileString);	0
2	DevUtilTest	testReadFileToString	assertTrue(fileString.equals("STR"));	assertNotEquals("STR",fileString);	0
3	DevUtilTest	testReadFileToString	assertTrue(fileString.equals("STR"));	assertNotNull(fileString);	0
4	DevUtilTest	testReadFileToString	assertTrue(fileString.equals("STR"));	assertArrayEquals("STR".getBytes(),fileString.getBytes());	0
5	DevUtilTest	testReadFileToString	assertTrue(fileString.equals("STR"));	assertTrue(util.readFile(tempFile).contains("STR"));	0
6	DevUtilTest	testReadFileToString	assertTrue(fileString.equals("STR"));	assertEquals("STR",fileString);	0
7	DevUtilTest	testReadFileToString	assertTrue(fileString.equals("STR"));	assertFalse(fileString.isEmpty());	0
8	DevUtilTest	testReadFileToString	assertTrue(fileString.equals("STR"));	assertNotEquals(null,fileString);	0
0	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	assertTrue(targetFile.exists()&&targetFile.length()>0);	0
1	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	assertTrue(targetFile.getParentFile().equals(srcDir));	0
2	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	assertNotNull(targetFile);	0
3	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	assertEquals("STR",targetFile.getName());	0
4	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	assertFalse(targetFile.exists());	0
5	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	assertTrue(targetFile.isFile());	0
6	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	assertTrue(targetFile.exists());	1
7	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	assertEquals(newFile(targetDir,"STR").getCanonicalPath(),targetFile.getCanonicalPath());	0
8	DevUtilTest	testCopyFile	assertTrue(targetFile.exists());	assertTrue(targetFile.getParentFile().equals(targetDir));	0
0	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	assertFalse(evt.getLoggerName().equals("STR"));	0
1	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	assertNotNull(filter.decide(evt));	0
2	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	assertNull(filter.decide(null));	0
