TestID	OracleID	Project	ClassName	TestName	TrueOracle	GenOracle	Correct
2	10	jcodec_jcodec	CollectionsTest	testIntObjectMap	assertEquals(Integer.valueOf(11),test.get(24));	assertEquals(12,test.get(24));	0
2	10	jcodec_jcodec	CollectionsTest	testIntObjectMap	assertEquals(Integer.valueOf(11),test.get(24));	assertThat(test.get(24),equalTo(11));	0
2	10	jcodec_jcodec	CollectionsTest	testIntObjectMap	assertEquals(Integer.valueOf(11),test.get(24));	assertEquals(10,test.get(24));	0
2	10	jcodec_jcodec	CollectionsTest	testIntObjectMap	assertEquals(Integer.valueOf(11),test.get(24));	assertEquals(24,test.get(24));	0
3	10	fabric8io_fabric8-maven-plugin	KindAndNameTest	equalsTest	assertTrue(kindAndName.equals(kindAndName));	assertTrue(kindAndName.equals(""));	0
3	10	fabric8io_fabric8-maven-plugin	KindAndNameTest	equalsTest	assertTrue(kindAndName.equals(kindAndName));	assertFalse(kindAndName.equals(kindAndName));	0
3	10	fabric8io_fabric8-maven-plugin	KindAndNameTest	equalsTest	assertTrue(kindAndName.equals(kindAndName));	KindAndNamesixthKindAndName=newKindAndName("STR","STR");(K,i,n,d,A,n,d,N,a,m,e,s,i,x,t,h,K,i,n,d,A,n,d,N,a,m,e,=,n,e,w,K,i,n,d,A,n,d,N,a,m,e,(,",S,T,R,",,,",S,T,R,",),;);	0
3	10	fabric8io_fabric8-maven-plugin	KindAndNameTest	equalsTest	assertTrue(kindAndName.equals(kindAndName));	assertTrue(kindAndName.equals(null));	0
3	10	fabric8io_fabric8-maven-plugin	KindAndNameTest	equalsTest	assertTrue(kindAndName.equals(kindAndName));	assertThat(kindAndName.equals(kindAndName),is(true));	0
3	10	fabric8io_fabric8-maven-plugin	KindAndNameTest	equalsTest	assertTrue(kindAndName.equals(kindAndName));	assertThat(kindAndName.equals(kindAndName),is(false));	0
3	10	fabric8io_fabric8-maven-plugin	KindAndNameTest	equalsTest	assertTrue(kindAndName.equals(kindAndName));	assertTrue(kindAndName.equals(secondKindAndName));	0
3	10	fabric8io_fabric8-maven-plugin	KindAndNameTest	equalsTest	assertTrue(kindAndName.equals(kindAndName));	assertThat(kindAndName,equalTo(kindAndName));	0
3	10	fabric8io_fabric8-maven-plugin	KindAndNameTest	equalsTest	assertTrue(kindAndName.equals(kindAndName));	assertFalse(kindAndName.equals(kindAndName));	0
3	10	fabric8io_fabric8-maven-plugin	KindAndNameTest	equalsTest	assertTrue(kindAndName.equals(kindAndName));	assertEquals(true,kindAndName.equals(kindAndName));	0
4	10	orientechnologies_orientdb	OByteBufferUtilsTest	testSplitShort	assertEquals(storedVar,var);	assertEquals(storedVar,var);	1
4	10	orientechnologies_orientdb	OByteBufferUtilsTest	testSplitShort	assertEquals(storedVar,var);	assertEquals(storedVar,var);	1
4	10	orientechnologies_orientdb	OByteBufferUtilsTest	testSplitShort	assertEquals(storedVar,var);	assertThat(storedVar,equalTo(var));	0
4	10	orientechnologies_orientdb	OByteBufferUtilsTest	testSplitShort	assertEquals(storedVar,var);	assertThat(storedVar,is(var));	0
4	10	orientechnologies_orientdb	OByteBufferUtilsTest	testSplitShort	assertEquals(storedVar,var);	System.out.println("STR"+var+"STR"+storedVar);(S,y,s,t,e,m,.,o,u,t,.,p,r,i,n,t,l,n,(,",S,T,R,",+,v,a,r,+,",S,T,R,",+,s,t,o,r,e,d,V,a,r,),;);	0
4	10	orientechnologies_orientdb	OByteBufferUtilsTest	testSplitShort	assertEquals(storedVar,var);	assertThat(var,is(storedVar));	0
4	10	orientechnologies_orientdb	OByteBufferUtilsTest	testSplitShort	assertEquals(storedVar,var);	assertThat(storedVar).isEqualTo(var);	0
4	10	orientechnologies_orientdb	OByteBufferUtilsTest	testSplitShort	assertEquals(storedVar,var);	System.out.println("STR"+storedVar);(S,y,s,t,e,m,.,o,u,t,.,p,r,i,n,t,l,n,(,",S,T,R,",+,s,t,o,r,e,d,V,a,r,),;);	0
4	10	orientechnologies_orientdb	OByteBufferUtilsTest	testSplitShort	assertEquals(storedVar,var);	System.out.println("STR"+var);(S,y,s,t,e,m,.,o,u,t,.,p,r,i,n,t,l,n,(,",S,T,R,",+,v,a,r,),;);	0
4	10	orientechnologies_orientdb	OByteBufferUtilsTest	testSplitShort	assertEquals(storedVar,var);	buffer1.position(9);(b,u,f,f,e,r,1,.,p,o,s,i,t,i,o,n,(,9,),;);	0
5	10	cucumber-ltd_cucumber-pro-plugin-jvm	CucumberProResultsUrlBuilderTest	builds_url_for_saas_by_default	assertEquals("STR",url);	assertThat(url).isEqualTo("STR");	0
5	10	cucumber-ltd_cucumber-pro-plugin-jvm	CucumberProResultsUrlBuilderTest	builds_url_for_saas_by_default	assertEquals("STR",url);	assertEquals("STR",url);	1
5	10	cucumber-ltd_cucumber-pro-plugin-jvm	CucumberProResultsUrlBuilderTest	builds_url_for_saas_by_default	assertEquals("STR",url);	assertThat(url,is("STR"));	0
5	10	cucumber-ltd_cucumber-pro-plugin-jvm	CucumberProResultsUrlBuilderTest	builds_url_for_saas_by_default	assertEquals("STR",url);	assertThat(url,is(equalTo("STR")));	0
5	10	cucumber-ltd_cucumber-pro-plugin-jvm	CucumberProResultsUrlBuilderTest	builds_url_for_saas_by_default	assertEquals("STR",url);	assertEquals("STR",url);	1
5	10	cucumber-ltd_cucumber-pro-plugin-jvm	CucumberProResultsUrlBuilderTest	builds_url_for_saas_by_default	assertEquals("STR",url);	assertThat(url,equalTo("STR"));	0
5	10	cucumber-ltd_cucumber-pro-plugin-jvm	CucumberProResultsUrlBuilderTest	builds_url_for_saas_by_default	assertEquals("STR",url);	assertThat(url).isEqualTo(CucumberProResultsUrlBuilder.buildCucumberProUrl(config,"STR"));	0
5	10	cucumber-ltd_cucumber-pro-plugin-jvm	CucumberProResultsUrlBuilderTest	builds_url_for_saas_by_default	assertEquals("STR",url);	assertTrue(url.contains("STR"));	0
5	10	cucumber-ltd_cucumber-pro-plugin-jvm	CucumberProResultsUrlBuilderTest	builds_url_for_saas_by_default	assertEquals("STR",url);	assertThat(url).isEqualTo(CucumberProResultsUrlBuilder.buildCucumberProUrl(config,"STR")+"STR");	0
5	10	cucumber-ltd_cucumber-pro-plugin-jvm	CucumberProResultsUrlBuilderTest	builds_url_for_saas_by_default	assertEquals("STR",url);	assertThat(url).isEqualToIgnoringCase("STR");	0
6	10	orientechnologies_orientdb	OMatchStatementExecutionTest	testMaxDepthArrow	assertEquals(2,qResult.size());	assertEquals(5,qResult.size());	0
6	10	orientechnologies_orientdb	OMatchStatementExecutionTest	testMaxDepthArrow	assertEquals(2,qResult.size());	assertEquals(1,qResult.size());	0
6	10	orientechnologies_orientdb	OMatchStatementExecutionTest	testMaxDepthArrow	assertEquals(2,qResult.size());	assertEquals(3,qResult.size());	0
6	10	orientechnologies_orientdb	OMatchStatementExecutionTest	testMaxDepthArrow	assertEquals(2,qResult.size());	assertEquals(6,qResult.size());	0
6	10	orientechnologies_orientdb	OMatchStatementExecutionTest	testMaxDepthArrow	assertEquals(2,qResult.size());	assertThat(qResult.size(),is(2));	0
6	10	orientechnologies_orientdb	OMatchStatementExecutionTest	testMaxDepthArrow	assertEquals(2,qResult.size());	assertThat(qResult.size(),is(3));	0
6	10	orientechnologies_orientdb	OMatchStatementExecutionTest	testMaxDepthArrow	assertEquals(2,qResult.size());	assertTrue(qResult.size()>0);	0
6	10	orientechnologies_orientdb	OMatchStatementExecutionTest	testMaxDepthArrow	assertEquals(2,qResult.size());	assertThat(qResult).hasSize(2);	0
6	10	orientechnologies_orientdb	OMatchStatementExecutionTest	testMaxDepthArrow	assertEquals(2,qResult.size());	assertTrue(qResult.size()>0);	0
6	10	orientechnologies_orientdb	OMatchStatementExecutionTest	testMaxDepthArrow	assertEquals(2,qResult.size());	assertTrue(qResult.size()>1);	0
7	10	jcodec_jcodec	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	ModeInfoinfo=newModeInfo(intraMode,decoder,c);(M,o,d,e,I,n,f,o,i,n,f,o,=,n,e,w,M,o,d,e,I,n,f,o,(,i,n,t,r,a,M,o,d,e,,,d,e,c,o,d,e,r,,,c,),;);	0
7	10	jcodec_jcodec	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	ModeInfomodeInfo=newModeInfo(intraMode,decoder,c);(M,o,d,e,I,n,f,o,m,o,d,e,I,n,f,o,=,n,e,w,M,o,d,e,I,n,f,o,(,i,n,t,r,a,M,o,d,e,,,d,e,c,o,d,e,r,,,c,),;);	0
7	10	jcodec_jcodec	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	ModeInfomode=newModeInfo(intraMode,decoder,c);(M,o,d,e,I,n,f,o,m,o,d,e,=,n,e,w,M,o,d,e,I,n,f,o,(,i,n,t,r,a,M,o,d,e,,,d,e,c,o,d,e,r,,,c,),;);	0
7	10	jcodec_jcodec	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	ModeInfoinfo=newModeInfo(intraMode);(M,o,d,e,I,n,f,o,i,n,f,o,=,n,e,w,M,o,d,e,I,n,f,o,(,i,n,t,r,a,M,o,d,e,),;);	0
7	10	jcodec_jcodec	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	ModeInfoinfo=newModeInfo(decoder,intraMode,c);(M,o,d,e,I,n,f,o,i,n,f,o,=,n,e,w,M,o,d,e,I,n,f,o,(,d,e,c,o,d,e,r,,,i,n,t,r,a,M,o,d,e,,,c,),;);	0
7	10	jcodec_jcodec	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	modeInfo(intraMode,decoder,c);(m,o,d,e,I,n,f,o,(,i,n,t,r,a,M,o,d,e,,,d,e,c,o,d,e,r,,,c,),;);	0
7	10	jcodec_jcodec	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	ModeInfoinfo=newModeInfo(0,decoder,c);(M,o,d,e,I,n,f,o,i,n,f,o,=,n,e,w,M,o,d,e,I,n,f,o,(,0,,,d,e,c,o,d,e,r,,,c,),;);	0
7	10	jcodec_jcodec	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	ModeInfomodeInfo=newModeInfo(intraMode);(M,o,d,e,I,n,f,o,m,o,d,e,I,n,f,o,=,n,e,w,M,o,d,e,I,n,f,o,(,i,n,t,r,a,M,o,d,e,),;);	0
7	10	jcodec_jcodec	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	ModeInfoinfo=newModeInfo();(M,o,d,e,I,n,f,o,i,n,f,o,=,n,e,w,M,o,d,e,I,n,f,o,(,),;);	0
7	10	jcodec_jcodec	ModeInfoTest	testUVMode	assertEquals(5,newModeInfo().readInterIntraUvMode(intraMode,decoder,c));	ModeInfoinfo=newModeInfo(1,decoder,c);(M,o,d,e,I,n,f,o,i,n,f,o,=,n,e,w,M,o,d,e,I,n,f,o,(,1,,,d,e,c,o,d,e,r,,,c,),;);	0
8	10	OpenLiberty_ci.common	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	util.cleanUpServerEnv();(u,t,i,l,.,c,l,e,a,n,U,p,S,e,r,v,e,r,E,n,v,(,),;);	0
8	10	OpenLiberty_ci.common	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	Files.write(serverEnvBak.toPath(),"STR".getBytes());(F,i,l,e,s,.,w,r,i,t,e,(,s,e,r,v,e,r,E,n,v,B,a,k,.,t,o,P,a,t,h,(,),,,",S,T,R,",.,g,e,t,B,y,t,e,s,(,),),;);	0
8	10	OpenLiberty_ci.common	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	serverEnvBak.delete();(s,e,r,v,e,r,E,n,v,B,a,k,.,d,e,l,e,t,e,(,),;);	0
8	10	OpenLiberty_ci.common	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	Files.write(serverEnvBak.toPath(),"STR".getBytes(StandardCharsets.UTF_8));(F,i,l,e,s,.,w,r,i,t,e,(,s,e,r,v,e,r,E,n,v,B,a,k,.,t,o,P,a,t,h,(,),,,",S,T,R,",.,g,e,t,B,y,t,e,s,(,S,t,a,n,d,a,r,d,C,h,a,r,s,e,t,s,.,U,T,F,_,8,),),;);	0
8	10	OpenLiberty_ci.common	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	serverEnvBak=newFile(serverDirectory,"STR");(s,e,r,v,e,r,E,n,v,B,a,k,=,n,e,w,F,i,l,e,(,s,e,r,v,e,r,D,i,r,e,c,t,o,r,y,,,",S,T,R,",),;);	0
8	10	OpenLiberty_ci.common	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	Files.delete(serverEnvBak.toPath());(F,i,l,e,s,.,d,e,l,e,t,e,(,s,e,r,v,e,r,E,n,v,B,a,k,.,t,o,P,a,t,h,(,),),;);	0
8	10	OpenLiberty_ci.common	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	Files.write(serverEnvBak.toPath(),"STR".getBytes(StandardCharsets.US_ASCII));(F,i,l,e,s,.,w,r,i,t,e,(,s,e,r,v,e,r,E,n,v,B,a,k,.,t,o,P,a,t,h,(,),,,",S,T,R,",.,g,e,t,B,y,t,e,s,(,S,t,a,n,d,a,r,d,C,h,a,r,s,e,t,s,.,U,S,_,A,S,C,I,I,),),;);	0
8	10	OpenLiberty_ci.common	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	Files.delete(serverEnvBak.toPath(),StandardCopyOption.REPLACE_EXISTING);(F,i,l,e,s,.,d,e,l,e,t,e,(,s,e,r,v,e,r,E,n,v,B,a,k,.,t,o,P,a,t,h,(,),,,S,t,a,n,d,a,r,d,C,o,p,y,O,p,t,i,o,n,.,R,E,P,L,A,C,E,_,E,X,I,S,T,I,N,G,),;);	0
8	10	OpenLiberty_ci.common	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	System.out.println("STR"+serverEnv);(S,y,s,t,e,m,.,o,u,t,.,p,r,i,n,t,l,n,(,",S,T,R,",+,s,e,r,v,e,r,E,n,v,),;);	0
8	10	OpenLiberty_ci.common	DevUtilTest	testCleanupServerEnvBak	assertTrue(serverEnv.exists());	serverEnvBak.deleteOnExit();(s,e,r,v,e,r,E,n,v,B,a,k,.,d,e,l,e,t,e,O,n,E,x,i,t,(,),;);	0
9	10	tradier_dropwizard-raven	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	assertEquals(FilterReply.DENY,filter.decide(evt));	1
9	10	tradier_dropwizard-raven	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	filter.decide(evt);(f,i,l,t,e,r,.,d,e,c,i,d,e,(,e,v,t,),;);	0
9	10	tradier_dropwizard-raven	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	FilterReplyreply=filter.decide(evt);(F,i,l,t,e,r,R,e,p,l,y,r,e,p,l,y,=,f,i,l,t,e,r,.,d,e,c,i,d,e,(,e,v,t,),;);	0
9	10	tradier_dropwizard-raven	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	assertEquals(FilterReply.NEUTRAL,filter.decide(evt));	0
9	10	tradier_dropwizard-raven	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	assertThat(filter.decide(evt),is(FilterReply.NEUTRAL));	0
9	10	tradier_dropwizard-raven	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	assertThat(filter.decide(evt),is(FilterReply.DENY));	0
9	10	tradier_dropwizard-raven	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	assertEquals(FilterReply.DENY,filter.decide(evt));	1
9	10	tradier_dropwizard-raven	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	finalFilterReplyreply=filter.decide(evt);(f,i,n,a,l,F,i,l,t,e,r,R,e,p,l,y,r,e,p,l,y,=,f,i,l,t,e,r,.,d,e,c,i,d,e,(,e,v,t,),;);	0
9	10	tradier_dropwizard-raven	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	assertEquals(FilterReply.NEUTRAL,filter.decide(evt));	0
9	10	tradier_dropwizard-raven	DroppingRavenLoggingFilterTest	verifyFilterDeniesSentryLoggers	assertEquals(FilterReply.DENY,filter.decide(evt));	FilterReplyresult=filter.decide(evt);(F,i,l,t,e,r,R,e,p,l,y,r,e,s,u,l,t,=,f,i,l,t,e,r,.,d,e,c,i,d,e,(,e,v,t,),;);	0
10	10	orientechnologies_orientdb	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	assertEquals(keyIndexDefinition.getParamCount(),1);	1
10	10	orientechnologies_orientdb	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	assertThat(keyIndexDefinition.getParamCount(),is(1));	0
10	10	orientechnologies_orientdb	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	assertEquals(keyIndexDefinition.getParamCount(),1);	1
10	10	orientechnologies_orientdb	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	assertThat(keyIndexDefinition.getParamCount(),equalTo(1));	0
10	10	orientechnologies_orientdb	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	assertTrue(keyIndexDefinition.getParamCount()==1);	0
10	10	orientechnologies_orientdb	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	assertEquals(2,keyIndexDefinition.getParamCount());	0
10	10	orientechnologies_orientdb	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	finalOSimpleKeyIndexDefinitionvalueIndexDefinition=newOSimpleKeyIndexDefinition(OType.STRING);(f,i,n,a,l,O,S,i,m,p,l,e,K,e,y,I,n,d,e,x,D,e,f,i,n,i,t,i,o,n,v,a,l,u,e,I,n,d,e,x,D,e,f,i,n,i,t,i,o,n,=,n,e,w,O,S,i,m,p,l,e,K,e,y,I,n,d,e,x,D,e,f,i,n,i,t,i,o,n,(,O,T,y,p,e,.,S,T,R,I,N,G,),;);	0
10	10	orientechnologies_orientdb	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	finalOSimpleKeyIndexDefinitionvalueIndexDefinition=newOSimpleKeyIndexDefinition(OType.INTEGER,OType.STRING);(f,i,n,a,l,O,S,i,m,p,l,e,K,e,y,I,n,d,e,x,D,e,f,i,n,i,t,i,o,n,v,a,l,u,e,I,n,d,e,x,D,e,f,i,n,i,t,i,o,n,=,n,e,w,O,S,i,m,p,l,e,K,e,y,I,n,d,e,x,D,e,f,i,n,i,t,i,o,n,(,O,T,y,p,e,.,I,N,T,E,G,E,R,,,O,T,y,p,e,.,S,T,R,I,N,G,),;);	0
10	10	orientechnologies_orientdb	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	finalOSimpleKeyIndexDefinitionvalueIndexDefinition=newOSimpleKeyIndexDefinition(OType.STRING,OType.INTEGER);(f,i,n,a,l,O,S,i,m,p,l,e,K,e,y,I,n,d,e,x,D,e,f,i,n,i,t,i,o,n,v,a,l,u,e,I,n,d,e,x,D,e,f,i,n,i,t,i,o,n,=,n,e,w,O,S,i,m,p,l,e,K,e,y,I,n,d,e,x,D,e,f,i,n,i,t,i,o,n,(,O,T,y,p,e,.,S,T,R,I,N,G,,,O,T,y,p,e,.,I,N,T,E,G,E,R,),;);	0
10	10	orientechnologies_orientdb	OSimpleKeyIndexDefinitionTest	testParamCountOneItem	assertEquals(keyIndexDefinition.getParamCount(),1);	assertThat(keyIndexDefinition.getParamCount(),is(2));	0
11	10	DigitalPebble_storm-crawler	BasicURLNormalizerTest	testQuerySort	assertEquals(expectedResult,normalizedUrl);	assertEquals(expectedResult,normalizedUrl);	1
11	10	DigitalPebble_storm-crawler	BasicURLNormalizerTest	testQuerySort	assertEquals(expectedResult,normalizedUrl);	assertThat(normalizedUrl,is(expectedResult));	0
11	10	DigitalPebble_storm-crawler	BasicURLNormalizerTest	testQuerySort	assertEquals(expectedResult,normalizedUrl);	assertEquals(expectedResult,normalizedUrl);	1
11	10	DigitalPebble_storm-crawler	BasicURLNormalizerTest	testQuerySort	assertEquals(expectedResult,normalizedUrl);	assertThat(normalizedUrl).isEqualTo(expectedResult);	0
11	10	DigitalPebble_storm-crawler	BasicURLNormalizerTest	testQuerySort	assertEquals(expectedResult,normalizedUrl);	assertThat(normalizedUrl,equalTo(expectedResult));	0
11	10	DigitalPebble_storm-crawler	BasicURLNormalizerTest	testQuerySort	assertEquals(expectedResult,normalizedUrl);	assertThat(normalizedUrl,is(equalTo(expectedResult)));	0
11	10	DigitalPebble_storm-crawler	BasicURLNormalizerTest	testQuerySort	assertEquals(expectedResult,normalizedUrl);	assertEquals(expectedResult,normalizedUrl);	1
11	10	DigitalPebble_storm-crawler	BasicURLNormalizerTest	testQuerySort	assertEquals(expectedResult,normalizedUrl);	assertTrue(normalizedUrl.contains(expectedResult));	0
11	10	DigitalPebble_storm-crawler	BasicURLNormalizerTest	testQuerySort	assertEquals(expectedResult,normalizedUrl);	assertTrue(normalizedUrl.contains(expectedResult));	0
11	10	DigitalPebble_storm-crawler	BasicURLNormalizerTest	testQuerySort	assertEquals(expectedResult,normalizedUrl);	assertTrue(normalizedUrl.matches(expectedResult));	0
12	10	hazelcast_hazelcast-simulator	WorkerQueryTest	workerTags	assertEquals(asList(list.get(0),list.get(2)),result);	assertEquals(1,result.size());	0
12	10	hazelcast_hazelcast-simulator	WorkerQueryTest	workerTags	assertEquals(asList(list.get(0),list.get(2)),result);	assertEquals(1,result.size());	0
12	10	hazelcast_hazelcast-simulator	WorkerQueryTest	workerTags	assertEquals(asList(list.get(0),list.get(2)),result);	assertThat(result).hasSize(1);	0
12	10	hazelcast_hazelcast-simulator	WorkerQueryTest	workerTags	assertEquals(asList(list.get(0),list.get(2)),result);	assertThat(result,hasItems(newWorkerData(newParameters(agent1,1,"STR","STR"),toMap("STR","STR"))));	0
12	10	hazelcast_hazelcast-simulator	WorkerQueryTest	workerTags	assertEquals(asList(list.get(0),list.get(2)),result);	assertThat(result,hasItems(newWorkerData(newParameters(agent1,1,"STR","STR"),toMap("STR","STR","STR"))));	0
12	10	hazelcast_hazelcast-simulator	WorkerQueryTest	workerTags	assertEquals(asList(list.get(0),list.get(2)),result);	assertEquals(2,result.size());	0
