OracleID	ClassName	TestName	TrueOracle	GenOracle	Correct
/	// ResultTest	testSetResponse	assertNotNull(actual);	assertNotNull(result.getResponse());	0
0	// H264UtilsTest	testAvcCToAnnexB	assertArrayEquals(newbyte[]{0,0,0,1,0x67,'s','t','a','n',0,0,0,1,0x67,'t','h','e',0,0,0,1,0x68,'m','a','n',0,0,0,1,0x68,'c','o','o','l'},res);	???;	0
/	// H264UtilsTest	testAvcCToAnnexB	assertArrayEquals(newbyte[]{0,0,0,1,0x67,'s','t','a','n',0,0,0,1,0x67,'t','h','e',0,0,0,1,0x68,'m','a','n',0,0,0,1,0x68,'c','o','o','l'},res);	assertTrue(AvcCBox.parseAvcCBox(ByteBuffer.wrap(res)).getSpsList().get(0).hasRemaining());	0
0	// TimestampParserTest	testParseEpochMillis	assertEquals(time,parsed.getTime());	assertTrue(parsed.getTime()==time);	0
/	// TimestampParserTest	testParseEpochMillis	assertEquals(time,parsed.getTime());	assertNotNull(parsed);	0
1	// ShippableTest	testPullRequest	"assertEquals(""STR"",newShippable(env()).getPullRequest());"	assertNull(newMyClass().getPullRequest());	0
2	trautonen/coveralls-maven-plugin UrlUtilsTest	testValidUrlToUri	"assertEquals(newURI(""STR""),uri);"	"assertNotSame(""STR"",uri.toString());"	0
/	// UrlUtilsTest	testValidUrlToUri	"assertEquals(newURI(""STR""),uri);"	assertTrue(uri!=null);	0
/	// UrlUtilsTest	testValidUrlToUri	"assertEquals(newURI(""STR""),uri);"	assertNotNull(uri);	0
0	// ReconnectManagerTest	testCancelReConnection	assertEquals(0,clientDisConnectProcessor.getDisConnectTimes());	assertEquals(0,clientDisConnectProcessor.getDisConnectTimes());	1
0	// ReconnectManagerTest	testCancelReConnection	assertEquals(0,clientDisConnectProcessor.getDisConnectTimes());	assertTrue(url.getProtocol()==RpcProtocolV2.PROTOCOL_VALUE);	0
1	// ThreadLocalArriveTimeHolderTest	testMultiThread	assertTrue(time>=start);	assertTrue(time>0);	0
/	// ThreadLocalArriveTimeHolderTest	testMultiThread	assertTrue(time>=start);	assertNotNull(countDownLatch.await(10,TimeUnit.SECONDS));	0
0	// HostURLFilterTest	testAllAllowed	"assertEquals(""STR"",filterResult);"	"assertEquals(""STR"",filterResult);"	1
0	// HostURLFilterTest	testAllAllowed	"assertEquals(""STR"",filterResult);"	"assertEquals(""STR"",allAllowed.filter(sourceURL,metadata,""STR""));"	0
/	// HostURLFilterTest	testAllAllowed	"assertEquals(""STR"",filterResult);"	assertNotNull(filterResult);	0
1	// HostURLFilterTest	testAllForbidden	"assertEquals(""STR"",filterResult);"	"assertNotNull(filterResult,""STR"");"	0
/	// HostURLFilterTest	testAllForbidden	"assertEquals(""STR"",filterResult);"	assertNotNull(filterResult);	0
1	// HostURLFilterTest	testAllForbidden	"assertEquals(""STR"",filterResult);"	"assertEquals(""STR"",filterResult);"	1
1	// SvgSizeAnalyzerTest	svgWithChanges	"assertEquals(""STR""+""STR""+""STR"",a.getSvg());"	assertNotNull(a.getTransform());	0
0	// DefaultValueTest	testDefaultValueFromJson	"assertNotNull(saved.field(""STR""));"	"assertNotNull(saved.field(""STR""));"	1
0	// DefaultValueTest	testDefaultValueFromJson	"assertNotNull(saved.field(""STR""));"	"assertTrue(doc.field(""STR"").toString().contains(prop.getDefaultValue().toString()));"	0
/	// DefaultValueTest	testDefaultValueFromJson	"assertNotNull(saved.field(""STR""));"	"assertEquals(ODateHelper.getDateTimeFormatInstance().parse(prop.getDefaultValue()),doc.field(""STR""));"	0
/	// DefaultValueTest	testDefaultValueFromJson	"assertNotNull(saved.field(""STR""));"	assertNotNull(saved);	0
/	// DefaultValueTest	testDefaultValueFromJson	"assertNotNull(saved.field(""STR""));"	"assertEquals(prop.getDefaultValue(),newSimpleDateFormat(""STR"").parse(saved.field(iFieldName).toString()));"	0
/	// DefaultValueTest	testDefaultValueFromJson	"assertNotNull(saved.field(""STR""));"	"assertEquals(ODateHelper.getDateTimeFormatInstance().format(newDate()),doc.field(""STR"").toString());"	0
1	orientechnologies/orientdb SimpleParentChildTest	testWithSets	"assertEquals(""STR"",retrievedParent.getFriends().iterator().next().getName());"	"assertEquals(""STR"",retrievedChild.getName());"	0
/	// SimpleParentChildTest	testWithSets	"assertEquals(""STR"",retrievedParent.getFriends().iterator().next().getName());"	"assertEquals(retrievedChild.getName(),""STR"");"	0
/	// SimpleParentChildTest	testWithSets	"assertEquals(""STR"",retrievedParent.getFriends().iterator().next().getName());"	"assertTrue(retrievedChild.getName().equals(""STR""));"	0
/	// SimpleParentChildTest	testWithSets	"assertEquals(""STR"",retrievedParent.getFriends().iterator().next().getName());"	assertNotNull(retrievedChild.getName());	0
2	// OScriptExecutionTest	testLazyExecutionPlanning	"assertEquals(""STR"",item.getProperty(""STR""));"	"assertTrue(item.getAsString().equals(""STR""));"	0
3	orientechnologies/orientdb OAlterPropertyStatementExecutionTest	testSetCustom	assertNotNull(result);	assertNotNull(result);	1
4	orientechnologies/orientdb ORecordSerializerBinaryTest	testGetFieldFromEmbeddedList	assertEquals(setValue,deserializedValue);	assertSame(setValue,deserializedValue);	0
4	// ORecordSerializerBinaryTest	testGetFieldFromEmbeddedList	assertEquals(setValue,deserializedValue);	assertEquals(setValue,deserializedValue);	1
/	// ORecordSerializerBinaryTest	testGetFieldFromEmbeddedList	assertEquals(setValue,deserializedValue);	assertEquals(19,deserializedValue);	0
5	orientechnologies/orientdb LuceneMixIndexTest	testMixCompositeQuery	assertEquals(1,docs.size());	assertEquals(1,docs.size());	1
5	// LuceneMixIndexTest	testMixCompositeQuery	assertEquals(1,docs.size());	"assertNotNull(docs.get(0).field(""STR""));"	0
0	fabric8io/fabric8-maven-plugin SpringBootUtilTest	testNonExistentYamlToPropertiesParsing	assertNotNull(props);	assertNotNull(props);	1
0	amlinv/stat-collection-utils JmxAttributePollerTest	testGetSetBatchPollProcessor	assertNotNull(this.poller.getBatchPollProcessor());	assertNotNull(poller.getBatchPollProcessor());	0
/	// JmxAttributePollerTest	testGetSetBatchPollProcessor	assertNotNull(this.poller.getBatchPollProcessor());	assertNotNull(poller.getBatchPollProcessor());	0
0	// RpcAddressParserTest	testParserWithProtocol	"assertEquals(""STR"",btUrl.getIp());"	assertEquals(1000,btUrl.getConnectTimeout());	0
/	// RpcAddressParserTest	testParserWithProtocol	"assertEquals(""STR"",btUrl.getIp());"	assertNotNull(btUrl.getProperties());	0
/	// RpcAddressParserTest	testParserWithProtocol	"assertEquals(""STR"",btUrl.getIp());"	assertNotNull(btUrl.getProtocol());	0
0	adlnet/jxapi SubStatementTest	testSetVerb	assertNotNull(actual);	assertNotNull(actual);	1
0	// SubStatementTest	testSetVerb	assertNotNull(actual);	assertNotNull(substatement.getVerb());	0
1	adlnet/jxapi ActivityDefinitionTest	testGetCorrectResponsesPattern	assertNotNull(actual);	assertNotNull(activityDefinition);	0
0	// TSqlBuilderTest	testSort	"assertEquals(""STR"",sql.toString());"	"assertEquals(""STR"",sql.toString());"	1
/	// TSqlBuilderTest	testSort	"assertEquals(""STR"",sql.toString());"	"assertEquals(""STR"",sql.toString());"	1
/	// TSqlBuilderTest	testSort	"assertEquals(""STR"",sql.toString());"	"assertTrue(sql.select().from(""STR"").orderBy(""STR"").toString().contains(""STR""));"	0
/	// TSqlBuilderTest	testSort	"assertEquals(""STR"",sql.toString());"	"assertTrue(sql.select().from(""STR"").orderBy(""STR"").toString().contains(""STR""));"	0
/	// TSqlBuilderTest	testSort	"assertEquals(""STR"",sql.toString());"	"assertNotNull(sql.select().from(""STR"").orderBy(""STR"").toString());"	0
0	arnohaase/a-foundation AsCollectionCopyTest	testAsCollectionCopy	assertEquals(2,copied.size());	assertEquals(list.size(),copied.size());	0
/	// AsCollectionCopyTest	testAsCollectionCopy	assertEquals(2,copied.size());	assertTrue(copied.nonEmpty());	0
/	// AsCollectionCopyTest	testAsCollectionCopy	assertEquals(2,copied.size());	assertTrue(copied.toSet().size()==2);	0
0	// MacAddressTest	testAddressNormalizedSeparator	assertEquals(NORMALIZED_ADDRESS,macAddress.toString());	assertFalse(macAddress.isMulticast());	0
/	// MacAddressTest	testAddressNormalizedSeparator	assertEquals(NORMALIZED_ADDRESS,macAddress.toString());	assertFalse(macAddress.isLocal());	0
0	javadev/moneytostr-russian MoneyToStrTest	checkUAHRUS	"assertEquals(""STR"",moneyToStrUAHRUS.convert(V_300D));"	"assertEquals(""STR"",moneyToStrUAHRUS.convert(V_300D));"	1
/	// MoneyToStrTest	checkUAHRUS	"assertEquals(""STR"",moneyToStrUAHRUS.convert(V_300D));"	"assertFalse(moneyToStrUAHRUS.convert(V_300D).matches(""STR""));"	0
/	// MoneyToStrTest	checkUAHRUS	"assertEquals(""STR"",moneyToStrUAHRUS.convert(V_300D));"	assertNotNull(moneyToStrUAHRUS.convert(V_300D));	0
1	// MoneyToStrTest	checkUSDUKR	"assertEquals(""STR"",moneyToStrUSD.convert(V_300D));"	"assertEquals(""STR"",moneyToStrUSD.convert(V_300D));"	1
0	// MPEGESTest	testES	assertArrayEquals(frame1,NIOUtils.toArray(f1.getData()));	assertNotNull(f1);	0
/	// MPEGESTest	testES	assertArrayEquals(frame1,NIOUtils.toArray(f1.getData()));	assertArrayEquals(frame1,f1.getData().array());	0
/	// MPEGESTest	testES	assertArrayEquals(frame1,NIOUtils.toArray(f1.getData()));	assertEquals(1,f1.frameNo);	0
0	// ProtocolTest	testToString	"assertEquals(""STR"",protocol0.getProvidedProtocol());"	"assertTrue(protocol0.acceptProvidedProtocol(""STR""));"	0
/	// ProtocolTest	testToString	"assertEquals(""STR"",protocol0.getProvidedProtocol());"	assertNotNull(protocol0);	0
/	// WebSocketServerTest	testGetDrafts	assertEquals(1,server.getDraft().size());	assertEquals(1,draftCollection.size());	0
/	// WebSocketServerTest	testGetDrafts	assertEquals(1,server.getDraft().size());	assertTrue(draftCollection.size()==1);	0
/	// WebSocketServerTest	testGetDrafts	assertEquals(1,server.getDraft().size());	assertEquals(Collections.singletonList(newDraft_6455()),server.getWebSocketDrafts());	0
0	// OCommandExecutorSQLSelectTest	testFlattenOnEmbedded	assertEquals(qResult.size(),1);	assertTrue(qResult.size()==1);	0
/	// OCommandExecutorSQLSelectTest	testFlattenOnEmbedded	assertEquals(qResult.size(),1);	assertTrue(qResult.size()>0);	0
/	// OCommandExecutorSQLSelectTest	testFlattenOnEmbedded	assertEquals(qResult.size(),1);	assertTrue(qResult.contains(expectedDocument));	0
/	// OCommandExecutorSQLSelectTest	testFlattenOnEmbedded	assertEquals(qResult.size(),1);	assertNotNull(qResult.get(0));	0
1	// OPropertyMapIndexDefinitionTest	testCreateValueByValueTwoParametersArrayParams	assertTrue(resultinstanceofCollection);	assertNotNull(result);	0
2	// OPropertyMapIndexDefinitionTest	testCreateSingleValueByValue	assertEquals(result,12);	assertNotNull(result);	0
3	// OObjectBinaryDataStorageTest	testSaveAndLoad_BinaryFieldsSimpleRecordMapping	assertNotNull(savedHunt);	assertArrayEquals(huntUglyPicture,loadedHunt.getImageData());	0
/	// OObjectBinaryDataStorageTest	testSaveAndLoad_BinaryFieldsSimpleRecordMapping	assertNotNull(savedHunt);	assertEquals(huntUglyPicture,loadedHunt.getImageData());	0
4	// ODropSequenceStatementExecutionTest	testPlain	assertNotNull(db.getMetadata().getSequenceLibrary().getSequence(name));	assertNotNull(db.getMetadata().getSequenceLibrary().getSequence(name));	1
5	orientechnologies/orientdb OCompositeKeyTest	testCompareToLT	assertEquals(compositeKey.compareTo(anotherCompositeKey),-1);	assertFalse(compositeKey.equals(anotherCompositeKey));	0
6	// LuceneSpatialMiscFunctionsTest	testStContainsPoint	"assertEquals(true,next.field(""STR""));"	"assertTrue(next.field(""STR"").equals(true));"	0
/	// LuceneSpatialMiscFunctionsTest	testStContainsPoint	"assertEquals(true,next.field(""STR""));"	"assertNotNull(next.field(""STR""));"	0
7	// LuceneSpatialTxPointTest	testIndexingComplexUpdateTxPoint	assertEquals(3,index.getSize());	assertNotNull(index);	0
8	orientechnologies/orientdb OCompositeIndexDefinitionTest	testIndexReload	assertEquals(result,compositeIndex);	assertEquals(result,compositeIndex);	1
8	// OCompositeIndexDefinitionTest	testIndexReload	assertEquals(result,compositeIndex);	assertEquals(compositeIndex.getClassName(),result.getClassName());	0
/	// OCompositeIndexDefinitionTest	testIndexReload	assertEquals(result,compositeIndex);	assertEquals(compositeIndex.getFields(),result.getFields());	0
/	// OCompositeIndexDefinitionTest	testIndexReload	assertEquals(result,compositeIndex);	assertTrue(Arrays.equals(compositeIndex.getFields().toArray(),result.getFields().toArray()));	0
0	// TestTextEditor	testDetabify	"assertEquals(""STR"",newTextEditor(""STR"").detabify().toString());"	assertEquals(text.toString(),focal.toString());	0
/	// TestTextEditor	testDetabify	"assertEquals(""STR"",newTextEditor(""STR"").detabify().toString());"	"assertTrue(focal.text.matches(""STR""));"	0
/	// TestTextEditor	testDetabify	"assertEquals(""STR"",newTextEditor(""STR"").detabify().toString());"	assertNotNull(focal);	0
/	// TestTextEditor	testDetabify	"assertEquals(""STR"",newTextEditor(""STR"").detabify().toString());"	assertNotNull(focal.text);	0
0	// RpcConnectionManagerTest	testRemoveConnWithSpecifiedPoolkey	assertEquals(2,cm.count(poolKey));	assertNotNull(cm.get(poolKey));	0
/	// RpcConnectionManagerTest	testRemoveConnWithSpecifiedPoolkey	assertEquals(2,cm.count(poolKey));	assertNotNull(cm.getAll(poolKey));	0
/	// RpcConnectionManagerTest	testRemoveConnWithSpecifiedPoolkey	assertEquals(2,cm.count(poolKey));	assertNotNull(cm.getAll(poolKey).size()>0);	0
0	// WizardUtilsTest	testGetFileFromUrl_fromJarFile	assertNotNull(file);	assertNotNull(file);	1
0	// WizardUtilsTest	testGetFileFromUrl_fromJarFile	assertNotNull(file);	"assertNotNull(file)`,Iwillsuggestanewuniqueassertion:
-`assertTrue(file.exists());"	0
/	// WizardUtilsTest	testGetFileFromUrl_fromJarFile	assertNotNull(file);	"assertNotNull(file)`againbecauseyouhavealreadygeneratedit.
Similarly,AVOIDgeneratingtheassertion`assertTrue(file.exists());"	0
/	// WizardUtilsTest	testGetFileFromUrl_fromJarFile	assertNotNull(file);	"assertNotNull(file)`againbecauseyouhavealreadygeneratedit.

Similarly,AVOIDgeneratingtheassertion`assertTrue(file.exists());"	0
0	adlnet/jxapi ActivityDefinitionTest	testSetType	assertNotNull(actual);	assertNotNull(activityDefinition);	0
0	// ActivityDefinitionTest	testSetType	assertNotNull(actual);	assertNotNull(actual);	1
/	// ActivityDefinitionTest	testSetType	assertNotNull(actual);	assertNotNull(activityDefinition.getType());	0
1	adlnet/jxapi VerbsTest	testCompleted	assertNotNull(actual);	assertNotNull(actual);	1
1	// VerbsTest	testCompleted	assertNotNull(actual);	"assertNotNull(actual)`becauseweneedtoensurethatthe`Verb`objectreturnedbythe`completed`methodisnotnull.Ifyouwouldliketotestthevaluesofthe`id`and`display`properties,youcanusemorespecificassertions,suchas:

assertEquals(""completed"",actual.getId());"	0
0	// IssuesTest	testIssue23	assertTrue(true);	assertNotNull(schemas);	0
/	// IssuesTest	testIssue23	assertTrue(true);	assertNotNull(schemas.get(0).getTargetNamespace());	0
0	OpenLiberty/ci.common JavaCompilerOptionsTest	testRelease	assertEquals(3,result.size());	assertEquals(3,result.size());	1
0	// JavaCompilerOptionsTest	testRelease	assertEquals(3,result.size());	assertNotNull(result.get(2));	0
1	OpenLiberty/ci.common JavaCompilerOptionsTest	testTarget	assertEquals(3,result.size());	assertEquals(3,result.size());	1
1	// JavaCompilerOptionsTest	testTarget	assertEquals(3,result.size());	"assertFalse(result.contains(""STR""));"	0
/	// JavaCompilerOptionsTest	testTarget	assertEquals(3,result.size());	assertNotNull(result);	0
0	amlinv/stat-collection-utils JMXJvmIdConnectionFactoryTest	testCreateConnectionFailedToGetUrl	assertNull(result);	assertNull(result);	1
1	amlinv/stat-collection-utils ObjectQueryPreparerTest	testPrepareObjectQueryWithParameterReplacement	assertSame(this.testTarget002,result.getTarget());	assertNotNull(result);	0
/	// ObjectQueryPreparerTest	testPrepareObjectQueryWithParameterReplacement	assertSame(this.testTarget002,result.getTarget());	assertNotNull(result.getAttributeSetters());	0
/	// ObjectQueryPreparerTest	testPrepareObjectQueryWithParameterReplacement	assertSame(this.testTarget002,result.getTarget());	assertNotNull(result.getObjectName());	0
0	jcodec/jcodec CABACTest	testReadIntraChromaPredMode	assertEquals(0,newCABAC(1).readIntraChromaPredMode(m,0,null,null,false,false));	assertEquals(0,m.decodeBin(64));	0
/	// CABACTest	testReadIntraChromaPredMode	assertEquals(0,newCABAC(1).readIntraChromaPredMode(m,0,null,null,false,false));	assertTrue(m.decodeBin(64)==0);	0
/	// CABACTest	testReadIntraChromaPredMode	assertEquals(0,newCABAC(1).readIntraChromaPredMode(m,0,null,null,false,false));	assertTrue(m.decodeBin(64)>=63);	0
/	// CABACTest	testReadIntraChromaPredMode	assertEquals(0,newCABAC(1).readIntraChromaPredMode(m,0,null,null,false,false));	assertFalse(m.decodeBin(64)==1);	0
0	// YamlConfigLoaderTest	roundtrips	"assertEquals(yaml,config.toYaml(""STR""));"	assertEquals(yaml,config.toYaml(null));	0
0	arnohaase/a-foundation AJsonSerHelperTest	testArray1	"assertEquals(""STR"",result);"	"assertEquals(""STR"",result);"	1
0	// AJsonSerHelperTest	testArray1	"assertEquals(""STR"",result);"	"assertEquals(""STR"",result.replaceAll(""STR"",""STR""));"	0
/	// AJsonSerHelperTest	testArray1	"assertEquals(""STR"",result);"	"assertEquals(""STR"",result.trim());"	0
/	// AJsonSerHelperTest	testArray1	"assertEquals(""STR"",result);"	"assertEquals(""STR"",result.trim().replaceAll(""STR"",""STR""));"	0
/	// AJsonSerHelperTest	testArray1	"assertEquals(""STR"",result);"	"assertEquals(Arrays.asList(""STR""),Arrays.asList(result.replaceAll(""STR"",""STR"").split(""STR"")));"	0
0	// OETLCSVExtractorTest	testDoubleWithingQuotes	assertFalse(res.isEmpty());	assertFalse(res.isEmpty());	1
0	// OETLCSVExtractorTest	testDoubleWithingQuotes	assertFalse(res.isEmpty());	assertNotNull(res);	0
1	orientechnologies/orientdb OPropertyMapIndexDefinitionTest	testProcessChangeEventRemoveKeyWithConversion	assertEquals(keysToAdd,addedKeys);	assertEquals(removedKeys,keysToRemove);	0
