OracleID	ClassName	TestName	TrueOracle	GenOracle	Correct
13	/ RankTest	combine	"assertEquals(attrs(attr(""STR"",true),attr(""STR"",""STR""),attr(""STR"",""STR""),attr(""STR"",""STR"")),attrs(Rank.sepEqually(2).newRank(true).noCluster().dir(TOP_TO_BOTTOM).sep(3)));"	assertNotSame(unexpected,actual);	0
13	/ RankTest	combine	"assertEquals(attrs(attr(""STR"",true),attr(""STR"",""STR""),attr(""STR"",""STR""),attr(""STR"",""STR"")),attrs(Rank.sepEqually(2).newRank(true).noCluster().dir(TOP_TO_BOTTOM).sep(3)));"	assertNull(object);	0
13	/ RankTest	combine	"assertEquals(attrs(attr(""STR"",true),attr(""STR"",""STR""),attr(""STR"",""STR""),attr(""STR"",""STR"")),attrs(Rank.sepEqually(2).newRank(true).noCluster().dir(TOP_TO_BOTTOM).sep(3)));"	assertEquals(expected,actual);	0
13	/ RankTest	combine	"assertEquals(attrs(attr(""STR"",true),attr(""STR"",""STR""),attr(""STR"",""STR""),attr(""STR"",""STR"")),attrs(Rank.sepEqually(2).newRank(true).noCluster().dir(TOP_TO_BOTTOM).sep(3)));"	assertTrue(condition);	0
13	/ RankTest	combine	"assertEquals(attrs(attr(""STR"",true),attr(""STR"",""STR""),attr(""STR"",""STR""),attr(""STR"",""STR"")),attrs(Rank.sepEqually(2).newRank(true).noCluster().dir(TOP_TO_BOTTOM).sep(3)));"	assertNotNull(object);	0
14	fabric8io/fabric8-maven-plugin GoTimeUtilTest	testConversion	"assertEquals(newInteger(23),durationSeconds(""STR""));"	"assertEquals(Integer.valueOf(60),FOCAL.durationSeconds(""STR""));"	0
14	/ GoTimeUtilTest	testConversion	"assertEquals(newInteger(23),durationSeconds(""STR""));"	"assertEquals(Integer.valueOf(1),FOCAL.durationSeconds(""STR""));"	0
15	DigitalPebble/storm-crawler HostURLFilterTest	testAllAllowed	"assertEquals(""STR"",filterResult);"	assertEquals(sourceURL.toString(),filterResult);	0
15	/ HostURLFilterTest	testAllAllowed	"assertEquals(""STR"",filterResult);"	assertNotNull(filterResult);	0
15	/ HostURLFilterTest	testAllAllowed	"assertEquals(""STR"",filterResult);"	assertTrue(!filterResult.isEmpty());	0
19	trautonen/coveralls-maven-plugin ShippableTest	testPullRequest	"assertEquals(""STR"",newShippable(env()).getPullRequest());"	"assertEquals(""STR"",getPullRequest());"	0
19	/ ShippableTest	testPullRequest	"assertEquals(""STR"",newShippable(env()).getPullRequest());"	assertNull(getPullRequest());	0
19	/ ShippableTest	testPullRequest	"assertEquals(""STR"",newShippable(env()).getPullRequest());"	"assertNotEquals(""STR"",getPullRequest());"	0
19	/ ShippableTest	testPullRequest	"assertEquals(""STR"",newShippable(env()).getPullRequest());"	assertTrue(getPullRequest()!=null);	0
19	/ ShippableTest	testPullRequest	"assertEquals(""STR"",newShippable(env()).getPullRequest());"	assertNotNull(getPullRequest());	0
20	trautonen/coveralls-maven-plugin UrlUtilsTest	testValidUrlToUri	"assertEquals(newURI(""STR""),uri);"	"assertTrue(uri.toString().contains(""STR""));"	0
20	/ UrlUtilsTest	testValidUrlToUri	"assertEquals(newURI(""STR""),uri);"	assertTrue(uri!=null);	0
20	/ UrlUtilsTest	testValidUrlToUri	"assertEquals(newURI(""STR""),uri);"	"assertEquals(URI.create(""STR""),uri);"	0
21	jcodec/jcodec H264UtilsTest	testAvcCToAnnexB	assertArrayEquals(newbyte[]{0,0,0,1,0x67,'s','t','a','n',0,0,0,1,0x67,'t','h','e',0,0,0,1,0x68,'m','a','n',0,0,0,1,0x68,'c','o','o','l'},res);	assertTrue(res.length>0);	0
21	/ H264UtilsTest	testAvcCToAnnexB	assertArrayEquals(newbyte[]{0,0,0,1,0x67,'s','t','a','n',0,0,0,1,0x67,'t','h','e',0,0,0,1,0x68,'m','a','n',0,0,0,1,0x68,'c','o','o','l'},res);	assertNotNull(res);	0
23	amlinv/stat-collection-utils BatchPollProcessorTest	testGetSetLog	assertNotNull(this.processor.getLog());	assertNotNull(polled001);	0
23	/ BatchPollProcessorTest	testGetSetLog	assertNotNull(this.processor.getLog());	assertNotNull(mockAttributeInjector);	0
23	/ BatchPollProcessorTest	testGetSetLog	assertNotNull(this.processor.getLog());	assertNotNull(mockObjectQueryInfo001);	0
23	/ BatchPollProcessorTest	testGetSetLog	assertNotNull(this.processor.getLog());	assertNotNull(mockObjectQueryPreparer);	0
23	/ BatchPollProcessorTest	testGetSetLog	assertNotNull(this.processor.getLog());	assertNotNull(mockLogger);	0
23	/ BatchPollProcessorTest	testGetSetLog	assertNotNull(this.processor.getLog());	assertNotNull(mockAccessConnection);	0
23	/ BatchPollProcessorTest	testGetSetLog	assertNotNull(this.processor.getLog());	assertNotNull(polledObjects);	0
24	hazelcast/hazelcast-simulator UuidUtilTest	testNewUnsecureUuidString	assertNotNull(uuid);	assertEquals(uuid,UuidHelper.isValidJavaUUID(uuid));	0
1	orientechnologies/orientdb OPropertyMapIndexDefinitionTest	testCreateValueByValueTwoParametersArrayParams	assertTrue(resultinstanceofCollection);	"assertTrue(mapToTest.containsKey(""STR""));"	0
2	orientechnologies/orientdb OPropertyMapIndexDefinitionTest	testCreateSingleValueByValue	assertEquals(result,12);	"assertEquals(2,mapToTest.get(""STR""),0);"	0
2	/ OPropertyMapIndexDefinitionTest	testCreateSingleValueByValue	assertEquals(result,12);	"assertEquals(1,mapToTest.get(""STR""));"	0
2	/ OPropertyMapIndexDefinitionTest	testCreateSingleValueByValue	assertEquals(result,12);	assertTrue(mapToTest.containsValue(2));	0
2	/ OPropertyMapIndexDefinitionTest	testCreateSingleValueByValue	assertEquals(result,12);	assertEquals(0,mapToTest.size());	0
4	orientechnologies/orientdb ODropSequenceStatementExecutionTest	testPlain	assertNotNull(db.getMetadata().getSequenceLibrary().getSequence(name));	assertNotNull(seq);	0
5	orientechnologies/orientdb OCompositeKeyTest	testCompareToLT	assertEquals(compositeKey.compareTo(anotherCompositeKey),-1);	"assertEquals(""STR"",""STR"");"	0
5	/ OCompositeKeyTest	testCompareToLT	assertEquals(compositeKey.compareTo(anotherCompositeKey),-1);	assertTrue(a==5);	0
6	orientechnologies/orientdb LuceneSpatialMiscFunctionsTest	testStContainsPoint	"assertEquals(true,next.field(""STR""));"	"assertEquals(0,db.count(""STR""));"	0
6	/ LuceneSpatialMiscFunctionsTest	testStContainsPoint	"assertEquals(true,next.field(""STR""));"	"assertNotEquals(1,db.count(""STR""));"	0
6	/ LuceneSpatialMiscFunctionsTest	testStContainsPoint	"assertEquals(true,next.field(""STR""));"	"assertFalse(db.exists(""STR""));"	0
6	/ LuceneSpatialMiscFunctionsTest	testStContainsPoint	"assertEquals(true,next.field(""STR""));"	"assertTrue(db.exists(""STR""));"	0
7	orientechnologies/orientdb LuceneSpatialTxPointTest	testIndexingComplexUpdateTxPoint	assertEquals(3,index.getSize());	assertEquals(false,list.contains(0));	0
8	orientechnologies/orientdb OCompositeIndexDefinitionTest	testIndexReload	assertEquals(result,compositeIndex);	assertTrue(result.getProperties().containsAll(compositeIndex.getProperties()));	0
8	/ OCompositeIndexDefinitionTest	testIndexReload	assertEquals(result,compositeIndex);	"assertEquals(newOCompositeIndexDefinition(""STR""),result);"	0
9	jcodec/jcodec MPEGESTest	testES	assertArrayEquals(frame1,NIOUtils.toArray(f1.getData()));	assertTrue(MPEGTestConst.toArray(buf).length==frame1.length);	0
11	TooTallNate/Java-WebSocket ProtocolTest	testToString	"assertEquals(""STR"",protocol0.getProvidedProtocol());"	assertTrue(booleanValue);	0
11	/ ProtocolTest	testToString	"assertEquals(""STR"",protocol0.getProvidedProtocol());"	assertEquals(protocol0,expectedString);	0
12	TooTallNate/Java-WebSocket WebSocketServerTest	testGetDrafts	assertEquals(1,server.getDraft().size());	assertSame(serverinstanceofInetSocketAddress,true);	0
12	/ WebSocketServerTest	testGetDrafts	assertEquals(1,server.getDraft().size());	assertEquals(server.getDrafts().size(),1);	0
13	fluenda/ParCEFone MacAddressTest	testAddressNormalizedSeparator	assertEquals(NORMALIZED_ADDRESS,macAddress.toString());	"assertEquals(""STR"",macAddress.toString());"	0
14	fluenda/ParCEFone CEFParserTest	validStringMessageWithoutTZWithLocaleAndValidationTest	assertNotNull(parser.parse(sample1,true,Locale.FRANCE));	"assertEquals(""STR"",""STR"".substring(0,5));"	0
14	/ CEFParserTest	validStringMessageWithoutTZWithLocaleAndValidationTest	assertNotNull(parser.parse(sample1,true,Locale.FRANCE));	assertEquals(true,1!=2);	0
14	/ CEFParserTest	validStringMessageWithoutTZWithLocaleAndValidationTest	assertNotNull(parser.parse(sample1,true,Locale.FRANCE));	assertEquals(4,2*2);	0
17	adlnet/jxapi ActivityDefinitionTest	testGetCorrectResponsesPattern	assertNotNull(actual);	assertFalse(activityDefinition.getMoreInfo().isEmpty());	0
17	/ ActivityDefinitionTest	testGetCorrectResponsesPattern	assertNotNull(actual);	assertEquals(activityDefinition.getType(),type);	0
17	/ ActivityDefinitionTest	testGetCorrectResponsesPattern	assertNotNull(actual);	assertNotNull(activityDefinition);	0
17	/ ActivityDefinitionTest	testGetCorrectResponsesPattern	assertNotNull(actual);	assertEquals(activityDefinition.getInteractionType(),interactionType);	0
17	/ ActivityDefinitionTest	testGetCorrectResponsesPattern	assertNotNull(actual);	assertEquals(activityDefinition.getExtensions().get(key),newJsonPrimitive(44));	0
20	amlinv/stat-collection-utils JmxAttributePollerTest	testGetSetBatchPollProcessor	assertNotNull(this.poller.getBatchPollProcessor());	assertNotNull(this.mockBatchPollProcessor);	0
22	redraiment/jactiverecord TSqlBuilderTest	testSort	"assertEquals(""STR"",sql.toString());"	assertTrue();	0
0	sofastack/sofa-bolt RpcConnectionManagerTest	testRemoveConnWithSpecifiedPoolkey	assertEquals(2,cm.count(poolKey));	assertSame(object,object);	0
0	/ RpcConnectionManagerTest	testRemoveConnWithSpecifiedPoolkey	assertEquals(2,cm.count(poolKey));	assertTrue(true);	0
0	/ RpcConnectionManagerTest	testRemoveConnWithSpecifiedPoolkey	assertEquals(2,cm.count(poolKey));	assertNotSame(object1,object2);	0
0	/ RpcConnectionManagerTest	testRemoveConnWithSpecifiedPoolkey	assertEquals(2,cm.count(poolKey));	assertFalse(false);	0
2	orientechnologies/orientdb OETLCSVExtractorTest	testDoubleWithingQuotes	assertFalse(res.isEmpty());	"assertTrue(procResult.getContent().text().contains(""STR""));"	0
2	/ OETLCSVExtractorTest	testDoubleWithingQuotes	assertFalse(res.isEmpty());	"assertEquals(minDouble,procResult.getDouble(""STR""),0);"	0
2	/ OETLCSVExtractorTest	testDoubleWithingQuotes	assertFalse(res.isEmpty());	assertEquals(2,res.size());	0
3	orientechnologies/orientdb OPropertyMapIndexDefinitionTest	testProcessChangeEventRemoveKeyWithConversion	assertEquals(keysToAdd,addedKeys);	assertNotNull(propertyIndexByKey);	0
3	/ OPropertyMapIndexDefinitionTest	testProcessChangeEventRemoveKeyWithConversion	assertEquals(keysToAdd,addedKeys);	assertEquals(mapToTest.size(),2);	0
3	/ OPropertyMapIndexDefinitionTest	testProcessChangeEventRemoveKeyWithConversion	assertEquals(keysToAdd,addedKeys);	assertNull(propertyIndexByValue);	0
5	orientechnologies/orientdb ODropClusterStatementExecutionTest	testDropClusterIfExists	assertTrue(db.getClusterIdByName(cluster)>0);	assertTrue(db.getClusterIdByName(cluster)>0);	1
8	orientechnologies/orientdb OLiveQueryMessagesTests	testLiveQueryPushRequest	assertEquals(pushRequestRead.getMonitorId(),10);	"assertEquals(""STR"",pushRequestRead.getResult().get(""STR"").toString());"	0
8	/ OLiveQueryMessagesTests	testLiveQueryPushRequest	assertEquals(pushRequestRead.getMonitorId(),10);	assertTrue(pushRequestRead.getLiveQueryPushRequestId().equals(pushRequest.getLiveQueryPushRequestId()));	0
9	orientechnologies/orientdb TestObjectWithDeletedLink	testDeletedLink	assertNotNull(ob1.getFriend());	"assertFalse(ob1.getName().equals(""STR""));"	0
11	orientechnologies/orientdb RemoteSimpleSchemaTest	testNotCaseSensitiveDrop	"assertTrue(database.getMetadata().getSchema().existsClass(""STR""));"	"assertTrue(existsClass(""STR""));"	0
12	myabc/markdownj TestTextEditor	testDetabify	"assertEquals(""STR"",newTextEditor(""STR"").detabify().toString());"	assertTrue(trueCondition);	0
12	/ TestTextEditor	testDetabify	"assertEquals(""STR"",newTextEditor(""STR"").detabify().toString());"	assertEquals(expected,Actual);	0
14	OpenLiberty/ci.common JavaCompilerOptionsTest	testTarget	assertEquals(3,result.size());	"assertSame(options.get(3),""STR"");"	0
14	/ JavaCompilerOptionsTest	testTarget	assertEquals(3,result.size());	assertEquals(options.size(),9);	0
14	/ JavaCompilerOptionsTest	testTarget	assertEquals(3,result.size());	"assertTrue(options.contains(""STR""));"	0
14	/ JavaCompilerOptionsTest	testTarget	assertEquals(3,result.size());	"assertEquals(options.get(2),""STR"");"	0
15	cucumber-ltd/cucumber-pro-plugin-jvm YamlConfigLoaderTest	roundtrips	"assertEquals(yaml,config.toYaml(""STR""));"	assertEquals(config.getConnection().getIgnoreerror(),Boolean.TRUE);	0
15	/ YamlConfigLoaderTest	roundtrips	"assertEquals(yaml,config.toYaml(""STR""));"	assertEquals(config.getConnection().getTimeout(),newInteger(5000));	0
15	/ YamlConfigLoaderTest	roundtrips	"assertEquals(yaml,config.toYaml(""STR""));"	assertTrue(config.getGit().getSource().getFetch());	0
15	/ YamlConfigLoaderTest	roundtrips	"assertEquals(yaml,config.toYaml(""STR""));"	assertFalse(config.getGit().getHostkey().isEmpty());	0
16	TeachingKidsProgramming/TeachingKidsProgramming.Source.Java PuzzleStateTest	equal_even_with_different_history	assertEquals(a,b);	assertEquals(a.getPuzzle().getEmptyCell(),b.getPuzzle().getEmptyCell());	0
16	/ PuzzleStateTest	equal_even_with_different_history	assertEquals(a,b);	assertFalse(a.getHistory().equals(b.getHistory()));	0
16	/ PuzzleStateTest	equal_even_with_different_history	assertEquals(a,b);	assertNotSame(a.getHistory().size(),b.getHistory().size());	0
16	/ PuzzleStateTest	equal_even_with_different_history	assertEquals(a,b);	assertEquals(a.getHistory().size(),b.getHistory().size());	0
17	jcodec/jcodec CABACTest	testReadIntraChromaPredMode	assertEquals(0,newCABAC(1).readIntraChromaPredMode(m,0,null,null,false,false));	assertEquals(1,m.readIntraChromaPredMode(m,0,null,leftMB,true,false));	0
18	adlnet/jxapi ActivityDefinitionTest	testSetType	assertNotNull(actual);	assertFalse(activityDefinition.getType().isEmpty());	0
18	/ ActivityDefinitionTest	testSetType	assertNotNull(actual);	assertNotNull(activityDefinition);	0
18	/ ActivityDefinitionTest	testSetType	assertNotNull(actual);	assertNotNull(activityDefinition.getType());	0
18	/ ActivityDefinitionTest	testSetType	assertNotNull(actual);	assertEquals(expected.toString(),activityDefinition.getType());	0
18	/ ActivityDefinitionTest	testSetType	assertNotNull(actual);	"assertSame(""STR"",activityDefinition.getType());"	0
20	amlinv/stat-collection-utils JMXJvmIdConnectionFactoryTest	testCreateConnectionFailedToGetUrl	assertNull(result);	???;	0
20	/ JMXJvmIdConnectionFactoryTest	testCreateConnectionFailedToGetUrl	assertNull(result);	assertNotNull(this.mockJvmIdConnectionFactory.getConnection());	0
20	/ JMXJvmIdConnectionFactoryTest	testCreateConnectionFailedToGetUrl	assertNull(result);	assertNull(this.mockJmxServiceUrl);	0
24	gvlasov/collections-utils IterableToStreamTest	iteratorToStream	assertEquals(Arrays.asList(1,2,3,4,5,6),IterableToStream.stream(ImmutableList.of(1,2,3,4,5,6).iterator()).collect(java.util.stream.Collectors.toList()));	assertNull(IteratorStream.stream(null));	0
2	arnohaase/a-foundation AJsonSerHelperTest	testNumber	"assertEquals(""STR"",result);"	"assertFalse(result.contains(""STR""));"	0
2	/ AJsonSerHelperTest	testNumber	"assertEquals(""STR"",result);"	assertEquals(result.length(),5);	0
2	/ AJsonSerHelperTest	testNumber	"assertEquals(""STR"",result);"	"assertTrue(result.startsWith(""STR""));"	0
2	/ AJsonSerHelperTest	testNumber	"assertEquals(""STR"",result);"	"assertEquals(""STR"",result);"	1
2	/ AJsonSerHelperTest	testNumber	"assertEquals(""STR"",result);"	"assertFalse(result.endsWith(""STR""));"	0
3	orientechnologies/orientdb OPropertyMapIndexDefinitionTest	testCreateValueByKeyTwoParameters	assertTrue(resultinstanceofCollection);	assertTrue(condition);	0
3	/ OPropertyMapIndexDefinitionTest	testCreateValueByKeyTwoParameters	assertTrue(resultinstanceofCollection);	assertNull(actual);	0
3	/ OPropertyMapIndexDefinitionTest	testCreateValueByKeyTwoParameters	assertTrue(resultinstanceofCollection);	assertEquals(expected,actual);	0
3	/ OPropertyMapIndexDefinitionTest	testCreateValueByKeyTwoParameters	assertTrue(resultinstanceofCollection);	assertFalse(condition);	0
3	/ OPropertyMapIndexDefinitionTest	testCreateValueByKeyTwoParameters	assertTrue(resultinstanceofCollection);	assertNotEquals(expected,actual);	0
4	orientechnologies/orientdb OMatchStatementExecutionNewTest	testIndexedEdgeArrows	assertTrue(result.hasNext());	assertTrue(result.hasNext());	1
4	/ OMatchStatementExecutionNewTest	testIndexedEdgeArrows	assertTrue(result.hasNext());	"assertEquals(""STR"",result.getIndexAt(0));"	0
4	/ OMatchStatementExecutionNewTest	testIndexedEdgeArrows	assertTrue(result.hasNext());	assertNotNull(db);	0
5	orientechnologies/orientdb OMatchStatementExecutionNewTest	testFriendsWithName	assertTrue(qResult.hasNext());	assertEquals(expected,actual);	0
5	/ OMatchStatementExecutionNewTest	testFriendsWithName	assertTrue(qResult.hasNext());	assertNotNull(actual);	0
6	orientechnologies/orientdb DoubleSerializerTest	testSerializeWALChanges	assertEquals(doubleSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),FIELD_SIZE);	assertEquals(walChanges.getBinaryValue(buffer,0,FLOAT_SIZE).getFloat(0),OBJECT);	0
6	/ DoubleSerializerTest	testSerializeWALChanges	assertEquals(doubleSerializer.getObjectSizeInByteBuffer(buffer,walChanges,serializationOffset),FIELD_SIZE);	assertEquals(buffer.getDouble(0),OBJECT);	0
8	orientechnologies/orientdb OCreatePropertyStatementExecutionTest	testCreateMandatoryPropertyWithEmbeddedType	assertEquals(nameProperty.getName(),PROP_OFFICERS);	assertEquals(nameProperty.getName(),PROP_OFFICERS);	1
9	orientechnologies/orientdb OCompositeIndexDefinitionTest	testGetTypes	assertEquals(result.length,2);	assertEquals(result.length,2);	1
